,WildfireYr1,WildfireYr2,WildfireYr3,WildfireYr4,WildfireYr5,WildfireYr6,WildfireYr7,WildfireYr8,WildfireYr9,WildfireYr10
1500,4714.45653,0,0,0,0,0,0,0,0,0
1501,0,66818.84634,0,0,0,0,0,0,0,0
1502,0,0,0,0,0,0,0,0,0,0
1503,0,0,0,297855.4775,0,0,0,0,0,0
1504,183081.6796,0,0,0,0,0,0,0,1584803.719,0
1505,0,102402.3554,0,0,0,0,0,0,0,0
1506,0,0,0,0,0,0,0,0,0,0
1507,0,0,0,0,0,0,0,0,0,0
1508,0,0,0,0,0,0,0,0,0,0
1509,0,0,0,0,0,0,949267.0969,0,0,0
1510,0,0,0,0,0,0,0,0,0,0
1511,0,0,0,0,0,0,0,0,0,0
1512,0,0,0,0,0,0,0,0,0,0
1513,0,89254.60828,0,6795.601817,0,0,0,0,0,0
1514,0,55703.99245,0,0,0,0,0,0,0,0
1515,0,0,0,0,0,0,0,0,0,0
1516,0,0,0,0,0,0,0,0,0,0
1517,0,0,0,0,0,0,0,0,0,0
1518,0,0,0,0,0,0,0,0,0,0
1519,0,0,0,0,0,0,0,0,0,0
1520,0,0,0,0,0,0,0,0,0,0
1521,676961.3364,0,0,0,0,0,0,0,0,0
1522,0,0,61304.94926,0,0,0,0,0,127411.5647,0
1523,0,0,0,16605.04862,0,0,0,0,0,0
1524,0,0,0,0,0,0,0,0,0,0
1525,0,0,256434.8771,0,0,18031.28578,49567.91185,0,0,0
1526,0,0,0,0,0,0,0,473561.2988,0,0
1527,0,0,0,0,0,0,0,0,0,0
1528,0,0,82217.00213,0,0,0,0,0,109450.1353,0
1529,0,0,0,0,0,0,0,0,0,0
1530,0,0,0,111660.291,0,0,0,0,0,0
1531,0,0,0,30117.78889,0,0,0,73247.8231,0,0
1532,0,0,0,0,0,0,0,0,0,0
1533,0,0,0,0,0,0,0,0,0,0
1534,24248.98944,0,105081.9412,0,0,0,0,0,0,0
1535,633985.2849,0,0,0,0,0,0,0,0,0
1536,0,0,0,0,0,0,0,0,0,0
1537,0,115715.0075,0,0,0,0,0,0,84191.39118,0
1538,0,0,0,0,57557.61701,0,0,0,0,0
1539,0,0,0,0,34484.45308,0,0,0,153402.4212,0
1540,0,0,0,0,0,0,0,0,87826.62125,0
1541,0,0,122822.5377,0,0,0,0,0,0,0
1542,19688.20395,0,0,0,0,0,0,0,0,0
1543,0,0,0,0,0,186857.6128,0,0,0,0
1544,0,0,0,0,0,0,0,698168.5275,0,0
1545,0,0,0,0,63632.75441,0,0,0,0,0
1546,0,0,0,0,0,0,0,0,0,0
1547,0,0,0,0,20470.43151,0,0,0,0,0
1548,0,0,80944.39525,0,0,0,0,0,0,0
1549,14361.3341,0,0,0,0,0,0,0,0,0
1550,0,0,29836.1587,0,0,0,0,0,0,0
1551,0,0,0,0,0,0,0,0,0,0
1552,0,0,0,0,0,0,0,0,0,0
1553,0,0,0,0,0,0,0,0,0,0
1554,0,0,0,0,0,0,0,0,0,769397.1005
1555,2833986.186,0,0,30117.97728,0,0,0,0,0,0
1556,0,0,0,0,189192.3103,0,0,0,0,0
1557,0,0,0,0,0,0,0,57144.28454,0,0
1558,0,0,0,0,0,0,0,0,0,0
1559,0,0,0,0,0,0,0,0,0,0
1560,0,0,0,0,0,0,0,0,0,0
1561,0,0,0,0,0,0,0,0,0,0
1562,0,0,0,0,0,49592.14427,0,0,0,0
1563,0,0,0,0,0,57384.05436,0,0,0,0
1564,0,0,0,0,0,0,0,0,0,0
1565,0,0,0,0,0,0,0,0,0,0
1566,0,0,0,0,0,0,0,0,0,0
1567,0,0,0,0,0,0,0,0,147151.8461,0
1568,0,0,87019.64883,0,0,0,0,0,0,0
1569,98989.01807,0,0,0,0,0,0,0,0,0
1570,0,0,0,0,0,115530.3238,0,0,0,0
1571,0,0,0,56178.77253,0,1369911.56,0,0,0,0
1572,0,0,0,0,0,0,0,283013.1569,0,0
1573,0,0,0,0,0,0,0,0,0,0
1574,0,0,0,0,0,0,0,0,0,0
1575,0,0,0,0,19986.48684,0,0,0,14018.16181,0
1576,0,0,0,0,0,0,0,0,138527.092,0
1577,22253.85056,0,0,0,0,0,0,0,0,0
1578,58476.79251,0,0,0,0,0,0,0,0,0
1579,0,0,0,0,0,0,0,0,0,0
1580,0,0,0,0,0,0,0,0,0,0
1581,0,47978.88478,0,0,0,0,0,0,0,0
1582,0,0,0,0,0,0,0,0,0,0
1583,0,168874.1873,0,0,0,0,0,0,0,0
1584,0,0,0,0,0,0,0,20646.30285,0,0
1585,0,0,0,0,0,0,0,0,0,0
1586,0,0,237017.079,0,0,0,0,0,0,0
1587,0,0,0,0,0,0,0,0,0,0
1588,0,0,0,0,0,0,0,0,0,0
1589,0,0,73094.9631,0,0,0,0,0,0,0
1590,0,0,0,0,0,0,63908.16272,0,0,0
1591,0,0,0,0,0,0,0,0,0,0
1592,0,0,15403.11677,0,0,0,0,0,0,0
1593,0,0,0,0,0,0,0,0,0,0
1594,0,0,27002.82668,0,0,0,0,0,0,0
1595,10254.35032,0,0,31101.21699,0,0,0,0,0,276688.9736
1596,0,0,0,0,0,0,0,0,0,0
1597,0,18646.43826,0,0,0,0,0,0,0,0
1598,0,0,0,0,0,0,0,0,0,0
1599,0,0,0,0,0,0,0,0,0,0
1600,0,0,0,0,0,0,0,0,12008.38974,0
1601,0,0,0,0,0,0,0,0,0,0
1602,0,0,0,0,0,0,0,0,0,0
1603,1211603.411,0,0,0,0,0,50514.8188,0,0,0
1604,0,137291.3814,0,0,0,0,0,0,7839.71869,0
1605,0,39875.69134,0,0,0,0,0,0,0,0
1606,0,0,0,0,0,0,0,211286.5821,0,0
1607,0,0,0,0,0,74524.91598,0,0,0,0
1608,0,0,0,0,0,0,757388.3604,0,0,0
1609,0,0,0,0,0,0,0,0,0,0
1610,0,0,0,156997.4482,42934.83509,0,0,0,19497.40899,0
1611,0,0,0,0,0,0,0,0,189461.4918,0
1612,33486.73292,0,0,0,0,0,0,0,0,0
1613,0,0,0,0,0,0,0,0,0,170474.9685
1614,0,0,0,0,253504.3337,0,0,0,0,0
1615,0,0,0,0,0,0,0,0,0,0
1616,0,0,0,0,0,0,0,0,0,0
1617,0,0,0,0,0,0,55278.83198,0,0,0
1618,0,0,0,0,0,28090.77624,0,0,0,0
1619,44623.42508,0,0,0,0,0,0,0,0,0
1620,0,0,0,0,0,0,0,96008.69977,0,0
1621,0,0,0,0,0,0,0,0,0,0
1622,0,0,0,0,0,0,0,0,0,0
1623,0,0,0,0,0,0,0,0,0,0
1624,0,0,0,0,0,0,0,0,0,0
1625,0,0,0,0,0,0,0,0,0,0
1626,0,0,0,0,0,0,0,26456.02146,0,0
1627,0,0,0,0,0,0,0,0,0,0
1628,0,0,0,0,0,0,0,0,886792.4284,0
1629,0,0,37345.49528,0,65988.72698,0,0,0,0,0
1630,0,0,0,0,0,0,0,0,0,0
1631,0,0,0,0,0,0,0,0,0,0
1632,0,58295.88993,0,0,0,0,0,0,0,0
1633,0,0,0,0,0,0,0,0,0,0
1634,0,64889.96726,0,0,0,0,0,0,0,0
1635,0,0,0,0,0,0,0,0,0,0
1636,0,0,0,0,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,0,0,0
1638,0,0,0,0,0,0,34846.89254,0,0,64058.46479
1639,0,0,0,0,0,0,0,17029.46105,0,0
1640,0,29174.60394,0,0,0,0,0,0,0,0
1641,0,0,267335.3205,0,0,0,0,9721.468847,0,61776.68808
1642,0,0,0,0,0,0,0,0,0,294106.3022
1643,0,0,0,0,0,0,0,0,0,0
1644,0,0,0,0,0,0,0,0,0,26881.96985
1645,0,0,0,0,0,0,0,0,0,0
1646,524486.2698,0,0,0,0,0,0,0,0,0
1647,0,0,0,162687.0179,0,0,0,64492.1822,18511.13393,0
1648,0,0,0,0,0,0,0,0,0,0
1649,0,0,0,40910.93402,0,0,0,0,23297.84556,0
1650,0,0,0,0,0,0,0,0,165975.7314,0
1651,0,0,0,0,22443.96029,0,0,0,0,0
1652,0,0,64899.62661,303620.4339,0,0,0,0,0,0
1653,0,0,0,0,0,0,0,0,0,0
1654,0,0,0,0,34159.59146,0,0,0,0,0
1655,0,0,0,0,0,0,16412.46179,0,0,0
1656,0,0,0,0,0,0,0,0,0,0
1657,0,3830.175444,0,0,0,0,0,0,0,0
1658,0,0,0,0,55951.07481,0,0,0,0,0
1659,0,0,127582.5009,0,0,0,0,442604.341,10447.57847,0
1660,0,0,0,0,0,0,0,0,0,210963.3897
1661,0,0,0,0,0,0,60593.51908,0,0,0
1662,73912.07616,0,0,0,0,0,0,0,0,0
1663,0,0,0,0,0,0,0,0,0,0
1664,0,0,0,134457.2643,0,0,0,0,0,0
1665,0,0,56386.06086,0,0,0,0,0,0,0
1666,0,0,0,0,0,0,0,0,38048.93488,0
1667,0,0,0,0,0,0,0,0,0,0
1668,0,0,0,0,0,0,0,0,0,0
1669,0,245175.4332,0,0,0,0,0,0,0,0
1670,0,0,0,0,0,0,0,0,0,0
1671,0,135843.9198,0,0,0,0,0,1697148.296,0,0
1672,0,0,0,0,0,0,0,0,0,0
1673,213192.6738,0,0,0,64793.39408,0,0,25738.15511,0,0
1674,0,0,0,0,522092.5353,0,0,0,0,0
1675,0,0,0,0,0,19161.29535,0,0,0,0
1676,0,0,0,0,0,0,0,0,0,42860.37012
1677,0,0,0,0,0,0,0,0,36075.67418,0
1678,0,0,0,0,339208.9012,0,0,0,0,0
1679,16932.37647,0,0,0,0,0,0,0,0,0
1680,0,0,0,0,0,0,0,0,0,0
1681,0,0,0,0,0,0,0,0,0,0
1682,0,0,0,0,40616.57083,0,0,0,0,0
1683,0,0,0,0,0,0,0,0,0,0
1684,343838.5722,0,0,0,0,0,0,0,0,0
1685,0,0,0,0,0,0,0,0,0,0
1686,0,0,26088.00594,0,0,0,303330.53,0,0,0
1687,0,0,0,0,0,0,0,0,0,0
1688,0,0,0,0,0,0,0,0,15447.8755,0
1689,0,0,0,0,0,0,0,0,0,0
1690,0,0,0,0,0,0,0,0,0,0
1691,0,0,0,0,0,0,18410.14102,0,0,0
1692,0,0,0,0,0,0,0,0,0,0
1693,0,0,0,0,0,0,0,0,0,0
1694,0,0,0,0,0,0,58432.52482,0,0,0
1695,0,0,0,0,0,0,0,0,0,0
1696,0,0,0,0,39744.17499,0,0,0,0,0
1697,0,0,0,0,0,0,0,0,0,0
1698,0,0,0,23288.11212,0,0,0,0,0,0
1699,0,0,0,0,0,0,0,0,0,0
1700,0,0,0,0,130043.7207,0,0,0,0,0
1701,0,0,0,0,0,0,0,0,0,0
1702,0,0,0,0,0,0,0,0,0,0
1703,0,0,34219.13836,0,0,0,19170.64742,0,0,0
1704,0,0,0,0,0,0,0,0,0,0
1705,0,0,0,0,0,0,30200.74731,0,0,0
1706,0,0,0,0,0,0,0,0,0,0
1707,173308.8651,289092.8077,0,0,0,0,0,0,0,0
1708,0,0,0,0,0,0,0,247875.9379,0,0
1709,0,0,0,0,0,0,0,0,0,0
1710,0,64582.23598,0,0,0,0,0,0,0,0
1711,0,0,0,26737.09148,0,0,0,0,0,0
1712,0,0,0,0,0,0,0,0,0,0
1713,0,0,0,250083.1064,0,374688.0429,0,0,0,0
1714,0,0,0,8226563.699,0,0,0,0,0,0
1715,0,0,0,0,0,563949.0497,0,0,0,0
1716,0,0,0,0,0,0,0,0,0,0
1717,0,0,272755.8294,0,0,174942.7667,0,0,0,0
1718,71085.93898,0,0,0,111642.0304,0,0,0,0,0
1719,0,44898.07188,0,0,0,0,113313.2884,0,0,0
1720,0,0,0,0,0,0,0,0,0,0
1721,0,0,0,0,0,0,281836.2956,0,0,0
1722,0,0,0,0,0,0,0,0,0,0
1723,0,0,0,0,0,24943.22662,0,0,0,0
1724,0,0,0,0,0,0,13625.9785,0,0,0
1725,0,0,0,0,0,0,0,0,0,0
1726,0,0,45315.80287,0,0,0,0,0,0,0
1727,0,0,0,80646.92089,0,0,0,0,0,0
1728,50041.16436,0,0,0,0,0,0,0,0,0
1729,0,0,17084.95567,0,0,122616.3303,0,0,0,0
1730,0,0,0,0,0,0,0,0,0,0
1731,0,0,0,0,71398.72159,0,0,0,0,0
1732,0,0,0,0,0,0,0,42418.63126,0,0
1733,0,0,0,0,0,0,0,0,59605.72258,0
1734,0,0,0,0,0,0,0,132709.9555,67981.77812,0
1735,0,0,0,0,0,0,0,0,0,0
1736,0,0,0,0,0,0,0,0,0,0
1737,0,0,217795.8165,0,0,0,0,0,0,0
1738,0,0,0,0,62881.50382,0,0,0,0,0
1739,0,0,0,0,0,0,0,0,0,0
1740,0,0,0,0,0,0,0,0,0,0
1741,0,0,0,0,0,0,0,0,0,0
1742,0,0,0,77861.19705,0,41073885.01,0,0,0,0
1743,0,0,0,0,0,0,0,40741.30409,0,0
1744,0,27881.74792,0,0,0,0,0,0,0,0
1745,0,0,0,0,0,0,0,0,0,0
1746,0,0,0,0,0,0,0,0,0,0
1747,0,0,0,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,0,0,0,0
1749,0,0,0,0,0,0,0,38968.95839,28551.18489,0
1750,0,0,0,0,0,0,0,0,0,0
1751,0,27763.66338,0,0,0,0,0,0,0,0
1752,0,0,0,0,0,0,0,0,0,0
1753,0,0,0,0,0,0,0,0,0,0
1754,0,0,0,0,0,0,0,48957.46223,0,0
1755,0,0,0,0,0,0,0,0,0,0
1756,0,22676.48512,0,0,0,0,0,0,0,0
1757,0,0,0,0,0,0,0,0,29048.16373,0
1758,0,0,0,0,0,0,0,0,0,0
1759,0,0,366694.1195,0,0,0,0,0,0,0
1760,753056.0293,0,0,0,0,0,77525.1882,0,0,0
1761,0,0,0,0,30815.32699,0,0,0,0,0
1762,0,0,0,0,0,142557.5842,0,0,0,0
1763,0,0,0,0,0,0,0,0,0,0
1764,0,0,0,0,24799.11038,0,0,0,0,0
1765,0,0,0,0,0,0,0,0,0,0
1766,0,0,0,0,0,220965.7666,0,0,0,0
1767,0,0,0,0,0,0,0,0,0,0
1768,83890.61509,0,0,0,0,0,0,0,0,0
1769,0,0,0,374487.542,122250.8559,0,0,428613.9231,0,0
1770,0,53864.02767,1385186.748,0,0,0,0,0,0,0
1771,0,0,0,0,0,0,0,0,0,0
1772,105601.9827,0,0,519518.6685,0,0,0,0,0,0
1773,0,0,0,0,0,0,0,0,0,0
1774,0,0,115481.9781,0,0,0,0,0,0,0
1775,56361.61805,0,0,0,0,0,0,0,0,0
1776,0,0,0,0,0,112699.9121,0,0,0,0
1777,64252.77294,0,0,0,0,0,0,0,0,0
1778,0,0,0,0,0,0,0,0,0,0
1779,0,0,0,0,0,0,0,0,0,0
1780,0,0,0,0,0,0,0,0,0,0
1781,0,0,34430.16748,0,0,0,0,0,0,0
1782,0,0,0,0,0,0,0,0,0,0
1783,40858.81959,0,0,0,0,0,0,0,0,0
1784,0,0,0,0,0,0,0,0,0,0
1785,0,0,0,0,0,0,0,299546.51,0,0
1786,0,0,0,0,0,0,0,0,0,0
1787,0,0,0,0,0,0,0,0,0,0
1788,0,0,0,0,0,0,0,0,0,0
1789,26052.06787,0,0,0,359670.9106,0,0,0,0,0
1790,0,0,0,0,0,0,0,0,0,1566184.643
1791,0,0,0,0,0,0,0,0,0,0
1792,0,0,0,0,0,86492.19907,0,0,0,0
1793,0,0,0,0,0,0,0,0,0,0
1794,0,0,0,0,0,0,0,0,0,0
1795,65586.49079,0,0,0,0,0,0,0,0,0
1796,0,0,0,0,0,0,0,0,0,0
1797,0,0,0,0,0,0,0,0,279184.6671,0
1798,0,0,939839.9249,0,19597.23651,0,0,0,0,0
1799,0,0,0,0,0,0,0,0,0,0
1800,0,0,0,0,0,0,0,0,0,0
1801,0,0,0,0,52406.79063,0,0,0,0,0
1802,0,0,0,0,0,0,0,0,0,0
1803,0,0,0,0,0,0,0,0,0,0
1804,0,0,0,0,0,0,0,0,0,0
1805,0,0,0,0,0,0,0,0,59996.3877,0
1806,0,522190.9741,0,0,0,0,0,0,0,0
1807,0,0,0,0,0,233428.3268,48166.46164,0,0,0
1808,0,0,156290.6659,0,0,0,0,0,0,0
1809,0,0,0,0,0,0,0,0,0,22563.27637
1810,0,0,0,0,0,0,0,0,0,0
1811,0,0,149229.2699,0,0,0,0,0,0,0
1812,0,0,0,67048.70538,0,0,0,0,0,0
1813,0,0,0,0,0,24837.90179,0,0,0,0
1814,0,0,0,69872.82803,0,0,0,0,0,0
1815,0,0,0,0,0,0,0,0,0,0
1816,0,27968.96116,71622.69547,0,0,0,0,0,229588.3042,0
1817,0,0,0,0,0,0,0,31536.8575,0,0
1818,0,0,130953.7593,0,0,0,0,0,0,0
1819,0,0,0,33110.05241,0,0,0,0,0,0
1820,0,0,0,0,0,0,0,0,0,38841.3795
1821,0,0,0,0,0,0,0,0,0,0
1822,0,0,0,0,0,0,0,0,0,0
1823,0,0,0,0,0,0,0,65526.61551,0,0
1824,316498.9614,0,0,0,0,0,0,0,275662.0297,0
1825,0,0,0,0,0,0,0,0,92853.81713,0
1826,0,0,0,0,0,0,0,0,0,0
1827,0,0,0,0,0,0,0,0,0,0
1828,83385.55326,0,0,0,0,0,0,0,0,0
1829,176497.5804,392055.7876,0,0,0,0,0,0,0,0
1830,0,66769.07063,0,0,0,754805.4961,34432.83575,0,0,0
1831,0,0,0,0,0,0,0,0,0,15164.22464
1832,159247.2637,0,0,347117.0867,0,0,0,0,0,0
1833,0,0,0,0,0,17378.67505,0,0,0,124089.9616
1834,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0
1836,0,0,0,25120.9245,0,0,0,0,0,0
1837,0,0,0,0,0,0,0,0,0,0
1838,0,0,0,0,0,0,0,0,0,0
1839,0,0,18641.63042,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,198216.8233,0,0,0
1841,0,0,0,0,0,0,0,0,0,0
1842,84879.89349,0,0,0,0,444581.5921,0,0,0,0
1843,0,0,0,0,0,0,0,0,0,0
1844,0,0,0,0,0,0,0,0,0,525407.292
1845,26795.77593,0,0,0,0,0,0,0,0,0
1846,0,0,0,0,0,0,0,0,0,0
1847,0,0,0,0,0,0,0,2300.471594,0,0
1848,0,0,0,0,0,0,0,0,0,0
1849,0,0,277473.3021,0,0,0,0,351727.3144,0,0
1850,0,0,0,0,0,0,0,0,0,0
1851,0,0,0,0,0,0,0,0,0,22808.84518
1852,0,0,0,0,0,0,0,0,0,0
1853,0,93590.28203,0,0,0,0,0,0,0,0
1854,0,0,0,0,0,0,0,0,0,0
1855,0,0,0,0,0,0,0,0,0,0
1856,0,0,0,0,0,0,0,0,0,0
1857,0,0,0,0,0,0,0,0,0,621008.7546
1858,0,0,0,0,0,0,0,0,31935.30724,12926.64724
1859,0,111470.6382,0,0,0,0,0,0,0,0
1860,0,0,0,0,0,0,0,0,0,0
1861,0,0,0,0,0,0,0,0,0,0
1862,0,0,0,0,0,0,0,0,0,0
1863,0,0,0,0,0,0,0,0,576233.1447,0
1864,0,0,0,0,2000691.87,0,0,0,0,0
1865,0,0,0,0,0,59285.33611,0,0,0,0
1866,0,0,0,0,0,0,0,0,0,0
1867,0,15055.82097,0,0,0,0,0,173754.985,0,0
1868,0,0,0,0,0,0,0,0,0,0
1869,0,0,0,0,0,0,25683.67799,0,0,382825.2279
1870,0,13085.4038,0,86050.10418,0,0,0,0,0,0
1871,0,0,0,0,0,73964.35018,12057.30242,0,0,0
1872,0,0,0,0,0,0,0,0,0,0
1873,0,0,0,384804.593,0,0,0,0,0,0
1874,0,0,0,0,0,0,0,0,0,0
1875,0,0,0,0,0,0,0,0,527294.6333,0
1876,0,0,0,0,0,0,0,0,0,0
1877,0,0,0,0,0,0,0,0,0,0
1878,0,0,0,0,0,0,0,0,0,0
1879,0,0,0,0,0,0,0,0,0,0
1880,0,0,0,0,0,0,0,0,24216.35647,0
1881,0,0,0,0,0,202598.5251,0,0,0,0
1882,0,0,461769.1794,0,0,0,0,0,0,0
1883,0,0,0,0,0,0,0,0,0,0
1884,0,0,0,0,0,0,1094212.318,0,0,0
1885,0,0,0,0,0,0,0,0,0,0
1886,0,0,0,0,0,0,0,0,0,0
1887,0,0,0,0,0,0,0,0,0,0
1888,0,0,0,0,0,0,0,349821.2642,0,0
1889,0,0,0,0,0,227720.182,0,0,0,0
1890,0,0,0,0,0,0,0,0,64112.58674,0
1891,0,0,0,0,0,0,0,0,0,0
1892,0,0,0,0,0,0,0,985800.893,0,0
1893,0,19806.46,8710.317011,0,0,0,0,0,0,0
1894,0,0,50355.0065,0,0,0,0,0,0,0
1895,0,0,0,0,0,0,0,0,0,0
1896,0,0,0,0,0,0,0,0,0,0
1897,0,43620.23958,0,0,0,0,0,0,0,0
1898,0,0,0,0,0,0,31400.03563,0,0,0
1899,0,63366.18871,0,0,0,0,0,0,0,0
1900,0,0,0,0,0,0,0,0,0,0
1901,0,15825.81503,0,0,153165.2977,0,0,0,0,0
1902,0,0,0,0,0,0,0,0,0,0
1903,0,0,0,0,0,0,0,0,0,0
1904,0,0,0,0,0,0,0,0,0,0
1905,0,0,0,212246.9543,31746.91803,0,0,0,0,0
1906,0,0,0,0,0,0,0,0,0,0
1907,46474.30328,0,0,0,0,0,0,0,0,0
1908,0,0,0,0,0,0,0,0,0,0
1909,0,0,0,0,139437.0262,0,0,0,0,0
1910,0,0,0,293729.587,0,0,0,0,0,0
1911,0,0,0,0,0,0,0,0,0,0
1912,0,0,0,0,0,0,0,0,0,0
1913,0,0,0,0,0,0,0,0,288399.6499,0
1914,0,0,0,0,0,0,0,0,0,0
1915,0,0,0,0,0,0,0,0,0,0
1916,0,0,0,0,0,0,0,0,0,0
1917,0,0,0,0,0,0,77924.31073,0,0,0
1918,0,0,0,0,0,0,33239.1266,0,0,0
1919,64661.71797,0,0,0,0,0,0,0,0,0
1920,0,0,0,0,0,0,0,32265.36726,0,0
1921,0,0,0,0,0,0,38481.56699,0,0,0
1922,0,0,0,0,0,179927.9257,0,0,0,0
1923,0,397587.7005,0,0,0,0,0,0,0,0
1924,0,0,0,0,294213.6722,0,0,0,0,0
1925,0,306377.5062,0,0,0,0,328103.3791,0,0,0
1926,0,0,0,0,0,0,0,0,0,0
1927,0,0,0,100505.2055,0,0,1450746.21,0,0,0
1928,0,39125.19816,0,0,0,0,0,29008.2212,0,0
1929,0,0,48712.97442,0,0,0,0,0,0,0
1930,0,0,0,0,0,0,0,0,0,0
1931,0,0,0,0,0,0,0,0,0,121189.2127
1932,0,0,992525.7854,0,0,0,0,0,0,0
1933,0,0,0,0,0,0,0,0,0,0
1934,0,0,0,0,228228.6841,0,0,0,0,0
1935,0,0,0,0,56369.29843,0,64669.72202,0,0,0
1936,0,0,0,0,0,0,0,0,0,0
1937,1036414.454,0,134533.3036,0,0,0,0,0,0,0
1938,0,0,0,306349.0553,0,0,0,0,0,0
1939,0,0,0,0,0,0,0,0,0,0
1940,0,0,0,0,0,0,0,0,0,0
1941,0,51899.98133,17225.93323,0,0,0,0,0,0,0
1942,0,0,0,0,0,0,0,0,0,0
1943,0,0,0,0,0,0,0,0,0,0
1944,0,0,0,0,0,0,0,0,0,0
1945,0,0,0,0,0,0,0,70516.99701,0,0
1946,0,0,0,0,0,0,0,0,0,0
1947,21864.95415,0,46670.4652,0,0,0,0,17439.75236,0,0
1948,0,0,0,0,0,0,0,0,0,0
1949,0,0,0,0,0,0,0,0,0,0
1950,22755.71681,0,0,0,0,0,0,0,0,0
1951,0,0,0,0,0,0,0,0,0,0
1952,0,0,0,0,0,0,0,0,0,0
1953,195572.6524,0,0,0,0,0,0,0,0,0
1954,0,0,0,0,0,0,0,0,0,0
1955,37127.80838,0,0,25241.01171,0,0,0,0,0,0
1956,0,0,0,0,0,994892.7405,0,0,0,0
1957,0,0,0,0,0,0,0,0,0,0
1958,0,0,0,0,0,0,0,0,0,132574.1036
1959,43074.44178,0,0,0,0,0,0,0,0,0
1960,0,0,0,0,27667.1497,0,0,0,0,0
1961,0,0,0,0,0,0,0,0,0,0
1962,0,0,46300.21373,0,0,0,0,0,0,0
1963,321160.4181,0,0,0,0,0,0,0,0,0
1964,0,0,0,0,0,0,0,0,0,0
1965,0,0,0,0,0,0,0,0,0,0
1966,63279.70149,0,0,0,0,0,0,0,0,0
1967,0,0,0,26849.15718,0,0,0,0,0,0
1968,0,0,0,0,0,0,0,0,0,108984.1568
1969,0,0,0,0,0,0,0,0,0,0
1970,0,304825.0188,0,0,0,0,0,0,0,0
1971,0,56930.34463,0,0,0,0,0,0,0,0
1972,0,0,0,0,0,0,0,0,0,0
1973,0,0,0,0,0,0,0,0,0,0
1974,0,0,0,0,0,0,0,0,0,0
1975,0,0,0,0,0,242470.0852,0,0,0,0
1976,0,0,0,0,0,0,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0
1978,0,118998.067,0,0,0,0,0,0,0,0
1979,0,0,0,0,0,0,0,0,0,0
1980,0,25101.83852,0,0,0,0,0,282839.4681,0,0
1981,0,0,0,0,0,0,0,0,0,71134.67692
1982,0,44894.10554,0,0,0,0,0,0,0,0
1983,0,0,0,0,0,0,0,0,0,0
1984,967269.4996,0,0,0,0,0,0,0,0,263421.119
1985,0,0,0,0,0,0,0,0,0,0
1986,0,0,0,0,0,0,0,0,0,0
1987,0,0,0,0,0,0,0,0,0,0
1988,0,0,113265.4919,0,0,0,0,0,0,0
1989,0,0,0,0,0,0,0,0,0,0
1990,0,20685.86504,0,0,0,0,0,0,0,0
1991,0,0,0,111706.7197,0,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0
1994,100204.9807,15282.37832,0,0,0,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,34263.95212,0,0,0
1997,314620.1091,0,0,0,0,0,0,0,0,0
1998,0,0,40503.02936,0,0,0,0,0,0,0
1999,0,0,0,756959.3833,0,0,0,0,0,0
2000,0,61849.15117,0,0,0,0,0,0,36902.34455,0
2001,0,0,6400.688983,0,0,47274.05348,39471.10731,0,0,0
2002,0,0,0,0,0,0,0,0,0,0
2003,0,0,0,0,0,36474.35014,149962.9186,0,0,0
2004,0,0,0,71774.51978,0,0,0,0,0,0
2005,0,0,0,0,0,0,71633.11569,0,0,0
2006,0,0,0,0,0,0,0,0,0,0
2007,0,0,225441.2011,10854.7016,0,0,0,0,0,0
2008,0,0,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,382535.343,0
2010,0,0,0,0,67249.97209,0,0,0,0,0
2011,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,0,0,0,0,23067.95517,0,0
2013,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0
2015,0,0,4932.730587,0,0,51715.29777,0,0,0,0
2016,0,0,0,0,0,0,0,0,0,0
2017,0,0,0,0,0,0,0,0,40427.41611,0
2018,0,0,0,0,44457.94279,0,0,0,123056.1224,0
2019,0,0,0,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0,0,0,0
2021,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,58178.0525
2023,0,0,0,0,0,0,0,0,0,0
2024,0,0,0,0,0,0,0,0,0,0
2025,0,0,0,0,0,0,0,0,0,0
2026,560870.1361,88876.44242,0,0,0,68517.97103,0,0,0,0
2027,0,0,0,0,0,0,28308.36402,0,0,0
2028,0,0,0,0,0,0,0,0,0,0
2029,34689.06188,0,0,0,0,0,0,0,0,0
2030,0,0,0,0,0,0,0,53886.17833,0,0
2031,0,0,0,72668.04894,0,0,0,0,0,0
2032,0,0,0,0,0,0,0,0,0,0
2033,0,0,0,0,0,544662.9263,0,0,0,104221.5023
2034,0,72068.77695,96413.80637,0,0,0,0,0,0,0
2035,0,0,0,0,0,0,0,0,0,517190.6451
