,HiWindLossYr1,HiWindLossYr2,HiWindLossYr3,HiWindLossYr4,HiWindLossYr5,HiWindLossYr6,HiWindLossYr7,HiWindLossYr8,HiWindLossYr9,HiWindLossYr10
6051,0,0,0,0,0,69201.06904,0,0,850.0583082,66041.19963
6052,0,85019.20117,10406.93092,0,0,0,0,2444.78281,0,0
6053,0,10801.40994,0,0,342070.2641,8512.753339,0,0,12398.42226,0
6054,0,174.672859,0,14662.01014,25463.14416,0,76698.64843,37714.56067,48411.49505,0
6055,7076.700798,87381.62292,0,0,0,0,12436.99643,0,0,0
6056,0,0,0,0,16028.88031,0,24926.83832,0,354.7619067,0
6057,0,0,0,0,5759.974631,0,0,0,0,0
6058,0,61801.54381,15091.26398,0,7574.282331,0,10473.70745,49141.90485,0,246.2020143
6059,23674.91325,12054.91242,0,29118.66513,0,16480.69105,0,0,150225.932,0
6060,1130716.976,0,0,0,0,0,0,21111.53805,0,404.8094075
6061,0,0,0,0,718677.1518,15639.9373,0,0,0,55569.05803
6062,33439.7947,114982.8596,0,0,0,2005.863511,24251.80927,26618.086,0,0
6063,0,0,0,0,44730.34245,0,0,0,0,24825.66493
6064,2359.562666,47087.62232,554.2683481,0,0,0,0,18199.30683,0,4444.856937
6065,0,0,0,4822.479742,5748.953873,0,6102.927501,0,7279.197693,0
6066,0,0,0,19475.53349,1974.827521,414700.084,21809.93042,0,0,0
6067,0,0,0,0,0,26011.49495,0,0,63390.26348,0
6068,0,0,0,0,42031.11593,322.2338425,10000.2095,0,0,12582.94374
6069,0,0,0,66139.43071,0,1110.553375,0,596.9507446,0,0
6070,38984.73441,0,0,0,0,43190.87354,8204.488571,0,0,31184.82383
6071,0,0,8981.331121,0,0,1343.786818,0,0,89050.90455,114949.7749
6072,0,0,0,0,0,0,0,0,0,84514.91774
6073,0,0,0,174901.5061,89413.39542,0,3326.222364,0,42769.21048,0
6074,0,8754.048673,0,0,34820.06931,0,6267.557054,0,11768.11573,0
6075,14463.17109,0,0,0,0,0,71815.88549,0,0,6821.83113
6076,0,0,0,0,0,0,0,0,0,0
6077,0,6500.782879,0,0,0,0,71651.27914,0,0,0
6078,0,0,0,0,0,0,0,0,0,0
6079,1269.339533,0,0,0,30105.22815,0,0,0,19641.6161,16224.25437
6080,0,0,0,8044.281529,8737.641555,15278.84856,0,0,0,15980.11816
6081,0,0,0,12987.2017,0,0,0,1192.074367,0,0
6082,51080.34756,2374.730685,0,0,0,0,0,129079.2377,423.0706075,0
6083,0,0,0,0,90443.0672,0,18956.01187,0,0,0
6084,186275.5676,0,0,18098.3586,0,0,0,0,0,0
6085,46337.01353,43585.68976,0,0,0,0,0,1575.923399,0,30496.46092
6086,0,0,0,17691.1651,0,0,0,0,0,0
6087,0,0,0,0,2554.12459,0,0,0,0,0
6088,0,27857.27396,126.8418324,0,0,34088.22409,54846.86275,0,180926.9678,41917.54163
6089,0,21327.27482,0,0,48585.75623,0,0,0,0,3200.382515
6090,0,18831.25304,0,385.4144702,0,0,0,0,0,0
6091,0,0,5331.39453,56020.4077,40568.48594,0,0,0,0,0
6092,0,48274.92942,0,0,0,31651.66881,1114.924126,0,0,0
6093,0,0,138929.4841,0,0,0,0,0,25851.7505,0
6094,0,511.40761,0,3382.228625,2428.192251,0,0,0,0,0
6095,1414.339288,1060143.617,0,0,0,0,504539.7037,35513.60583,8294.012071,0
6096,0,0,85514.16677,0,0,0,63993.08136,0,0,0
6097,23867.90308,62033.86501,0,2407.905871,0,141.8167185,30869.66821,0,32042.8165,0
6098,0,0,0,18248.53106,0,0,0,0,0,0
6099,0,0,0,0,2262.377161,0,0,0,0,0
6100,0,0,0,0,82561.7591,0,14018.02583,0,6484.474131,0
6101,327863.4467,0,0,381.8179876,0,0,0,4100.372975,18760.02681,0
6102,0,25426.47709,0,0,0,0,0,0,3378.291645,0
6103,0,0,25399.31306,0,0,0,0,0,0,8050.291664
6104,0,0,26.35446349,0,0,24648.96533,0,6961.647371,0,0
6105,0,0,0,0,23008.88641,0,28121.88095,0,0,0
6106,0,0,0,2934.019892,0,52176.61858,210792.5264,23611.41773,0,0
6107,144534.1004,0,0,0,0,55697.06319,0,0,0,0
6108,0,0,1841.399593,802.2870569,0,0,0,0,0,1465.234861
6109,1106.534055,13756.50678,0,530.500689,0,0,0,0,309741.7288,0
6110,0,29493.48674,0,0,0,0,0.182686944,0,0,0
6111,0,29008.63283,0,57047.92259,0,217384.414,40414.42923,0,0,0
6112,0,0,0,0,0,0,0,65695.87041,80614.03196,35.17126756
6113,0,19263.93445,0,0,81605.57779,0,0,0,43486.76042,10321.91358
6114,0,0,1.012795154,0,54737.16437,1554093.688,113121.7946,235.4809765,0,0
6115,0,0,2107.510966,510.2550346,0,0,0,95797.63245,0,0
6116,0,0,0,0,0,0,0,3936.486016,0,0
6117,0,0,0,0,1478.562213,0,12581.37896,0,26363.93699,0
6118,0,18.69751965,0,13196.43985,49495.16269,14604.34157,0,0,0,0
6119,0,0,0,0,0,0,14030.77642,0,0,5668.598873
6120,1610.618765,0,80138.31262,2060.41593,0,44.29253562,0,15932.88305,0,9070.590128
6121,0,7514.048369,3869.210162,553930.293,0,5653.157872,0,0,14549.36897,0
6122,58300.69359,0,141542.1652,57978.30355,0,0,0,0,0,0
6123,0,0,75027.44895,90872.36261,0,0,0,0,0,0
6124,0,25318.51383,0,15515.58871,0,0,0,0,2516.650157,98656.26943
6125,0,0,0,0,0,41128.00526,0,0,0,0
6126,0,432.2466788,78778.77519,0,0,0,11028.87938,0,33142.81538,15973.28535
6127,0,0,6146.400544,0,0,0,18.12679099,22319.82603,11803.55935,0
6128,0,0,0,0,1688.434088,0,0,0,0,0
6129,0,0,0,0,0,46581.10859,0,0,0,80165.68351
6130,3294.43666,0,0,0,0,0,138648.0245,0,53623.16701,0
6131,0,0,0,4642.948272,0,0,1877.244943,0,0,0
6132,1364.663595,438865.3178,0,0,0,0,914.3809819,0,0,0
6133,0,0,2728.295291,0,56399.88155,0,0,0,0,8632.707753
6134,667.7481001,0,40636.50257,1972.815834,216.0811871,0,14937.05576,0,0,0
6135,0,0,0,0,15000.25383,0,12658.37911,0,0,0
6136,0,0,0,0,2657.221764,0,17748.73122,0,0,33933.16784
6137,0,0,0,20321.05668,0,0,0,0,0,0
6138,0,37076.79939,6286.86635,0,2704287.01,89872.77698,187513.9539,41304.35402,0,63685.21042
6139,0,0,4777.295411,0,0,0,2630.625909,0,0,0
6140,0,0,0,0,3554.66086,0,0,438.6719328,9309.343501,0
6141,0,8953.804697,0,0,0,0,59458.1618,0,0,3486.182704
6142,0,0,0,0,0,0,0,0,0,38822.42941
6143,0,0,2124.91531,0,61544.42787,0,33832.20049,106086.1492,0,0
6144,0,0,0,0,0,11879.6664,0,0,0,0
6145,0,502517.3684,1812.368956,0,800815.0577,12616.65537,5940.748166,0,4144.563816,329688.0429
6146,0,0,0,0,0,0,0,0,4097.17869,0
6147,0,0,0,0,0,154.9561692,1678.647323,0,0,0
6148,0,0,47156.3019,12375.15586,0,0,0,0,43148.90499,0
6149,0,10197.16864,0,0,0,0,0,3839.661198,0,0
6150,0,60051.40964,0,0,0,0,0,5719.437508,500840.4055,0
6151,0,0,0,0,548011.0009,294689.2329,1854.074828,0,0,19846.16099
6152,4382.281513,0,0,0,0,0,0,0,0,0
6153,23230.57734,9078.000742,0,2712.451497,36153.53695,0,0,0,0,0
6154,0,370.438004,2287.038043,0,0,0,0,0,0,0
6155,0,192886.3937,0,7875.477596,0,18598.81861,263821.5661,0,0,0
6156,0,0,0,303459.0905,0,2045.580582,2003.898153,0,0,0
6157,0,0,95.96177651,0,1582.550107,0,37883.62813,0,0,3125.230189
6158,3615.715198,0,0,371.4938865,1.194088479,0,790087.2941,107515.6884,0,0
6159,0,0,7381.911639,0,8555.586075,2315.089435,0,0,0,0
6160,0,0,0,895.0077878,0,559.3269727,25710.97543,9209.762261,0,0
6161,13319.87435,0,0,0,102752.0302,0,0,0,0,11025.55243
6162,0,0,0,1382.166428,0,0,0,0,0,0
6163,0,18525.09763,0,10930.86304,0,0,24557.70432,24974.71648,0,0
6164,1239.47249,0,0,20159.59088,1062.872926,0,1186.804085,0,0,0
6165,0,0,0,0,26442.46964,2200.064139,0,9434.547815,0,0
6166,301435.7388,0,0,0,64397.12351,0,38491.1405,0,0,20035.25811
6167,0,191.6047567,0,0,0,0,0,0,0,67594.53795
6168,0,0,102373.1808,0,0,0,0,0,0,0
6169,0,0,0,0,0,0,0,0,310062.9585,0
6170,0,12074.81562,0,18860.85766,140971.0905,0,0,1377.422576,0,0
6171,0,0,599666.1929,0,0,14976.18566,596.3868914,0,0,0
6172,0,0,0,75142.13042,3331.875339,113369.447,0,0,0,0
6173,0,0,13184.61658,0,0,12209.67495,31129.29417,0,25928.47457,0
6174,0,0,0,0,0,0,0,0,0,46008.62452
6175,0,444.9821757,0,0,0,0,0,69211.81581,57.84750889,0
6176,0,0,0,5632.536811,0,6802.393421,0,0,44943.0409,0
6177,17263.82463,0,3197.406946,0,0,0,397082.0148,0,0,0
6178,0,0,0,40740.57692,7485.755749,0,0,0,0,18700.48443
6179,4677.482099,96659.59528,0,0,0,0,10191.71245,0,0,0
6180,0,0,0,0,209079.2626,0,0,0,0,56400.10697
6181,5068.342626,26454.17831,950.1271027,0,0,0,0,2268.944177,5229.190109,16600.29851
6182,6390.948428,0,0,673.7587335,63043.4001,0,434087.2997,0,0,2628.307359
6183,0,911.9459459,0,0,0,9344.005743,0,56858.24626,0,0
6184,0,8935.952316,0,0,0,185058.7126,3499.549381,0,0,916.6805357
6185,0,0,8261.274899,20.22880521,0,0,8001.519177,0,0,0
6186,0,1162.107554,0,0,14335.50769,0,45059.2802,0,0,0
6187,0,0,0,0,0,8177.107314,2689.756587,0,88375.71392,0
6188,0,0,190798.354,3376.869942,0,0,36474.50477,975.0680281,6418.261442,1371.060635
6189,25031.27733,0,0,87456.20167,0,0,0,0,546394.9395,15761.67574
6190,0,0,0,862.7277134,0,0,3894.360205,0,0,0
6191,0,0,0,2104.302961,0,12908.14136,0,0,52570.13905,0
6192,0,69849.17768,1783.445282,1410.319219,0,0,0,31218.93965,762.871981,60149.84995
6193,0,0,4949.910442,2572.350375,0,6600.643345,0,0,0,0
6194,0,0,18790.77993,0,0,0,0,0,0,0
6195,0,0,0,0,37017.09754,0,0,0,0,0
6196,0,0,0,0,0,31766.78956,4623.172136,0,36799.25043,0
6197,0,0,0,19518.53587,5055.460503,0,7342.106545,0,0,13915.51591
6198,0,17314.86517,0,230691.0688,56826.36669,18830.97191,0,0,0,0
6199,0,70722.5589,12974225.28,8368.089506,0,0,0,0,0,0
6200,238381.6297,0,0,137921.9119,9106.972874,66412.71254,751.7409547,0,0,13954.28808
6201,13496.48561,50895.66657,0,0,7938.814415,0,0,0,16778.48046,0
6202,53509.44613,147951.3115,0,0,0,0,0,0,0,0
6203,0,16200.42153,0,0,49.29118213,568.8675134,0,0,0,16793.0732
6204,0,0,0,0,0,0,0,90494.7478,0,0
6205,0,0,0,0,0,0,0,6241.626171,0,0
6206,4046.402085,0,0,0,0,0,0,4897.249314,0,0
6207,0,31081.46825,62729.4041,0,0,0,0,42.11919756,2760.326901,6522.632488
6208,0,45608.78855,0,103117.6304,0,56335.10081,8796.522896,0,0,0
6209,0,0,825.6165,0,0,0,0,951440.4832,0,0
6210,226697.1413,0,0,0,0,0,0,15314.77252,0,0
6211,0,0,0,0,53835.57616,0,4387.266505,266.8498692,0,0
6212,5068.042618,0,0,0,0,0,0,0,0,28261.10347
6213,98687.40656,5113.367929,0,91000.75251,0,46946.36252,0,0,0,0
6214,0,0,0,6558.411005,25697.30844,0,1502.557612,0,0,0
6215,0,0,0,0,0,0,0,0,83324.71089,0
6216,0,27474.87058,0,0,40177.0954,0,0,65368.44049,0,0
6217,0,62963.81163,0,4599.541625,0,0,0,0,0,0
6218,0,0,0,0,1734.942395,0,0,0,0,0
6219,0,0,0,0,0,82350.66556,0,0,0,993.2606359
6220,0,59538.20313,0,24253.71857,0,83689.05885,0,0,16909.21126,0
6221,29757.15074,0,0,0,0,0,0,0,0,0
6222,0,1519.517281,0,0,19357.24857,0,164343.3313,0,0,0
6223,0,31553.46965,6133.998737,0,267265.2566,0,0,25766.14683,0,88663.24624
6224,27003.54369,0,2884.821196,921.6089235,23819.0448,0,0,0,0,0
6225,0,0,0,0,0,2999.412922,0,0,0,0
6226,0,0,0,0,0,0,0,0,0,79021.96122
6227,49859.07871,0,16189.35178,4495.318572,0,0,0,4116.951832,0,0
6228,0,21984.78762,0,9457.471791,43930.40465,0,2612.072661,0,0,0
6229,7038.7107,0,34010.92171,0,656970.6147,0,0,0,11976.68944,0
6230,0,0,0,0,40642.52843,0,177.163767,300.2293684,0,0
6231,0,0,4264.089018,0,5148.221449,0,0,28349.36697,0,0
6232,27162.03132,0,0,0,0,6171.722603,0,0,0,0
6233,1643.535341,0,0,860724.8339,179301.8717,19815.8694,0,0,0,0
6234,0,0,0,0,74145.65878,0,23285.41554,0,0,48241.89037
6235,0,0,0,0,0,0,119511.0881,0,0,0
6236,0,0,0,0,0,0,9601.367349,7075.402647,0,0
6237,74063.20564,1774.460044,0,1293.714099,0,2425.080041,0,0,0,27865.55788
6238,0,0,20009.59777,0,0,0,7752.352796,0,0,0
6239,0,0,15326.94941,0,140508.9786,5990.88443,0,997.6074429,53304.04975,3185.939761
6240,0,0,0,320.7755112,0,135605.3089,0,690.2347153,0,0
6241,0,122251.2859,16497.96763,13529.598,0,0,0,0,0,0
6242,1922.37821,0,0,0,0,0,0,0,0,26941.51102
6243,0,0,0,0,0,2723.043946,9765.888734,0,0,0
6244,0,2880.615059,1124437.26,0,0,0,0,0,0,4001.142475
6245,0,6491.342659,0,1051.327865,0,0,15583.80176,0,0,0
6246,0,0,0,0,0,0,58757.20272,232316.5445,0,50252.12866
6247,7854.107625,0,0,0,0,0,0,169327.4068,0,0
6248,62094.79724,778365.3017,0,0,696406.305,0,0,0,0,15516.90871
6249,0,0,105.8279141,0,0,0,67709.31429,0,0,0
6250,16868.84462,65.35831356,45046.77816,314002.0613,0,0,0,31682.9584,0,246423.9366
6251,0,0,0,26936.25793,0,0,29164.39719,118938.3697,0,0
6252,0,3404.760363,0,0,0,0,4957.859324,337.8177969,239.4444621,0
6253,0,0,0,0,0,0,0,1393.911954,0,5162.543882
6254,89760.69676,881.6368635,14850.25974,474.4546639,0,0,0,1000.232342,0,0
6255,0,0,0,33580.70686,0,0,0,94160.50029,92780.33523,0
6256,19700.40095,0,0,1666289.871,0,933.2872193,0,0,0,381957.5868
6257,0,0,0,133825.2606,6533.513086,0,0,49633.37556,0,14301.6686
6258,0,0,0,0,0,0,0,18339.38293,46565.29868,0
6259,0,0,0,0,0,154614.2476,0,0,0,186.6988205
6260,0,0,155852.7096,57574.04008,4274.507028,0,0,0,0,10754.14273
6261,26142.08783,0,0,0,0,0,0,0,0,0
6262,0,707415.5677,0,0,0,0,0,0,0,0
6263,0,15216.25526,0,18468.23872,15791.71164,0,0,0,0,0
6264,0,56539.51125,212070.3668,0,0,0,0,0,0,0
6265,0,29009.05993,0,0,0,0,0,0,0,0
6266,0,0,0,8945.685169,0,0,14787.63553,0,6018.931927,0
6267,0,28409.09674,0,0,11534.67554,0,0,0,5167.991127,105032.4126
6268,46922.13286,0,0,0,2785.861779,93852.95442,92495.95643,1960754.897,68328.39327,29412.10519
6269,859.2399155,0,0,0,9050.699678,0,0,52152.14024,0,100682.9916
6270,0,0,25282.15685,0,2236.647581,167808.5307,123004.29,0,1321.902785,0
6271,19738.47832,0,0,0,0,0,0,6526.653786,0,0
6272,0,0,0,0,120268.3085,0,7918.498756,0,0,1174.966762
6273,0,0,27099.05929,0,0,338.1358971,0,0,0,0
6274,0,0,0,0,0,0,415.1784409,28899.63146,9065.877826,0
6275,0,0,19.58037214,17454.69996,0,0,0,0,14505.52672,8703.426288
6276,0,0,0,0,14631.47026,172374.9121,812314.3003,15725.23607,3065.739062,8753.919881
6277,0,326709.2022,0,0,2212834.654,0,72675.90955,134248.3584,3650.841644,0
6278,2650.77199,0,8337.36478,0,27523.53645,0,0,0,0,0
6279,76707.07212,0,0,0,0,26816.31477,0,0,0,155937.1211
6280,0,0,0,0,0,0,0,0,5392.127648,0
6281,0,0,0,47339.36899,0,0,0,3089.028474,0,0
6282,0,0,444.1070528,163693.581,0,0,0,0,0,0
6283,0,5987.048544,0,0,0,0,0,129831.8292,73073.55639,0
6284,38481.49695,0,4720.82842,0,0,0,0,360.5948878,0,593008.1123
6285,0,4498.739366,0,0,0,0,1981.447436,37789.38041,0,0
6286,0,13240.71589,14715.74106,0,37296.17153,0,0,0,0,0
6287,0,0,971.1527487,2745.50913,51612.67507,0,0,2943.780458,0,0
6288,0,41462.54578,9530.818098,0,19517.01405,17703.87642,0,0,0,0
6289,0,0,0,0,0,0,158116.5793,0,0,106824.2785
6290,0,0,0,0,3560.827388,0,0,0,8958.543332,0
6291,77697.03893,0,8125.828803,18418.53024,0,0,0,0,0,0
6292,0,1843.583677,0,0,28.09294538,0,0,7261.695683,67435.03688,0
6293,0,0,0,0,0,128622.4357,0,793345.5214,0,490941.8657
6294,0,0,0,0,0,0,19529.68189,12009.32151,0,46112.40658
6295,0,0,0,9602.257083,18486.26389,0,0,1596.452391,0,0
6296,0,0,0,0,0,970105.2853,0,0,0,37367.77234
6297,8126.02778,214346.9257,0,0,0,38203.35566,0,0,160476.226,88755.27178
6298,0,0,0,0,0,0,0,0,9308.359978,19.35445291
6299,13927.31473,4542.30781,52165.10702,1154.228218,0,0,0,35655.32964,56995.79251,0
6300,100361.8455,395.5034647,32215.06975,0,0,108.375206,0,0,0,0
6301,0,0,0,0,0,17645.18756,0,0,89310.36117,12867.28874
6302,0,0,0,0,0,74190.518,0,443.0820326,0,0
6303,0,0,0,54621.02319,0,0,7766.62362,0,0,54332.49071
6304,0,0,0,0,0,0,0,2757.906539,606.9705251,36997.95216
6305,7832.447691,50557.82369,0,754.7024648,0,0,0,2299.916121,1970719.763,0
6306,3926.295967,0,0,0,0,0,13002.10378,0,0,0
6307,0,0,8929.413931,0,0,0,38491.15377,60207.84926,0,37136.48366
6308,0,0,0,38209.38145,0,1320.773576,0,0,0,0
6309,0,32228.8689,819735.8264,0,0,0,0,0,0,0
6310,0,0,54652.63394,0,0,1212.948692,8518.599784,0,4233.956163,0
6311,0,26166.38882,49692.19995,0,0,0,88362.64057,1684.969271,0,0
6312,18910.02965,0,0,0,2368.789286,0,9129.830977,0,0,0
6313,0,60874.13568,7895.786855,0,69314.66471,0,0,0,0,0
6314,0,0,0,17775.8657,0,0,0,12153.19398,11299.41466,4409.3582
6315,0,156816.2958,0,0,0,0,0,7068.082574,0,0
6316,0,0,0,0,0,10601.99413,63.82283298,0,4267.448941,0
6317,0,4303.974384,17175.8847,0,10941.71961,2021.852376,29150.69556,0,0,0
6318,0,283.0634313,13167.93404,0,0,0,81051.88728,882.6369532,0,12635.87017
6319,237197.5996,0,0,17590.11291,0,0,0,349.9601776,0,0
6320,0,44903.452,0,0,0,0,0,0,35103.3606,0
6321,143709.4752,0,22743.62068,0,0,0,0,0,0,0
6322,0,1184361.282,10426.81034,5704.512265,0,0,0,0,0,0
6323,0,0,0,0,12469.72777,0,0,0,0,115590.2758
6324,0,308.7846825,0,4667.284768,0,0,2832.315953,0,6309.984712,0
6325,47659.99204,0,0,7909.194223,105005.8263,4862.829901,0,0,0,44.7854693
6326,0,131656.1552,0,0,0,0,0,21103.05369,0,6042.580015
6327,0,18111.86592,0,68594.31177,3875.266364,0,0,0,307559.1456,363020.8393
6328,0,8273.687862,0,705.4774955,48651.54855,87652.86442,0,0,76922.81196,0
6329,0,0,0,0,10924.80408,0,0,0,63601.08553,0
6330,11526.92662,3279.25796,0,29.57476057,4878.90596,0,0,1045.579351,0,0
6331,0,0,0,15928.74451,2007.57695,0,0,0,0,0
6332,0,0,30598.98955,0,0,30492.99228,4417.933581,15682.88284,0,0
6333,0,287349.5927,0,63719.78919,0,0,0,114851.0715,644.4192789,90196.76504
6334,0,97448.98439,0,0,0,180499.6902,16572.37876,0,0,0
6335,0,0,0,0,0,3230.477557,2172.56449,0,0,65548.91244
6336,0,0,0,0,11994.29147,272245.6103,949968.2557,0,307.2604243,0
6337,25153.32664,0,0,0,0,0,1545.644849,11124.74535,0,9683.855427
6338,0,0,0,0,469.5652128,0,14911.66968,0,0,0
6339,0,11971.6009,0,0,0,94906.91511,0,0,0,0
6340,13520.93984,92661.48583,0,0,0,0,0,50726.56634,13108.67113,0
6341,1706.786789,0,814.3662266,102535.2555,0,0,0,6813.853401,0,53787.58908
6342,28433.33596,0,4.37209004,390.7076208,0,0,21714.86904,8678.46103,0,0
6343,0,0,13355.37771,0,0,0,0,4485.555773,0,5092.868798
6344,103757.4561,511.5352993,0,0,0,0,0,0,0,7146.455545
6345,0,0,0,27348.51914,20788.86764,0,0,0,0,1347.250464
6346,0,462062.1306,79977.49359,0,0,0,16778.90898,0,2652.170845,0
6347,0,0,0,0,0,633.0764436,765.6752775,0,9896.573842,3620.974248
6348,9952.63564,240000.7111,1261.468536,0,0,0,244678.83,0,23454.57243,0
6349,0,0,0,0,5357.416528,0,0,22614.71714,294130.5772,57826.35873
6350,118.8255279,0,0,0,79898.3709,27024.07636,0,0,0,0
6351,84910.59985,0,0,0,0,0,0,0,0,0
6352,0,0,0,0,0,0,0,0,0,0
6353,29505.0871,0,241067.5604,50185.64964,0,2235.310986,0,3876.318388,34759.32672,0
6354,0,0,10422.50208,0,0,0,0,0,0,0
6355,17039.01358,0,0,49927.92719,0,203343.3136,7331.741746,4282.490541,0,0
6356,637561.7249,0,0,34970.80303,0,0,0,0,0,0
6357,0,0,0,0,26175.38787,0,0,0,0,120083.16
6358,0,0,0,0,5449.979476,2177.941998,0,11595.23144,0,23132.27141
6359,0,0,3305.104934,6449.451469,0,0,24026.47315,26322.4923,0,0
6360,0,254530.0909,0,0,20958.28283,0,0,0,0,23671.5255
6361,0,0,0,0,1855.81087,111743.59,0,0,0,0
6362,0,0,13520.29824,0,0,11166.33864,0,0,0,46824.30259
6363,8039.921426,0,0,0,31984.01755,0,24582.17837,44.88864771,8951.753938,697.3821621
6364,0,3385.649572,0,0,0,17785.72167,0,28047.25746,0,0
6365,0,0,0,0,0,0,0,4128.135476,0,0
6366,0,0,0,37130.98975,0,33.75594736,0,0,0,0
6367,0,12904.92449,528758.0025,0,28797.46563,35465.24793,7938.830028,80945.73485,0,0
6368,10938.57031,84205.79854,5643.843285,0,0,4854.363461,10342.33409,0,22722.03722,703.5683683
6369,0,80489.30234,0,0,19216.14108,0,73452.75333,0,0,0
6370,2503.110634,0,0,0,0,0,0,0,4379.537669,11275.64054
6371,2252.085816,0,0,0,1295.673865,0,78581.36548,0,23732.33536,7538.237906
6372,7030.648396,0,0,6052.413767,7458.893091,7168.791723,0,0,0,189884.0322
6373,0,0,0,0,0,53523.27537,0,0,0,0
6374,8831.622999,0,0,0,0,0,2845.265899,0,0,0
6375,0,0,0,0,0,12007.69738,5079.447774,60186.91913,0,0
6376,0,0,25833.18608,287701.8862,0,0,9110.205113,0,0,0
6377,0,0,21306.08147,393144.7252,0,1888.878225,0,0,0,0
6378,4805.184004,0,0,0,0,0,40929.46638,0,659371.6585,0
6379,0,0,0,40732.64822,0,7792.298205,0,0,0,0
6380,0,0,0,17858.27784,3488.947958,0,0,0,5517.48233,0
6381,0,0,6732.672569,0,8525.890058,60438.82406,0,0,0,0
6382,0,1794.526532,0,0,33101.94197,29118.51264,0,20479.79842,0,0
6383,88138.6883,100404.5076,0,13783.11762,0,4717.15472,0,0,0,0
6384,4868.900286,0,0,0,10398.05518,52268.037,3539.69444,0,6824.269294,291.1510916
6385,6361.695709,13988.52931,0,0,53747.13904,0,16889.85342,0,1126133.819,266739.2939
6386,0,3772.856226,0,0,28676.05371,0,0,0,0,0
6387,0,0,0,0,0,0,4093.499096,0,11.3234634,0
6388,0,0,18758.10086,0,0,0,0,0,0,0
6389,0,269704.7886,0,0,0,0,0,120446.4803,0,0
6390,0,35144.13468,0,0,28554.37592,0,33039.32989,1025.236825,65.13583295,0
6391,0,0,81821.40444,0,0,0,0,62238.969,0,0
6392,0,821.575761,0,94277.2434,0,147054.3012,215234.6681,0,13159.2762,0
6393,0,39750.92057,0,0,0,362589.0091,203425.473,0,0,0
6394,0,0,0,0,0,0,0,3029.067438,20761.93743,0
6395,0,0,52072.71657,0,0,0,0,0,0,0
6396,0,0,0,270.1162322,57748.97846,0,0,9250.070147,3019.908309,0
6397,0,1841172.04,0,84950.39268,0,0,0,0,0,0
6398,0,0,0,13169.73833,0,2365.637265,0,0,0,0
6399,12041.55766,0,6513.607406,0,0,0,0,0,4043.360575,1122.231444
6400,3315.448514,0,0,0,0,0,0,17664.43184,0,82.18478542
6401,165166.2526,0,90240.54777,0,188.3019654,0,65152.41992,0,0,0
6402,0,72173.69221,0,0,0,0,0,0,0,0
6403,0,1815.388059,0,335281.8352,0,0,93324.96874,0,6234.051951,0
6404,227.5209913,23613.46152,97570.11766,0,0,0,0,0,0,17198.31347
6405,0,0,0,0,0,0,0,0,18630.0309,0
6406,7593.814931,10608.95962,0,22430.37023,0,1006345.015,0,0,0,0
6407,0,0,0,0,0,0,69767.35827,0,0,0
6408,0,0,28362.7494,186.8597103,0,0,0,968.0229434,23359.80414,0
6409,105009.4513,0,0,0,32217.47075,0,0,2972.253985,0,0
6410,0,0,160013.4857,46945.30121,0,0,0,0,0,0
6411,0,0,0,13859.79502,0,0,0,0,0,0
6412,2355.958361,0,2887.004174,52423.63179,0,21293.85879,0,0,7.5452434,0
6413,944719.016,8212.8734,91536.33761,0,22475.47418,0,0,0,0,0
6414,0,0,0,0,1507.436957,0,0,62348.21092,0,0
6415,0,0,0,2108.398441,700469.3442,0,348341.7244,0,0,0
6416,35568.59973,0,0,0,0,21832.02624,7728.526174,0,0,0
6417,0,0,0,433926.947,0,68858.08863,5224.464049,0,0,17707.65187
6418,0,0,0,0,0,0,0,0,139330.4492,76027.21653
6419,0,0,10514.1525,0,77626.76272,336.2330769,14668.89368,1514573.696,365221.1815,0
6420,26221.16401,0,0,1631.769012,0,7533.727052,0,13226.41192,0,0
6421,0,0,777.9000541,0,0,0,0,42923.14927,0,0
6422,3656142.72,0,0,1569.498582,0,0,0,5595.467407,0,194939.8585
6423,0,420.5661858,0,0,0,0,0,98104.358,0,0
6424,0,0,36435.51905,0,10371.38008,0,27119.4258,0,0,0
6425,0,0,0,0,0,0,1.008302965,0,0,0
6426,36552.48796,0,0,0,0,0,0,0,0,0
6427,0,0,394414.3082,0,0,0,0,17905.25915,73972.69582,0
6428,0,0,0,0,0,0,0,0,0,1304.933693
6429,5996.045277,1896743.231,0,0,0,2484.30195,16536.8215,16056.20345,0,0
6430,0,0,0,11611.31192,754805.2262,0,15542.90986,51155.0859,0,0
6431,0,0,0,0,0,0,0,0,0,0
6432,0,88585.38795,0,0,0,11339.83359,0,0,27866.35281,0
6433,0,0,191.2400703,0,633835.3067,0,0,0,576380.2362,0
6434,0,0,0,53186.39507,0,0,216397.2715,338528.6517,22921.92187,0
6435,0,82329.69708,105981.049,0,0,0,0,26704.00999,0,0
6436,0,163139.7414,0,0,0,0,0,0,0,0
6437,0,0,0,0,0,15.69264039,0,0,0,0
6438,80908.79826,0,0,0,0,0,0,0,126490.6989,0
6439,4265.953772,0,0,0,3516.707464,0,0,0,88063.42876,0
6440,0,0,49647.74203,0,22640.55818,0,0,5890.572453,158635.0186,0
6441,0,0,0,0,0,7094.010419,15.56494383,0,0,52521.84499
6442,0,0,3450.285298,0,4262.219743,17262.86117,0,0,3156.77501,0
6443,0,0,0,0,0,10283.75106,12991.52583,6823.597065,0,0
