,HiWindLossYr1,HiWindLossYr2,HiWindLossYr3,HiWindLossYr4,HiWindLossYr5,HiWindLossYr6,HiWindLossYr7,HiWindLossYr8,HiWindLossYr9,HiWindLossYr10
1451,0,0,50273.85715,0,473811.6318,1055.795037,44301.44732,0,0,1120843.591
1452,0,0,19581.54846,15623.07168,0,0,0,0,0,0
1453,0,0,20265.58746,0,0,843.2412091,7610685.323,0,0,0
1454,0,0,0,3584.2205,0,0,0,0,1858.370522,0
1455,0,0,0,0,0,58358.53697,418348.8924,13491.00456,0,0
1456,0,0,39404.94465,0,0,0,0,0,168516.97,0
1457,283568.1334,0,0,0,0,0,0,0,0,6322.984731
1458,3138.46066,41408.05309,0,11269.19527,0,716.7149074,0,4733861.876,0,0
1459,162341.834,34565.746,0,40164.97248,32355.98069,851416.9829,0,0,75815.03465,0
1460,0,463956.8975,247070.0496,0,0,0,13905.81507,84228.59197,0,634.33224
1461,0,22382.61093,0,66295.42179,0,679236.4994,0,0,0,0
1462,0,13.21242172,0,0,6470.307597,0,24385.66341,7383.226692,0,108036.3757
1463,0,599.051691,801.5236645,0.986369133,0,6337.67775,36.36569392,0,0,0
1464,0,0,0,603939.3264,0,14394.17237,0,0,0,0
1465,0,588549.2311,0,0,3593.087049,11279.70876,0,65.27865542,0,0
1466,0,5032.280498,0,0,0,0,0,0,40520.62846,0
1467,0,0,0,0,0,0,0,0,24669.59668,283218.6213
1468,0,0,0,42.3703972,0,0,0,0,22023.27649,0
1469,0,0,0,0,0,0,0,0,0,1097.432944
1470,27157.5647,0,0,0,0,0,0,0,29176.26471,0
1471,0,26776.37403,173645.6427,0,29365.03055,0,288.2977355,0,25233.3899,0
1472,36708.23085,107713.1051,0,0,0,0,0,0,0,0
1473,0,0,0,4781.178609,0,0,0,81293.8692,0,166.1390621
1474,0,0,0,0,48736.74615,0,1114555.398,0,0,6916.435622
1475,0,7946.873752,4912.897024,0,0,0,319.1377815,607.8081295,1797.09191,0
1476,0,0,0,0,0,0,0,0,0,0
1477,37022.89116,0,0,0,0,82893.65081,0,20697.09515,0,0
1478,0,0,33490.50582,0,0,0,0,0,0,0
1479,2599.427842,28330.14436,0,0,9738.994144,0,0,0,0,0
1480,0,0,44.60531302,0,21418.06056,0,0,0,5718.520202,2223.468369
1481,333157.4156,0,42781.09685,415384.1625,450.5225422,186975.6388,0,0,0,0
1482,219.8406348,0,280526.0538,1879.925991,0,0,356.7989856,0,0,0
1483,0,0,0,0,91932.63985,0,215150.4288,0,0,0
1484,0,19308.49474,0,0,0,0,8621.315277,0,0,0
1485,0,0,0,107986.669,83521.26058,55304.01911,0,0,0,0
1486,0,0,0,0,47874.00087,30514.65176,57.87333108,0,0,0
1487,0,0,0,0,0,0,10984.78971,0,6588.649268,0
1488,0,0,2269.218903,78683.60786,0,0,2676274.558,0,43562.90404,3212.383958
1489,0,0,0,0,0,0,0,21832.31384,0,0
1490,25676.59043,0,212202.2319,0,0,0,0,0,0,1591.910052
1491,0,0,0,0,16980.37529,102669.5979,0,0,0,0
1492,0,6441.212174,0,0,0,0,0,0,2875.606836,221.6081075
1493,0,41188.41047,3320.935761,0,0,0,123809.7412,0,0,0
1494,0,0,621.0075908,0,4373.128197,31.52122784,0,0,0,0
1495,0,0,48759.58749,0,0,0,0,5272.358023,0,0
1496,7348.329838,10420.20582,23541.66504,34523.89518,0,0,0,0,0,0
1497,4884.575551,0,0,0,2804.58098,0,0,252014.8053,0,0
1498,0,0,28825.69793,10959.88202,0,0,33720.49105,0,0,62633.30106
1499,0,0,5628.887942,0,30795.21131,0,0,0,0,0
1500,88877.0255,0,0,0,0,0,0,0,29151.30095,0
1501,0,0,35580.01325,0,25358.01477,0,0,48646.65636,0,0
1502,0,0,794.6283398,0,0,0,37503.53806,0,286.8452449,0
1503,114357.3862,0,0,0,0,0,0,198102.2158,0,0
1504,37821.04201,0,25766.79716,109188.4565,80282.01382,0,0,48848.14333,0,0
1505,153697.5745,0,20983.1356,0,0,0,0,0,0,0
1506,0,0,0,0,0,0,0,184254.7721,49733.23981,6823.477798
1507,0,0,0,0,68080.72189,0,24437.94067,0,0,3414.161417
1508,0,0,0,12261.62888,0,0,0,0,0,2289.99653
1509,0,7140.995536,0,0,575994.0798,1096.848351,0,0,0,2792.777828
1510,0,168893.9212,0,0,0,0,0,92831.0226,0,0
1511,0,19115.67116,395.3855115,0,0,54961.99264,59.4970161,31716.80989,1032.269701,22317.9958
1512,0,0,15173.64088,0,0,0,0,0,0,5003.050673
1513,340.2473318,0,0,0,0,0,0,0,0,11395.44115
1514,0,0,0,18243.80581,0,0,0,1488.501255,224.4292839,0
1515,0,0,0,0,0,0,19209.71875,0,0,9715.361485
1516,0,42964.55893,0,0,33010.3481,37469.96839,76299.35209,0,0,0
1517,0,29418.77304,0,0,0,9190.2687,0,72605.4175,0,0
1518,0,0,0,0,0,31974.36445,0,0,69288.18809,0
1519,0,0,0,0,0,0,0,0,0,0
1520,7530.57039,0,0,19839.4448,0,161129.5169,0,0,0,0
1521,0,0,0,101985.2941,0,0,273.604684,0,26977.29424,0
1522,0,1689.232807,0,17617.58744,2842.136286,0,0,0,0,0
1523,0,0,0,0,0,0,137835.6466,0,0,0
1524,35628.26442,0,0,47812.47951,0,21835.47047,14526.06273,0,0,0
1525,0,0,0,3433.949969,0,7891.539313,66498.43862,0,21256.00102,0
1526,2758.472492,0,60845.75895,0,0,0,0,84587.50816,0,0
1527,0,122225.7981,7958.219205,0,0,19166.42921,0,0,0,0
1528,0,5611.299251,0,0,0,16172.70583,0,0,0,0
1529,0,0,0,2709.219256,0,0,0,387834.2349,0,0
1530,0,0,23936.24348,0,0,0,0,0,233047.9519,0
1531,0,0,0,0,7241.628084,0,0,0,0,6441.938949
1532,49570.46782,0,0,202824.1068,49380.06614,0,0,0,2344.326488,532528.3756
1533,0,0,0,0,0,17054.75043,0,22917.60908,0,2147.360594
1534,0,0,5936.318569,0,0,0,0,0,0,4072.498226
1535,0,43659.7424,0,65656.11895,0,0,0,70.48955312,0,43762.36092
1536,0,0,1787.460206,62388.84166,0,40.74593925,0,2415.704343,0,0
1537,0,0,0,0,0,163.4204878,0,0,0,0
1538,10207.02172,0,0,0,0,0,28964.80945,0,7068.382853,0
1539,9773.965868,0,0,41796.25095,0,122.8273599,0,2803.864591,0,0
1540,0,0,155853.4612,0,0,0,0,0,0,0
1541,0,0,3423.063112,0,0,9882.08714,0,0,0,4934.605875
1542,0,3883.150477,0,0,0,0,0,0,4179.493958,0
1543,0,0,0,15740.34949,0,0,0,16636.49216,36568.8569,0
1544,376.4597243,171206.842,0,0,0,0.724172009,0,2235.097643,0,1667.313799
1545,0,0,0,0,8346.536279,0,23202.73874,0,67887.29995,5952.363899
1546,0,0,0,0,0,12561.11032,0,0,580.0396961,0
1547,166014.3937,0,0,0,0,0,20105.4487,13494.07701,32832.76435,210757.2138
1548,0,111307.0649,147786.2603,0,999.6663672,0,28234.44914,0,0,0
1549,0,0,0,0,8233.804441,0,5861.373665,0,0,41614.55253
1550,0,0,0,3862.127957,17416.28144,0,26766.40663,0,0,6658.974769
1551,0,0,0,0,40519.27073,0,0,12542.17373,0,5262.383085
1552,0,537.519043,0,761489.3183,0,0,2346.291103,0,0,0
1553,0,0,0,0,0,0,1872.993234,0,0,17222.90632
1554,0,18391.77175,0,0,426.4117795,39568.06414,180139.4738,0,0,0
1555,0,0,0,0,0,0,0,0,33932.26416,58075.23783
1556,51891.83215,0,0,0,170315.4664,232.6953509,0,12678.9375,57565.85186,0
1557,0,115210.4411,0,0,1001.233822,4686.70314,0,0,0,57060.44899
1558,0,0,11247.91596,0,0,0,0,0,0,164895.4684
1559,0,630.648398,0,0,0,0,0,0,0,11977.22407
1560,97823.13608,0,0,0,0,8478.373243,1220.13941,0,0,0
1561,0,3411.370368,0,0,0,0,0,17211.25828,0,0
1562,2617.520149,0,42921.80542,21074.0711,0,2034.885804,0,0,0,0
1563,0,0,0,0,0,65816.03815,381.9327165,0,3324.841653,0
1564,0,0,0,0,0,61793.7825,89987.42193,0,0,1193.554786
1565,0,29445.2054,1933.825906,320752.8429,0,0,14198.87241,0,1081330.28,204044.9528
1566,0,0,0,0,72106.55051,0,0,0,102599.9769,0
1567,0,0,0,0,0,0,106198.5052,0,6135.25363,0
1568,0,0,0,745.1031896,0,78682.85959,0,0,296.536485,0
1569,0,1059227.229,3710.521482,0,0,0,0,0,0,63779.39045
1570,5823.956308,0,0,78193.43342,0,19140.29995,0,0,0,0
1571,897.6091492,5828.931418,0,102497.9184,0,0,39623.99504,0,0,259.264163
1572,18156.1223,0,0,0,3946.643559,0,0,0,3520.381286,1906.925285
1573,0,0,0,146490.3176,0,2245.874062,0,23444.95284,0,34324.11452
1574,0,0,0,0,29136.58831,105.2808484,0,0,83026.4177,0
1575,0,0,2215.214352,46917.71791,54140.17709,32794.5764,0,0,3479.729278,8630.304535
1576,0,0,0,0,0,0,54107.95557,0,199509.7309,0
1577,0,0,178124.1556,0,12452.27095,0,186562.0716,308307.8123,0,0
1578,0,0,1.121210128,0,0,33157.91479,1051.050385,239221.0233,0,583032.4514
1579,0,0,0,0,0,0,0,0,0,0
1580,33606.07479,0,0,0,1075.705315,0,0,42507.78104,13385.91291,0
1581,6531.731771,0,710.8445331,0,53304.66301,0,0,0,0,0
1582,93000.71771,0,0,0,0,6417.490388,1503.7306,0,2479.375488,59282.3436
1583,0,0,0,37848.56454,0,0,0,0,0,97411.70472
1584,0,2786.977595,846.1963302,0,39589.80263,0,0,0,0,448.7563225
1585,6716.995036,0,8369.628015,0,7761.901907,0,0,0,0,26640.03285
1586,0,47383.88284,434.6216564,0,0,245048.5478,0,0,10498.41389,0
1587,0,0,0,0,194520.2744,0,82192.26626,0,839.4263633,0
1588,0,169841.3042,0,6710.0755,0,0,1677.623278,71756.82153,7750.320739,78533.86693
1589,0,0,0,30805.1212,108760.1664,0,0,275.0732058,0,394790.1937
1590,0,162821.4631,0,0,4551.525079,0,0,67841.07493,343406.1987,0
1591,0,0,0,0,0,0,5.929299631,859.9579772,0,17526.33162
1592,0,0,798.5576361,0,14343.95205,0,0,0,0,0
1593,4662.174733,19216.27132,0,52155.59774,0,0,0,0,0,1139.432207
1594,2787.243008,0,0,13418.88972,43965.69051,0,292.9879916,0,0,0
1595,438.6714508,0,1243.513442,0,0,9557.374434,0,0,0,0
1596,0,2699.498281,0,0,0,0,0,0,0,860753.8054
1597,0,0,0,0,0,0,321.7659019,0,3025.19741,0
1598,0,0,0,5580.117966,0,0,30866.6768,0,42158.8058,0
1599,0,0,4328.546253,0,0,0,0,0,12041.64822,921.8351054
1600,2053.819428,0,190332.6035,9157.182515,0,0,0,18813.31095,0,0
1601,0,0,0,0,12792.69099,0,0,45.66626901,497.5789118,0
1602,19610.15279,29496.30485,0,0,0,23708.5194,0,0,0,697036.3253
1603,0,0,0,0,0,0,0,1250.234628,0,0
1604,0,855.6821107,0,29089.90581,0,0,0,0,1387.251265,0
1605,0,0,0,11972.69306,0,0,3020.210624,3429.217397,2486.660793,0
1606,0,0,0,0,0,0,0,0,1868.5927,0
1607,0,0,0,0,0,0,0,0,0,0
1608,32046.16043,9466.634256,0,0,48239.84717,0,0,0,0,0
1609,0,0,0,12385.26415,0,56456.27931,0,5625.181614,10112.75005,0
1610,0,0,0,0,0,0,36342.87986,0,0,4362.858361
1611,0,5211.294812,17903.81943,0,0,0,0,0,0,0
1612,0,16538.25472,0,0,2478687.832,0,0,1196.000152,0,0
1613,0,0,0,7038.511737,3568.674564,0,32177.3692,0,0,0
1614,263.8332741,0,9216.340509,20006.27702,0,0,1065.502855,142605.7855,0,0
1615,0,23776.55718,0,0,93971.15525,0,1846.30887,0,0,59797.42371
1616,0,0,4673.005616,5214.606048,0,0,0,0,0,0
1617,0,0,0,0,0,0,0,1364.547727,0,0
1618,510.9215604,0,216523.2556,0,0,0,0,469.2102505,29993.13956,0
1619,0,0,7713.257601,0,0,1632.681539,12362.83504,7612.94192,5295.445882,0
1620,44020.47048,0,0,0,0,5095.219012,17265.13359,0,32753.92749,0
1621,0,10658.87747,0,78222.1544,0,0,1281.494779,0,0,0
1622,0,5199.316809,0,0,0,0,0,0,0,0
1623,11960.00493,71905.2986,0,246752.2024,0,0,0,10669.80997,0,0
1624,0,0,0,3140.171116,0,0,0,100262.1064,0,6958.816885
1625,47310.89251,0,0,0,1611.174927,1608.428365,0,187199.8749,0,0
1626,0,0,0,0,0,0,627.9571743,24080.74378,5377.45569,0
1627,41250.44669,0,646.6178115,0,0,28157.02194,0,10717.79668,0,0
1628,0,151570.9828,711.2312569,0,0,0,0,0,186594.6033,0
1629,52208.36753,0,14141.87377,1158566.185,1051.74231,51302.85633,0,0,0,0
1630,0,0,0,395596.2662,0,4901.318469,0,0,1411318.178,0
1631,0,0,387.909953,0,0,402.3380336,0,0,0,0
1632,0,0,0,0,3492.518598,0,112978.6083,0,638822.4742,0
1633,0,4004.878131,500.2860696,4896.235132,0,0,0,0,0,0
1634,75651.01355,0,0,5285.757079,0,2749.565654,0,0,0,0
1635,84532.15741,18044.41944,0,0,0,0,0,0,0,21718.09413
1636,0,0,870.5992543,0,22698.17627,0,59866.30183,2263397.992,0,0
1637,0,0,0,14120.48129,0,0,1055.270359,0,0,0
1638,0,0,0,0,0,0,0,0,202.849367,0
1639,0,0,682.8049037,0,0,0,0,0,0,47404.38823
1640,0,0,0,20161.89994,7934.656175,0,0,0,564.9201195,0
1641,0,645.1454135,0,2496.651674,0,0,0,11110.06804,0,0
1642,0,0,10558.34807,0,0,0,0,0,0,0
1643,0,0,0,0,0,4351.010178,0,148.9848334,11269.72499,0
1644,0,14915.0396,27895.00119,0,0,365670.7963,0,0,0,0
1645,0,0,37945.97944,0,0,0,0,0,0,0
1646,0,0,0,0,4553.435856,0,70448.96115,0,0,0
1647,38570.70845,0,633.3408594,0,99313.73973,0,0,0,0,0
1648,0,0,40034.49506,729.3063091,0,0,0,0,0,0
1649,303598.5249,0,0,25827.98381,73232.14156,0,8230.333958,0,0,56913.75091
1650,235.6015855,0,460.0877129,0,0,0,0,0,12735.23831,0
1651,15727.57937,27166.06902,0,0,0,1091.408919,0,0,4856.515927,0
1652,0,0,0,0,0,0,0,0,0,0
1653,42531.7923,0,0,0,36840.16668,0,0,0,0,0
1654,131138.6979,0,0,0,2969.054888,2728.839003,0,71267.19615,0,0
1655,0,534.3243228,0,13768.60351,457620.6468,0,1511.763673,0,0,0
1656,0,0,0,6190.845994,1034.750061,0,0,0,0,0
1657,0,7288.982326,0,0,0,8362.054964,2230.774591,4876.073506,0,100831.3886
1658,0,9612.78794,74.1366209,459647.1665,0,55707.43862,0,48101.54955,0,11067.22185
1659,0,293069.8685,0,0,2043.26224,201913.6216,0,240.823094,115294.1319,0
1660,2210.16551,0,0,0,36978.45821,0,0,0,0,0
1661,25385.75463,0,2653.143541,0,0,17059.42199,13162.79229,877.7627069,908.9163573,0
1662,7386.033071,0,0,0,102781.0403,0,0,0,0,2007.765016
1663,0,0,0,0,521691.4123,10113.56889,0,0,0,0
1664,77010.04485,0,0,0,0,0,799.1029434,0,131.984125,0
1665,0,0,8989.261495,0,0,0,42938.00758,0,0,34921.33671
1666,0,24148.51776,0,0,231.0755374,15974.72307,0,0,0,0
1667,26564.58856,0,0,0,0,0,0,0,0,0
1668,0,0,0,0,0,0,3387.405332,20988.13888,0,0
1669,0,0,0,0,0,0,1102.318609,0,71.10560384,0
1670,0,0,0,8304.220024,0,0,0,33749.78675,361445.2073,36347.5939
1671,0,0,159426.0043,0,0,0,0,0,0,0
1672,0,0,0,17511.2327,0,0,0,0,0,14379.13131
1673,0,0,0,0,0,254184.0935,85863.00669,0,0,0
1674,0,0,0,0,0,0,47937.44853,0,20480.92616,16738.36624
1675,14409.93393,16945.19349,0,0,0,0,4520.107166,78243.82887,0,0
1676,0,40895.93123,0,0,472848.8242,0,0,4998.100194,0,743730.1129
1677,1067.291425,0,8689.750422,0,36339.25266,0,0,0,0,0
1678,0,0,56725.50803,1576.085703,12762.03932,138556.0416,0,0,54464.04955,0
1679,0,0,27473.14048,0,0,0,0,0,0,122356.4499
1680,368688.2175,0,0,0,0,1612.158742,0,0,0,0
1681,0,1619.266851,17299.64483,0,0,0,0,0,13965.04553,1628664.412
1682,0,0,0,0,0,0,0,0,0,4807.38417
1683,903439.2956,118126.909,0,0,76.00591904,116437.6511,35121.37275,0,0,7412.479498
1684,0,0,0,0,42257.85004,9788.25093,0,0,0,0
1685,11230.0591,0,0,0,3753.146999,0,0,0,108.8134656,0
1686,483.1258095,0,0,0,12305.3075,1169137.075,0,0,1419574.707,0
1687,0,0,0,0,0,0,5102.288429,0,0,0
1688,0,0,1008.883385,0,0,0,56.03860186,0,0,0
1689,0,0,0,0,6989.269589,0,43311.5306,7073.434403,16337.54655,0
1690,0,0,0,0,0,0,0,250139.8728,4873.69044,0
1691,21982.06346,0,0,0,0,64267.17257,0,0,53199.91208,0
1692,0,0,197520.8319,16066.60483,0,0,0,33794.83105,5169.153118,0
1693,0,0,0,0,0,2545.581108,10705.15138,0,0,0
1694,0,0,0,15235.58959,0,0,0,0,0,5156.614754
1695,0,4974.328077,0,0,14463.13139,31885.28192,0,57096.74783,0,0
1696,48685.94447,0,3788.680033,0,0,0,9734.248336,0,0,7099.334417
1697,0,1945.705839,0,0,0,0,0,0,15134.96091,21148.47207
1698,0,0,0,0,0,0,0,0,0,9809.522075
1699,80070.65163,0,17458.43694,0,0,0,76885.028,0,0,0
1700,0,486405.3979,0,0,16974.50807,0,0,0,6364.97084,0
1701,0,17891.64775,0,40321.28411,16185.63334,0,0,0,107120.7418,37372.66674
1702,7268.644647,0,0,0,0,0,0,0,0,0
1703,0,0,3476.128645,2537.772589,0,15403.66938,0,0,0,39470.56707
1704,0,75164.02346,0,0,3122.924466,0,57106.50101,0,0,885.7653158
1705,9564.875131,23148.71602,0,0,0,0,9624.781343,0,0,7682.845173
1706,0,23137.17665,70619.59587,124232.591,15109.08973,0,11280.25984,0,0,3586.219124
1707,0,0,0,0,0,0,0,0,2173.807436,0
1708,32731.87991,0,0,25896.24071,0,32716.18724,0,0,0,0
1709,0,4690.468164,30659.21432,0,0,0,0,0,14701.17913,0
1710,0,0,0,0,30894.35505,0,0,0,0,0
1711,0,0,0,0,1545.967497,1620.895405,0,0,0,0
1712,0,0,0,0,0,14209.85808,0,0,0,0
1713,0,0,0,505.582582,0,747.5201327,0,0,0,11581.88088
1714,0,11751.74407,0,12998.77565,0,59498.03296,335.7491285,0,41730.68654,0
1715,0,0,0,0,0,0,15405.26574,0,0,0
1716,31549.99541,0,0,0,30851.24319,150.6913587,0,0,0,0
1717,0,0,0,0,4745.698747,40249.15133,0,0,73481.87652,0
1718,0,12039.64301,0,3566.891817,0,0,0,0,0,0
1719,0,0,0,235578.648,0,0,0,1097.235717,0,93546.85619
1720,0,50231.43544,0,0,0,25188.28301,0,0,0,0
1721,0,72712.66092,0,0,9047.339407,0,3593.668195,0,0,4023.046979
1722,0,0,0,15708.27767,41310.55825,7395.050206,0,0,6613.387035,0
1723,0,0,0,0,0,0,205640.2352,0,2435.204665,0
1724,0,0,0,0,0,22726.43381,0,0,0,0
1725,1106.329307,0,30203.99223,78263.28783,22813.34738,0,0,908.4176302,0,0
1726,15053.27832,0,9587.791986,99164.37419,0,0,0,0,19630.03837,0
1727,0,0,145858.0518,0,0,0,0,2693.520299,0,0
1728,0,29526.85983,0,86615.87014,0,0,2241.583727,0,0,0
1729,0,39298.98783,0,0,0,0,0,0,3082.751015,10611.62809
1730,9541.976825,0,0,0,0,0,0,0,0,0
1731,0,0,0,7856.604027,0,5185.046233,0,0,0,11.99500376
1732,0,0,0,0,306444.6739,0,25803.87889,1592349.422,0,33884.15337
1733,0,9869.225459,0,0,0,0,0,0,0,0
1734,125359.0981,472.0179151,0,0,2273.144156,95.80337277,0,0,0,0
1735,0,50869.98575,0,0,0,0,10112.23533,0,0,0
1736,0,0,110962.2824,0,0,0,0,311496.2867,0,0
1737,9056.043628,0,0,88444.70291,0,0,38426.34953,0,0,0
1738,0,33653.12965,35674.66612,0,0,0,214078.8024,0,28296.57612,0
1739,0,9121.019232,10637.22971,40785.64074,0,0,0,0,0,3708.297579
1740,78062.2142,0,0,0,340.0387945,0,0,0,0,0
1741,76836.25981,0,0,0,0,0,652.8890649,27004.31747,14815.75612,0
1742,5991.629966,6116.483261,50873.38023,0,0,20165.80728,0,0,170599.6962,0
1743,35043.50432,8594.99835,13339496.69,1126.111803,4468.53539,0,0,76121.14035,0,0
1744,501.9193227,0,56802.97782,0,0,0,0,203252.6121,0,2102.364357
1745,0,0,0,16570.22865,0,0,57838.56026,0,0,18321.12701
1746,0,114799.0045,0,0,25892.49642,0,0,0,0,1654.106484
1747,0,66120.3218,0,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,10962.10733,0,0,0
1749,5141.546029,14555.96214,164201.3937,86127.57328,0,37755.11594,4611.549641,0,0,0
1750,7049.275608,0,0,0,0,0,0,0,0,0
1751,0,6028.04505,0,18333.24425,231.7327152,113.8021339,1045.792736,0,47456.65375,0
1752,35562.67777,0,204429.1606,0,0,0,0,0,1643.54455,0
1753,9762.224158,0,118729.3593,392848.6812,2431.073016,0,3113.490904,0,0,0
1754,8752.470496,0,0,0,37930.46719,5105.233179,56491.85638,14653.31974,244949.6822,0
1755,0,0,0,0,0,597970.1657,0,0,0,27699.89632
1756,0,0,0,0,0,0,0,0,0,0
1757,0,4069.231023,87.83228434,9400.525044,0,0,0,33287.21214,8527.786979,0
1758,12475.39468,0,0,3809.606763,1835.817343,0,0,0,0,0
1759,0,9405.387287,35130.5422,897.2746593,0,0,0,0,76605.05804,0
1760,0,2721.111558,0,0,890125.3652,0,0,4656.492148,0,0
1761,0,12491.82144,1760.529111,12404.45981,0,0,0,0,0,2112.495564
1762,0,218210.6905,0,0,0,0,74651.3656,0,0,0
1763,0,16215.21858,0,0,0,0,0,0,0,1709.846829
1764,0,79219.87664,0,7670.522291,0,946.6660675,35052.39696,0,3841.87128,0
1765,0,0,0,2093.587925,0,0,24619.31661,0,237420.8334,0
1766,0,1972.740738,0,25193.44928,0,0,2871.598924,4763.548471,0,174615.3497
1767,0,0,0,0,40302.45076,0,0,0,11817.0407,0
1768,470.2661791,37165.44437,0,0,0,0,0,0,0,0
1769,0,2554.663061,0,0,0,0,743.0185908,0,8797.598722,0
1770,0,0,8594.762236,0,5581.828366,0,162.6863282,0,2915.806443,0
1771,0,23000.19751,16471.87328,0,0,124017.042,0,0,0,0
1772,0,112276.7088,0,0,0,0,5872.464857,0,0,0
1773,0,0,0,0,1105.126798,553376.9774,314.8120861,0,0,112573.9055
1774,0,8125.601365,0,0,4789.04275,0,0,0,0,0
1775,276.1779495,1391.163682,3608.447953,82341.47946,0,48549.32463,62495.2963,0,0,0
1776,0,0,0,0,0,49972.6189,0,17339.00934,9540.338833,19176.37949
1777,1076.334124,0,0,4801.080954,0,15921.12853,0,8146.195585,0,0
1778,0,0,0,0,1941058.474,0,0,0,0,0
1779,0,0,1584.937155,0,0,0,14847.31171,0,0,1256.913692
1780,521132.7762,10235.94582,0,0,0,8311.005387,0,0,0,2680.611545
1781,0,102.9541879,0,0,0,0,0,0,0,0
1782,0,86641.64904,52500.24601,0,56442.43718,42141.07787,0,4501.547488,0,2483.611559
1783,0,0,0,2359611.03,3432.80539,0,0,0,0,0
1784,159904.652,83778.15852,0,0,0,0,0,0,0,0
1785,21920.79085,0,0,0,0,0,2278.616252,0,0,25052.8012
1786,0,0,17626.06829,0,0,0,110236.6113,2550.146885,9325.978447,0
1787,18738.15075,2105.592403,0,7272.019572,37601.84276,0,56090.6264,0,0,0
1788,0,41493.77106,0,0,0,0,174264.2557,0,11666.47339,0
1789,433.9286378,0,40913.70157,0,233.893075,0,0,0,0,30614.66971
1790,17570.66485,0,347219.122,0,16453.58204,0,0,0,0,0
1791,0,0,21717.90678,0,0,43.20800828,0,0,0,29192.58774
1792,0,0,0,0,13063.92439,5153.948251,72.81420051,0,0,0
1793,816826.1906,384.4182158,23235.25487,10515.97558,0,52338.07869,0,0,0,26500.5563
1794,0,0,0,0,0,0,10892.44315,0,49058.02893,0
1795,0,0,0,12304.18353,0,0,0,0,0,0
1796,28923.4407,27530.17913,0,0,0,0,0,0,34835.66168,0
1797,888.2894093,0,6693.810208,8887.301009,2026.62033,0,60822.96845,50979.19486,9161.417915,0
1798,0,17008.0397,2314.745425,0,20628.90236,12856.07178,0,0,0,0
1799,0,0,10086.602,0,0,24072.46733,6526.224637,0,34653.44324,0
1800,0,38205.56143,243539.4398,0,0,34237.77159,86.01351856,0,0,0
1801,239626.7439,2065.68229,58774.54302,470.8906965,110722.7497,214.429202,0,0,14684.47272,0
1802,0,0,0,0,12124.53952,0,0,0,0,102310.2258
1803,0,0,4226.842732,0,0,24618658.34,0,0,3498.870795,0
1804,0,0,0,245926.1003,0,42543.31978,0,0,0,0
1805,0,0,0,0,5896.932251,0,0,3967.397933,0,0
1806,0,374.5344363,0,0,0,0,5976.802277,0,0,0
1807,0,6524.817674,60920.28674,661871.1431,8076.518136,0,17818.81741,0,0,0
1808,399.1790579,0,0,0,39934.33146,0,0,850117.1691,0,0
1809,0,0,3841.219558,0,0,68105.08473,0,0,0,0
1810,3769.62079,0,0,0,186651.0127,0,2057.600168,0,39724.21494,0
1811,0,0,0,92945.99842,0,33947.60325,25285.55154,48248.33443,0,0
1812,0,39587.19177,0,0,0,0,0,0,83073.82992,0
1813,0,0,0,0,18948.32603,0,0,519.1888339,0,0
1814,5434.864812,0,1979847.037,0,0,0,0,0,0,0
1815,0,0,0,0,0,49682.95426,0,0,999.794786,0
1816,0,0,54399.39216,0,0,158263.9831,0,1107.535808,9192.653223,0
1817,0,8900.870162,14939.72118,40743.4888,0,5997.997845,0,79483.51502,0,6497.764153
1818,0,0,0,35938.01953,0,0,0,0,8806.222258,0
1819,159904.7476,0,11465.10993,16189.3325,0,0,0,1420.674989,5155.973336,0
1820,7427.39427,0,0,260054.9401,0,0,0,0,0,0
1821,0,45.77096965,0,11576.37228,9658.083864,0,0,130477.8189,76751.82213,0
1822,0,0,0,0,0,0,113262.3851,0,0,0
1823,0,0,0,0,19353.77241,0,5048.548956,0,0,0
1824,4840.682939,0,0,0,0,0,0,197564.3593,0,0
1825,0,0,5800.788521,0,0,34581.38168,0,25786.51127,0,2796.400085
1826,0,0,0,13013.25612,1555.660029,56681.94134,0,0,14743.79626,0
1827,219.9410153,0,0,0,104220.6123,0,0,0,0,0
1828,0,0,0,0,0,6291.841457,0,0,0,0
1829,5878.25212,0,0,0,0,0,27974.87509,0,0,0
1830,21.33686359,41130.42807,0,392.805188,0,59737.89208,0,0,3577.333118,0
1831,0,0,0,0,23104.77317,610.6651081,1155.407331,0,0,0
1832,0,0,13703.64084,123300.7151,0,295.8838848,0,19818.87504,0,0
1833,0,4634.842152,0,0,52480.91836,68851.00664,0,0,0,0
1834,0,0,0,42501.91346,0,324.2354309,0,0,2900.125595,0
1835,0,0,47828.46245,0,0,0,0,0,0,0
1836,32119.82697,0,0,1117.357598,3164.546217,28547.09568,1656678.403,0,366922.5347,0
1837,0,133958.8722,0,0,0,0,0,0,24734.48741,0
1838,0,0,0,0,6357.277149,0,0,11372.36648,0,0
1839,0,33663.21319,0,129029.4696,778.1189384,0,0,28025.2111,319729.0378,4766.434115
1840,0,111.6911249,22227.06769,0,0,0,87594.65468,8655.230991,38454.51211,0
1841,0,0,45474.09983,0,118765.6124,15723.8122,0,3431.3529,0,119762.2769
1842,0,0,0,0,3998.255795,672808.1934,161262.9578,0,0,1739.132356
1843,0,0,0,0,0,1427237.868,0,0,0,30243.77738
