,OtherHazNetCostYr1_,OtherHazNetCostYr2_,OtherHazNetCostYr3_,OtherHazNetCostYr4_,OtherHazNetCostYr5_,OtherHazNetCostYr6_,OtherHazNetCostYr7_,OtherHazNetCostYr8_,OtherHazNetCostYr9_,OtherHazNetCostYr10_
5631,724189.769,0,0,9054698.65,11788547.26,0,-267032.6125,-6016192.465,0,0
5632,0,0,10217825.42,0.003139074,0,0,0,0.532829283,2738551.869,0
5633,0,0,0,0,7254573.376,0,0,0,0,256880.314
5634,0,1838.609904,0,9352462.774,22925.60054,0,0,0,0,18671179.59
5635,0,0,4415.164254,0,0,0,0,0,0,5721019.163
5636,38902.08183,0,4730144.427,0,0,0,0,0,0,0
5637,0,0,8845.637964,7.889227215,2420087.356,-2044141.479,354511.3191,0,0,-258201.6767
5638,0,1156662.807,0,0,0,102430.2058,0,6716202.887,0,8503034.608
5639,0,0,0,0,0,0,0,0,0,0
5640,0,3429118.465,0,11681076.93,0,0,-9064648.014,0,0,2391122.855
5641,0,0,1365265.983,0,-933914.8439,0,12615972.79,-7782971.616,1542.457119,0
5642,0,0,0,0,0,0,519111.2359,0,0,0
5643,0,0,0,0,0,0,0,0,86968.99581,0
5644,0,0,332.2243057,0,151075.4537,6820296.77,-113802.9629,279269.966,-3010306.162,1502639.606
5645,0,3622605.128,0,0,0,8930237.023,3938254.949,0,-5319674.65,0
5646,0,0,0,39.2299363,-0.842587343,14366.52841,-10308.37649,2.957218753,0,0
5647,0,0,355.5691323,0,-336.7363067,0.3891452,0,0,-0.21653539,4245822.529
5648,0,0,0,0,0,0,0,0,4590520.171,0
5649,0,21601.31149,0,0,0,0,0,0,118988.8917,0
5650,0,0,249978.1686,0,0,0,0,0,0,0
5651,0,0,0,0,0,0,0,0,0,3666456.977
5652,20820258.61,18773.85338,0,0,-10377422.65,0,0,9167489.6,0,0
5653,0,0,0,436542.0264,0,0,0,0,0,0
5654,641727.1146,0,0,0,0,0,0,0,0,3593109.561
5655,0,0,6191249.513,0,3881.242915,-2863.228162,0,0,0,5505849.596
5656,142027.3362,0,6337589.371,0,0,-1421231.549,18581540.28,-63599.1671,3562057.917,-2961376.178
5657,884126.4957,0,-165249.4677,0,0,0,0,0,0,0
5658,0,0,578.0260639,-533.3514958,1295076.689,0,0,0,0,3391884.43
5659,0,13242914.51,-280629.4505,-7877556.005,0,0,0,36107.59187,1191620.779,0
5660,0,0,346.6058654,0,0,0,0,0,0,1732264.129
5661,0,0,0,0,0,0,0,196556.9066,0,0
5662,0,0,0,0,0,496048.3663,-376279.2822,5052559.886,-4529890.493,0
5663,423824.0749,0,-277333.1164,149436.2254,0,-92760.79123,0,0,0,0
5664,10241770.15,0,0,0,10250135.02,-7433045.19,0,0,0,0
5665,0,0,0,1570172.974,0,0.011872693,2085270.619,0,0,0
5666,17612423.8,0,0,-14579253.4,0,0,0,0,15039883.33,-10281850.87
5667,0,0,0,0,58612.51801,-34176.25356,4368724.667,-3724671.914,0,0
5668,0,0,0,0,1960535.955,0,265167.9043,-50789.26372,-72052.39808,0
5669,0,0,0,0,0,26142.2443,32081.73424,11896443.08,-24255.64032,0
5670,0,0,0,0,0,0.016953286,4734466.857,-3151518.38,0,17083556.91
5671,0,0,0,0,0,0,0,0,11117328.19,-9622943.502
5672,11123739.15,0,0,0,0,0,0,0,0,0
5673,33.9870995,0,0,83.80661719,-47.59326752,0,0,0,0,0
5674,13086818.36,0,0,-4584489.457,-1869158.706,0,0,0,0,0
5675,0,0,14167491.9,-5164810.565,13310632.29,-9817798.892,0,0,12071381.72,-8571213.318
5676,0,0,0,2904608.996,0,0,0,0,0,4382777.326
5677,533.2706331,-391.6592003,0,0,0,0,0,0,0,0
5678,0,0,0,0,1998.518294,0,0,6981.497648,0,0
5679,0,0,0,9451.746542,0,0,0,0,0,7826023.857
5680,0,0,0,0,0,0,0,0,0,63.2509417
5681,0,0,0,0,0,0,0,0,0,82054.81552
5682,0,11186515.46,0,2857437.48,-2574789.309,0,0,0,0,0
5683,0,0,0,3738867.277,0,-2767255.166,0,0,-2097.778559,1.7431E-06
5684,0,0,0,92480.33708,83559389.07,0,1698264.325,25.22550158,-15.47594895,0
5685,0,0,0,0,0,0,0,20248.78198,-14029.50345,-251.0957876
5686,0,0,0,0,250233.3418,0,0,0,0,0
5687,0,0,36667055.46,-20724983.25,0,0,0,924865.0507,-649065.4985,0
5688,27497.18478,0,0,0,0,0.003834309,0,-0.003398964,0,219.1745974
5689,0,0,0,0,0,0,0,0,509.9279987,-350.4022927
5690,1347179.963,0,0,644121.1024,-558163.1362,0,0,6312023.084,9571420.549,-9857760.789
5691,93.74305349,1671577.469,0,0,0,0,0,0,10287093.17,-8357687.852
5692,0,0,0,0,0,8481504.586,-6382973.459,0,0,0
5693,0,5552075.389,0,4902.930872,-3352306.299,0,0,955994.5297,0,7888200.696
5694,0,0,0,0,0,728585.7425,2268615.691,0,0,0
5695,0,0,0,0,11167848.12,0,1848333.71,0,0,-711.707298
5696,0,0,0,0,26490.94293,-17276.73516,0.019182517,-0.013501746,0,0
5697,496.0005691,29.08024927,2872734.994,-1982401.967,38542.29686,-30009.89476,19743024.42,-12631265.7,2418.598889,3742766.095
5698,0,0,3698927.142,-2466417.959,0,0,259153.9691,0,0,21902361.42
5699,7678980.889,-656819.43,-3005469.731,-100036.1962,95065.5808,0,0,323.7796982,0,-290.7205303
5700,0,0,0,742729.9446,0,0,0,0,0,15088569.86
5701,0,0,0,0,0,0,0,0,0,0
5702,0,0,0,22852.0516,-19899.35025,0,0,6494.928518,-3717.19659,0
5703,16464544.4,0,0,91.71270155,0,0,0,9896329.62,-8004757.958,0
5704,0,0,2236762.702,114379.2422,-95864.99709,119757.8708,0,3789730.213,0,1813066.927
5705,0,0,2332698.495,0,0,3.83794E-06,-2.86183E-06,0,13268482.6,0
5706,167341.8425,2033485.199,-1551692.729,7727960.703,0,-6559163.691,-6307.474086,0,0,0
5707,0,0,0,0,3816329.18,0,11888.0083,0,0,-7604.563104
5708,0,0,51.3548001,-35.43638582,0,0,0,0,7295.303992,0
5709,85816.75932,0,-2117.515807,0,2038539.649,628.0233731,0,3461669.311,0,0
5710,15637852.88,0,0,1988857.704,2750303.768,0,-2074796.727,0,0,705671.2576
5711,0,0,0,0,0,9444801.013,-6987079.813,0,2169465.695,0
5712,11949646.36,0,0,0,0,0,0,2123922.697,-1281977.229,0
5713,0,0,2454053.101,1314656.165,-959876.0542,0,0,136811.5684,-126010.2889,0
5714,0,54342.88616,0,0,9058967.451,0,0,13130212.24,0,6463026.234
5715,0,0,134458.5611,35072790.04,0,4477829.55,-9945408.189,12027562.88,-7402650.02,0
5716,6172673.643,7002746.054,0,-5368028.919,0,0,0,0,0,0
5717,0,12.80270856,0,0,12465126.54,-10571080.34,0,0,0,0
5718,0.011069071,0,-0.009684089,0,0,0,5164811.344,0,-3637468.248,0
5719,0,0,0,0,0,0,0,0,0,0
5720,0,0,0,0,20112.25474,11220794.62,-9074049.762,0,0,0
5721,0.218256545,0,0,67650.43262,-40611.89324,7132860.565,6952062.283,-739332.6981,0,-5576207.847
5722,0,0,0,0,0,0,2033236.941,0,-1726920.462,0
5723,0,0,0,0,0,0,0,0,265177.791,0
5724,0,7393563.511,0,0.029799856,0,7927949.782,14352.44999,0.365044909,0,-9741.9539
5725,0,1207.542202,0,-938.4119569,0,0,0,5223867.759,5019647.444,0
5726,281572.4421,7114970.624,-1072.514133,1561790.231,0,0,0,0,0,0
5727,0,0,0,13764649.23,-12567074.69,0,0,-62983.16393,0,70784.86909
5728,0,0,0,1784.212932,-1394.39764,323811.2817,0,0,0,0
5729,12097185.92,13083213.85,-6992730.06,-9409387.823,971362.6754,0,14.37147888,0,0,0
5730,0,0,0,283797.9783,0,5821145.271,-5147799.657,0,0,28132.42297
5731,0,0,774849.6979,0,-705557.5478,0,522763.0161,-435746.5723,0,163.4371544
5732,0,0,0,5724.0136,9485.832756,1574961.743,-1374858.863,0,2402209.733,0
5733,77006.31034,1541371.175,5188955.128,0,12785658.98,-10803079.33,0,0,17796971.42,0
5734,0,0,0,0,0,0,0,0,0,0
5735,0,0,0,0,0,0,0,1130861.546,3344019.764,0
5736,0,0,0,1462352.347,-1190298.184,0,0,0,0,0
5737,1546.667201,-130.7216213,-1159.859474,0,1328.027071,590674.3071,2421185.61,8485700.123,15736090.5,0
5738,0,0,0,89963.07469,0,0,-76280.45362,0,0,10950795.97
5739,3.251010703,-2.340132758,0,0,0,0,0,0,12794780.38,0
5740,0,0,0,0,0,0,4956709.322,14903031.83,-3300032.609,-11284516.68
5741,0,6779481.819,0,-700.5475209,0,0,0,0,0,0
5742,6.208070749,5771078.923,-4742817.179,0,0,0,0,0,0,0
5743,196189.6783,39763.95635,-32359.42236,-160430.5502,0,0,628868.3776,355737.4935,0,-419629.1737
5744,0,0,624.6045388,0,0,-0.248067388,0,0,0,0
5745,0,0,10963935.65,0,8038.142341,0,0,3170.258459,331693.066,-274742.0877
5746,0,0,0,0,0,0,0,0,0,0
5747,167726.6762,0,58682.27765,15120804.3,-48297.34581,3048267.657,0,0,12736077.65,0
5748,0,12053038.67,0,-7306077.873,0,0,0,12991400.24,11385340.83,-8657943.854
5749,0,0,5611009.173,1302462.99,0,0,-940745.515,0,0,0
5750,22070.68406,5009241.538,0,0,0,7870244.069,2012005.383,273798.9458,0,-5088444.795
5751,0,4988.342211,0,0,2101456.462,8449216.637,0,0,-6308006.042,0
5752,0,0,0,0,21740051.89,-8525678.504,0,684293.7085,2324244.902,0
5753,0,4494533.138,3014224.587,0,0,0,0,0,0,0
5754,0,0,0,0,0,0,0,0,136574.9899,0
5755,1928574.124,-1466350.505,0,0,0,0,0,0,0,382.6514784
5756,0,0,0,0,177583.907,0,597177.0714,0,654713.5484,304518.5248
5757,0,0,172519.8184,0,0,0,0,0,0,0
5758,0,0,0,386983.704,0,0,0,6482985.003,-5639940.464,0
5759,40087.80817,0,943929.6801,0,0,0,3629437.439,0,0,0
5760,0,0,0,0,0,0,0,0,0,0
5761,6761.611929,2826229.066,-2641735.206,-5365.236064,3584745.363,-296756.6253,0,2803677.72,0,-2830631.196
5762,0,332574.0243,-281128.5939,638668.7717,0,0,0,0,0,0
5763,0,0,0,0,0,0,0,0,0,0
5764,0,2695221.921,0,0,13309812.41,-10080952.48,0,896724.0402,0,0
5765,0,793.1892763,0,-0.855291616,-640.5081127,0,0,0,0,0
5766,0,0,41983.28747,-28842.49446,0,0,82.0312676,0,894669.2246,0
5767,0,38617.80163,-22942.21093,9384.796652,165.292146,0,0,0,6085.438281,0
5768,0,0,0,3296967.223,0,0,0,0,2036766.129,113202.2857
5769,0,0,0,0,40272272.48,-1.11967E-08,0,0,0,0
5770,0,0,11005751.56,0,0,0,14860.91672,-13722.38319,0,0
5771,0,29.10013571,0,0,14707.59988,-8523.943577,0.008158109,11026731.58,0,0.046058297
5772,0,3789484.794,-944155.422,0,7448117.196,-5728938.247,2477871.494,-2029681.953,272185.6281,0
5773,0,5629879.41,5130638.949,-3958309.121,0,0,2731219.792,0,7213893.116,-8490908.993
5774,0,2763.347192,0,0,17585.74435,0,0,588767.7831,0,0
5775,0,11180237.92,-8122274.57,30.70009942,22975884.88,-18421634.39,0,0,0,9861.775974
5776,0,105159.4926,-71523.0378,0,3963195.548,-507700.4673,0,0,0,0
5777,4141820.145,-2813778.449,0,0,743360.6394,0,0,44.92148137,-38.35434745,0
5778,41508667.17,-36483802.48,0,0,0,0,1908391.323,0,0,0
5779,8093233.857,-5400874.018,0,0,0,0,0,96312.48482,0,0
5780,0,0,0,0,0,392593.8844,0,0,0,0
5781,1539380.811,0,2770280.758,0,-31099.82251,-1588030.84,0,0,0,3748300.23
5782,0,0,0,5829624.061,-3736817.551,8200974.118,0,0,0,0
5783,0,1646.432083,0,0,0,354.6550734,-273.712945,0,26474.5454,-17901.83863
5784,0,0,5752076.113,0,-4068246.986,0,0,0,9274257.225,0
5785,249448.0051,3254353.253,-1252381.479,-1232143.416,8.85474E-08,-7.49133E-08,0,0,0,0
5786,10660468.07,0,0,0,0,0,13922924.68,0,0,-10023604.72
5787,0,0,0,0,0,0,0,12286682.84,-9878959.145,0
5788,0,2401891.366,0,12442810.06,0,-11462164.49,1544788.351,0,-1016537.142,0
5789,0,0,7209192.002,2605486.966,0,0,0,0,191438.3847,0
5790,933918.0823,0,0,0,0,0,0.097680943,-0.059626694,5032882.739,0
5791,9395409.355,-6532603.119,0,2637106.099,0,0,1614164.221,0,0,0
5792,9658512.334,0,0,-6909624.863,0,0,0,0,0,0
5793,18.05567065,0,0,52.35778729,3582921.702,764588.4492,90354.4092,-3033848.086,-54402.80368,1200998.068
5794,7517000.225,-5791505.678,0,0,0,0,0,0,25492917.44,0
5795,0,2553643.769,-1542612.165,0,0,0,0.049763303,0,-0.038395181,0
5796,0,0,8100568.724,-5640986.424,0,0,8945754.47,597227.1646,-5577997.867,0
5797,0,0,0,0,5675534,-3330421.258,0,166953.2279,-7.67061206,0
5798,3361599.065,0,40.54682111,624.5383256,5755695.701,0,0,0,0,0
5799,0,0,0,0,0,0,0,0,0,0
5800,0,32433.25881,0,239279.3457,0,0,0,82425.43435,0,0
5801,0,0,4046557.565,5386286.34,0,0,0,0,56991.92019,-35869.48173
5802,0,637196.4177,0,11623304.91,-452492.6872,0,0,22.41663642,63836.32168,-41693.06125
5803,0,0,0,40.95167184,2238576.769,-30.06261913,-1168970.137,0,4373014.05,0
5804,0,0,0,1000875.995,-609855.6067,0,0,0,1390607.018,3254208.375
5805,0,0,0,0,0,0,729675.3047,-582806.791,0,0
5806,12955092.29,5475257.743,14299995.12,0,0,0,14027477.39,0,0,-12576483.93
5807,4453009.908,14114899.21,0,-8780351.106,0,0,3653009.245,-2625627.241,0,0
5808,2530.502132,0,0,-1571.729705,0,8621630.284,-7581274.236,1629263.395,28453.30253,0
5809,0,0,0,0,0,0,0,0,0,0
5810,0.37722193,0,0.005870254,-0.285034696,-0.003843909,0,0,0,3836061.756,0
5811,0,17461.99199,-11480.93841,0,0,0,0,0,0,0
5812,0,0,27.71654241,1532163.929,-1168717.239,23723910.93,89703.36056,0,14312122.84,3030.919802
5813,0,9454670.604,0,0,0,0,0,11010095.15,0,0
5814,0,0,0,0,0,0,0,0,4591959.078,0
5815,33.92810258,2755386.504,9030039.476,0,0,468560.5379,0,0,-366430.0541,0
5816,0,0,0,0,0,9181499.768,-6560030.259,0,0,0
5817,0,790.4930428,-536.6042302,0,0,0,0,0,2387941.832,0
5818,11784362.55,-10490301.66,11417087.26,2561.452382,0,-2075.296643,2511.198412,0,0,360770.452
5819,0,0,0,0,0,20972.95329,0,11426929.38,9500663.964,0
5820,0,0,0,0,0,0,1160.539727,0,880995.0685,0
5821,0,0,27972.56808,0,12437264.77,-16682.25291,1697965.458,0,0,0.431647366
5822,0,9750151.913,-5443805.845,0,0,0,0,0,0,0
5823,527695.4934,0.086651511,0,-0.075445089,0,0,0,0,12818798.62,0
5824,7886.012831,0,0,0,0,0,0,0,0,0
5825,0,0,0,0,1403243.472,2299620.422,2597274.148,0,-4406330.285,0
5826,22033.35097,396974.7413,-298944.5509,0,71942.25945,0,0,-69449.00508,0,947540.5521
5827,0,0,11124730.33,-9526652.564,4534.467054,0,0,0,0,0
5828,18582359.59,1.81229E-09,0,12453812.07,0,542050.3205,-17175504.67,-365364.5943,0,0
5829,0,16901.10233,-12077.50239,0,17473642.48,0,-16129184.36,0,0,7699.068379
5830,0,0,0,0,0,0,37568617.74,0,0,0
5831,21249.17763,-19571.32863,0,0,0,0,17365337.75,0,-5749609.88,-5695993.535
5832,0,0,0,0,0,0,0,0,0,0
5833,0,0,0,0,0,0,3073.477591,0,1911006.569,0
5834,0,22448.27154,3059492.056,0,0,260820.8048,0,-151217.0657,0,0
5835,0,0,0,0,0,3733570.998,0,0,14276.02445,-8676.261132
5836,9570244.44,0,313.675664,-5593029.553,-57.27734698,15107099.73,-10194302.64,0,0,7052820.676
5837,0,0,0,0,0,0,0,3673524.631,0,8177349.053
5838,0,0,0,0,0,6574740.206,2144939.688,-5609299.101,0,0
5839,0,1110.436343,60.23223297,-49.81648989,0,0,0,0,0,0
5840,0,0,0,0,1763.162054,0,0,10566985.02,-8744446.112,0
5841,0,0,0,1915566.029,0,0,0,0,0,7963.643925
5842,0,0,6198926.333,0,0,0,0,0,0,0
5843,0,0,0,0,11181880.4,0,-10174442.21,0,0,0
5844,0,0,0,952.4089522,0,0,163041.0383,1525287.357,2292947.05,-1879680.49
5845,0,0,0,73881.0708,-42055.01521,0,1933192.879,-1625771.784,12103380.56,0
5846,0,0,3041974.482,-1918378.734,7816729.823,274160.8901,0,0,443.1894506,0
5847,0,0,0,0,9266.88913,0,0,0,0,0
5848,0,0,0,0,0,0,325713.3583,12546798.46,-10046482.2,298585.8447
5849,0,14393620.75,-11752646.1,0,0,0,0,178017.5843,0,1232697.59
5850,0,0,0,266387.8922,0,0,67947.26225,-63848.38651,0,593.1679164
5851,521545.9463,0,-408014.7252,0,0,69.20842249,-54.19007086,0,11849244.25,14.08657708
5852,0,0,0,0,0,0,11897153.17,0,-7524823.084,1541457.01
5853,0,0,0,0,0,12921239.08,0,2250878.795,0,0
5854,0,0,1774923.591,0,0,-1411174.98,0,1015659.349,0,-750859.114
5855,2136221.194,-1710.910141,0,0,0,2383551.39,-1707808.756,0,0,0
5856,0,0,1939223.048,0,0,-1748750.611,0,0,0,8479274.667
5857,1932395.066,0,0,-1604487.056,0,0,0,0,0,0
5858,0,0,0,12753439.01,2104695.414,11313410.12,-15813241.3,0,0,2.47124E-05
5859,0,0,0,0,0,88.84687498,-54.61232359,0,0,4216.31095
5860,0,0,0,0,0,0,0,5791176.691,0.080795971,2647078.55
5861,0,0,4442.079637,1622217.385,-1316326.331,14384110.12,0,0,4390869.486,-3432548.999
5862,0,0,0,0,0,0,0,4979215.225,0,0
5863,77654.70411,0,2525.906222,-2297.110616,0,0,0,1224272.399,0,10347767.69
5864,1825523.44,0,0,0,0,0,0,0,0,0
5865,835327.0987,0,3.71226527,-561958.7964,-3.014550338,0,0,11.36642872,0,0
5866,0,0,0,10985484.93,0,0,0,0,0,56972.24575
5867,7420.694746,-5157.449369,0,0,0,0,0,0,0,290129.0759
5868,0,0,0,0,0,0,0,1799655.505,1538.07574,0
5869,0,0,0,0,0,0,0,0,0,0
5870,0,0,0,0,2397724.577,0,0,10006798.88,0,0
5871,0,8606861.27,0,0,0,0,12436996.71,0,11634426.72,0
5872,237.9543242,245442.7442,-172399.1371,-137.7713886,0,0,100228.742,0,0,-71591.57499
5873,0,0,0,0,0,0,0,0,2611060.399,0
5874,77641000.95,-55403971.04,0,170155.1029,0,34976.54403,0,0,19.44185038,0
5875,4477335.368,-3233642.217,-585968.3855,0,0,0,0,17208452.56,0,-12299228.04
5876,0,7388093.324,0,0,0,0,0,0,88914.94468,0
5877,0,0,7204700.415,0,0,0,0,0,0,0
5878,8741352.424,0,-5510523.45,0,0,0,0,0,0,0
5879,0,0,832089.5734,0,14714145.01,-9363313.749,0,0,0,0
5880,9281261.244,0,-8189678.844,0,0,32368.45287,13.14473419,0,0.017466751,146.5684668
5881,0,0,1281795.819,0,-1012690.955,0,0,0,160537.9616,0
5882,0,0,9246469.921,0,52133.4392,0,0,4582261.018,1056884.74,12997668.49
5883,0,0.70605597,11835687.05,-10464485.13,0,0,0,586840.3521,0,11475293.27
5884,0,5637882.43,3886352.559,3316503.859,0,8576735.177,-4970301.923,0,0,0
5885,0,0,0,0,0,0,3096010.2,0,10284209.62,-8284839
5886,13623221.77,0,0,-11977220,0,1615316.772,-1032403.569,0,4386198.978,0
5887,0,0,0,0,3484838.26,0,0,0,189081.9888,-150178.6895
5888,0,0,0,0,0,9299507.478,-8079252.947,0,0,0
5889,14600390.51,-9031924.899,0,5716701.953,0,0,0,14460549.84,-9313686.942,0
5890,0,0,2224134.162,0,9151614.447,12053304.01,-7564369.115,669605.3048,9018610.632,0
5891,0,2808.527667,0,0,0,0,0,0,0,26307.28223
5892,0,0,0,0,0,1348600.508,-833413.6151,0,115286.2899,265.8362993
5893,0,0,0,0,1210102.17,-874737.9523,0,0,8020092.646,0
5894,0,0,3168636.541,0.134365587,0,-2247145.337,0,0,0,0
5895,0,0.055941132,10409888.18,0,57.39060952,-7181454.666,0,-40.2490827,2699.763673,-2566.922094
5896,0,0,0,31019678.43,0,0,-24499464.53,0,0,14182098.04
5897,0,0,0,0,0,20907.87712,-14646.31646,0,9654858.688,0
5898,0,0,6177.159628,0,787488.7787,7562261.377,-6175777.579,45636.22973,0,0
5899,0,0,0,4421141.851,8945348.374,0,0,0,278212.7104,0
5900,0,0,0,906367.7092,530674.7587,2563882.269,0,3513557.812,0,-2471759.814
5901,0,1999925.977,1533125.18,0,176872.5664,0,7662024.851,-6271521.691,0,0
5902,767754.2841,0,0,26265.64026,0,0,0,0,0,0
5903,3848006.497,0,-641724.7188,95003.65109,-36386.53207,0,0,0,0,0
5904,0,0,900680.5286,0,8581.627351,9372419.455,0,782375.9659,-527573.1711,0
5905,0,0,0,0,0,0,0,7219719.699,0,673.7049838
5906,0,0,0,2626417.951,3299004.225,-2270413.134,-2263553.335,0,0,0
5907,0.649719424,0,-0.436469966,6.24102E-05,0,0,-4.89523E-05,0,0,77189.53196
5908,2467.703927,0,0,0,0,0,1725016.31,847009.4997,-581081.6141,0
5909,0,5716590.234,5723390.887,0,5792136.956,0,11240542.94,0,93295.58353,0
5910,0,0,0,41382.07876,0,6252374.266,0,0,0,0
5911,0,0,0,0,0,0,0,2137812.314,-1620849.921,0
5912,0,1.32756E-07,0,0,520093.4905,0,0,3690803.329,0,-2661972.813
5913,0,0,0,0,11084416.55,0,-3327605.586,-2253228.839,0,0
5914,0,0,0,0,0,0,0,31166.43543,0,0
5915,0,0,0,0,0,0,0,0,0,0
5916,0,0,0,0,0,11436366.64,1551.238557,0,0,0
5917,3254486.284,35264.26468,-28532.38766,43472.48339,0,0,0,4066347.925,0,0
5918,0,0,263209.9605,0.043141091,0,-208160.8841,0,0,0,0
5919,6013561.836,15.73112552,0,-4627998.778,26.52271209,2129578.544,-17.40821472,0,4396.034602,0
5920,0,49557009.55,-34214178.89,5254895.654,-3423941.135,0,0,0,10836887.77,0
5921,0,0,13632488.29,0,0,0,0,183594.7839,3983775.759,-10.94944763
5922,0,0,9164251.156,-6819612.319,0,0,0,0,0,0
5923,64178.56875,0,0,0,0,0,1681.339557,-1355.887403,0,0
5924,10049021.66,-9684556.895,0,0,0,9282673.897,0,-6337669.79,0,3747.059105
5925,0,0,0,0,0,18257.08455,0,0,0,0
5926,0,0,15039.83551,0,0,0,0,0,0,0
5927,0,0,0,0,0,0,0,4796488.517,0,0
5928,0,1318489.715,0,0,0,0,0,0,0,0
5929,0,0,0,0,10555643.74,0,171918.2557,-128795.4256,0,0
5930,3397246.105,0,-434898.813,0,0,2.62527E-05,0,0,0,0
5931,0,0,45855196.25,0,0,5.273292663,0,0,0,0
5932,0,15630752.88,0,0,-8719587.583,0,0,0,2314192.179,0
5933,0,0,10684662.73,0,0,37322.98446,20607.60419,0,38480.65271,0
5934,0,0,0,0,0,0,9449958.573,-2702842.278,-2869299.026,0
5935,0,0,53630.50235,0,6293.687245,0,14976904.31,0,4326403.293,2624075.111
5936,0,0,0,1485324.201,0,0,0,0,587889.6067,-451118.9835
5937,0,15433285.62,0,-5648019.364,0.000927973,0,0,0,4312748.174,0
5938,0,7847551.024,-5475111.92,0,0,0,0,0,0,2.25934E-06
5939,0,0,0,0,0,0,0,0,0,0
5940,0,0,0,0,1939987.444,0,0,32224.62034,0,-25295.08155
5941,0,0,1050339.807,148508.3001,0,0,-87747.8424,1044691.846,0,12399431.47
5942,1359922.44,8251.195766,-5338.624037,0,0,0,0,0,0,0
5943,0,0,0,2658899.352,0,8156965.834,0,-5879558.91,0,0
5944,0,0,0,0,0,0,0,0,0,78656.77915
5945,3899616.17,-3120127.7,110799.218,-102826.644,0,7151.248166,192961.5569,-102085.464,0,0
5946,0,0,3600620.854,-2579295.353,0,2080631.793,0,41.58785697,12347860.48,0
5947,0,0,0,0,14667.51863,0,0,3984130.449,0,-3522870.883
5948,0,0,0,0,0,0,9.82453E-07,0,0,0
5949,0.249899539,0,-0.174656913,0,0,53993.00255,-48345.95253,0,0,0
5950,0,0,0,519554.4167,0,5480452.384,-3852474.733,0,-6117.274495,11365320.54
5951,0,0,0,727300.7922,0,0,0,0,11432210.02,0
5952,0,0,0,0,0,0,0,0,0,0
5953,0,14734.37101,0,20313.1754,14993.18361,-25584.9668,0,0,0,1079602.319
5954,0,73785.04007,0,12780562.53,0,0,-8544883.16,9597816.556,847.9819393,-769.0583478
5955,14714.33245,14.63599363,0,8743201.658,0,0,0,0,0,0
5956,7679508.984,-625769.9607,0,0,0,0,0,0,0,0
5957,47807.66356,0,0,44228.19349,0,0,727828.1783,0,-514241.5627,0
5958,0,0,0,0,0,0,0,0,0,0
5959,0,0,0,12923955.7,0,0,0,5950314.294,-3483377.172,0
5960,0,0,0,6815853.626,0,0,0,0,0,0
5961,0,0,0,0,0,0,0,3410981.597,0,188.9678513
5962,0,12413.99749,341288.4059,1506.742445,-10359.12808,0,0,2346522.657,0,0
5963,0,1340.752723,9039068.548,0,-7201986.382,0,0,0,0,0
5964,0,0,0,7858503.11,0,0,10988069.46,-6252176.125,0,0
5965,0,0,0,0,0,0,0,0,0,5128.954764
5966,0,0,0,0,0,0,0.448879799,0,0,0
5967,0,0,0,0,0,0,0,0,201.061425,-157.0901886
5968,17447601.05,0,-13935264.37,0,0,0,1709823.105,0,0,0
5969,0,0,26032.65572,372.1042549,0,0,2333345.465,6215588.057,0,-5597453.85
5970,0,2811825.698,0,686.8133416,0.039804987,998486.1491,0,3433583.727,6692854.27,-5391129.409
5971,23.01526753,22820106.49,0,0,10362.93068,0,0,0,12.01858675,0
5972,0,0,0,0,0.729344921,-0.621883538,0,0,0,0
5973,0,0,13159850.15,-11417942.52,214394.4533,0,0,0,0,0
5974,0,0,6301290.681,0,0,0,0,0,0,10.72861174
5975,0,0,0,0,0,0,2224404.08,-2029898.011,0,0
5976,0,6.036356361,0,0,0,0,0,0,0,0
5977,0,0,0,0,0,851508.6225,0,0,-543474.2717,1341120.872
5978,0,21290539.33,-6401231.65,5338960.303,0,11652611.01,40349.02562,0,0,0
5979,0,5859384.432,9929567.118,-4339.675872,0,0,0,0,0,0
5980,0,582975.0565,0,0,7509677.234,-5638112.39,0,0,0,3460338.496
5981,0,2003933.081,0,0,0,14194179.09,25408058.38,0,8399096.696,0
5982,17132978.24,0,0,0,0,12174053.71,2555813.121,0,0,-1897438.452
5983,0,0,6313554.43,9389944.207,-6169081.311,0,0,0,0,0
5984,12002224.96,0,0,0,0,7113.725847,0,13088547.82,0,0
5985,17.88708748,0.273742237,-0.173892566,0,0,0,158317.8985,136487.7098,0,0
5986,8467432.562,-6434128.545,0,0,8032.547468,0,1771870.602,0,0,0
5987,0,17495.63368,0,0,23430.18455,1633289.182,0,0,25676853.92,0
5988,12245304.08,0,0,5969240.965,-3437369.438,0,10292724.39,0,0,8656.868967
5989,0,0,0,137258.4489,0,4085171.62,3559.067576,0,0,-3233.466069
5990,0,10823554.08,-7156663.67,3167939.268,0,0,0,5788.995051,3393040.068,-2352017.86
5991,0,0,12256.71077,0,0,8074169.319,-6179449.078,0,-843.9105892,367215.1154
5992,0,0,0,0,0,2743.486733,-2628.050678,3008582.18,0,0
5993,0,2917.959149,0,0,0,0,0,0,3160470.821,0
5994,0,0,5357836.106,-4046578.94,0,0,0,15996740.1,7031080.563,0
5995,0,0,0,0,12672290.34,0,-10645936.75,0,0,0
5996,0,0,0,26901.04334,0,0,0,0,0,0
