,OtherHazNetCostYr1_,OtherHazNetCostYr2_,OtherHazNetCostYr3_,OtherHazNetCostYr4_,OtherHazNetCostYr5_,OtherHazNetCostYr6_,OtherHazNetCostYr7_,OtherHazNetCostYr8_,OtherHazNetCostYr9_,OtherHazNetCostYr10_
1442,91.04810022,0,-67.49907539,2857.271745,1017114.522,0,287907.2341,-579950.2026,0,5061437.327
1443,0,0,0,0,3378.247065,134.0474021,-102.3320837,0,0,4733708.512
1444,0,0,6303.95191,0,0,0,0,863147.6071,0,0
1445,0,96221.57595,0,-88674.48265,0,126347.0639,0,528270.28,0,0
1446,0,0,0,0,0,0,0,0,0,0
1447,0,0,920255.3384,0,0,0,0,0,0,0
1448,0,0,0,0,0,869861.4635,0,0,-166193.6507,0
1449,0,0,0,0,0,0,0,0,0,0
1450,0,0,0,0,0,0,0,0,0,1353633.693
1451,0,15765379.06,0,0,-11812233.7,-3149.890057,0,0,0,2585739.154
1452,0,0.156809305,-0.109754769,0,0,0,0,0,0,0
1453,0,933274.7158,0,0,0,0,0,0.00068069,0,-0.000549795
1454,0,17894360.82,-11419337.37,3382563.467,-2258065.234,0.556037007,0,0,12541830.62,0
1455,0,0,70472.8001,0,12.28126045,0,0,3434092.732,0,0
1456,0,0,2452449.056,0,0,0,0,0,0,0
1457,2035.77715,0,6320680.526,10362962.17,0,-4121888.734,-8506337.099,0,0,0
1458,0,0,3313276.036,0,0,7388662.776,-5472596.996,-356415.0735,0,11284475.64
1459,0.001008553,0,-0.000996073,0,0,0,0,0,0,44055.86667
1460,0,0,0,0,0,0,0,2890.801056,0,0
1461,0,0,255837.7216,16.8399766,-12.85773803,0,0.43509971,0,-0.373079398,0
1462,0,8881277.369,11701733.88,-8900482.53,0,9318.656864,-6013.559212,0,0,0
1463,0,0,0,0,0,0,0,0,0,1967.383291
1464,0,0,0,1743081.106,5136979.564,0,8139009.102,-6323602.76,110800.7874,0
1465,0,0,0,0,0,0,0,14136770.56,-8574105.32,0
1466,0,11419983.75,0,0,-7372153.986,0,4904630.918,-79300.07795,10731579.32,-11025973.64
1467,2992121.337,-2628086.616,0.015294213,-0.01166482,734678.0594,7537.97804,-5570.55014,-226420.4719,0,0
1468,0,0,0,2164818.691,0,-1520853.769,10726975.97,11723391.59,-8865347.9,1950868.799
1469,0,0,128.4602387,0,0,0,0,412416.2227,0,0
1470,11237471.28,0,0,0,0,0,0,0,0,428188.5552
1471,0,6340987.9,0,0,0,0,0,0,0,662188.076
1472,16551.63991,-14398.78855,0,0,0,18232546.84,-11221659,0,12104263.89,-9187386.258
1473,0,0,0,0,0,0,2240655.588,444026.7147,0,-328613.7491
1474,0,41198.95294,0,0,0,0,0,0,0,0
1475,0,0,0,0,19071727.73,0,0,4094847.068,0,5161354.023
1476,30197.92384,340604.693,0,0,0,0,20.46856578,1279.596292,0,0
1477,464016.1945,404.2978524,-232.8241132,11257827.86,-8422452.357,7879.781315,3549.144953,31102.36543,0,0
1478,521266.769,0,0,9446819.413,0,-5912603.189,1189853.614,-792805.5942,554561.6731,-424373.7385
1479,752361.5744,2279358.236,3028979.615,0,0,557.0620744,0,0,0,0
1480,0,14293936.98,8456566.226,-13578432.05,-2670312.134,0,0,0,0,0
1481,1705561.239,0,-1542605.926,11349888.89,0,-7978181.043,0,93813.42048,-61038.51445,0
1482,9976907.135,0,0,0,0,44610.10136,174316.3293,0,0,0
1483,0,0,0,7301542.464,0,-97.27820372,10191226,0,-3992101.634,0
1484,3494.703649,-2602.900699,0,0,0,0,0,0,1959063.926,0
1485,0,0,0,0,0,0,27766.77632,0,0,-19582.67313
1486,0,0,0,0,0,0,0,0,3309952.789,13939288.63
1487,1509532.462,0,-947856.6981,0,0,0,0,0,0,5542210.396
1488,0,0,2336.890127,-938.3197259,-670.3252678,0,0,0,8718551.076,0
1489,0,0,604212.3921,0,-502922.2139,0,0,0,0,0
1490,2364575.573,4962.535565,0,0,0,0,0,0,2588682.566,0
1491,0,0,0,0,249223.2445,-213513.6764,0,0,0,0
1492,1325493.098,-926202.9035,0,0,0,0,1496192.152,-1123773.615,0,0.126897065
1493,0,0,0,0,4724813.577,-3725903.065,0,0,0,417654.0759
1494,0,8000028.801,0,782967.2998,0,0,0,0,0,0
1495,103.2715234,0,0,0,5207436.17,0,0,0,0,13308112.52
1496,0,0,0,413121.0792,0,0,-255754.1373,0,0,0
1497,0,0,0,0,0,0,0,0,1895240.658,0
1498,0,0,0,0,3727705.862,13018665,0,0,0,0
1499,0,0,0,0,0,0,0,0,0,0
1500,0,0,0,0,10872158.39,-9813009.558,0,0,17721663.57,-15797834.73
1501,121479.1454,-92325.27891,0,0,0,0,0,1221664.802,-1081321.271,0
1502,11837764.65,-1339370.738,0,0,0,4288796.68,-3053869.713,0,0,1251542.231
1503,0,0,0.117649129,0,0,0,0,0,0,0
1504,0,44743.60896,-25111.96551,6320819.614,0.077065672,2860835.662,-2012650.891,211101.9253,-163902.8843,2152426.548
1505,0,16628155.51,0,0,0,0,0,0,0.000612902,-0.000409671
1506,0,0,0,35.31742943,12098549.02,0,0,0,0,5427485.27
1507,0,0,0,0,0,0,0,0,2694910.684,0
1508,0,0,0,0,3878387.782,-3085612.4,0,0,1325568.062,0
1509,0,0,0,0,0,16668556.37,-13117578.53,0,0,1412421.078
1510,452.8212987,0,0,0,0,0,0,0,0,0
1511,0,0,8072512.847,0,0,561373.9578,-317933.838,0,0,0
1512,0,0,403031.5156,0.018632297,-301868.175,0,0,0,0,0
1513,0,364157.3425,4.170073879,5075.839046,0,2781475.484,0,5277229.778,-3175877.002,0
1514,0,0,13471365.4,0,-10055485.76,0,0,0,0,0
1515,0,1025972.209,0,-800728.2998,0,0,0,0,0,0
1516,0,11629165.94,0,-6740456.811,0,-9.786696465,0,0,0,0
1517,0,0,15484807.24,5062335.495,0,-13986542.63,7545914.504,0,9515581.111,-7174295.856
1518,0,0,0,0,0,0,0,0,0,5824983.027
1519,12238173.81,-7839921.156,0,0,0,0,0,10807628.55,2887.334603,0
1520,0,0,0,0,0,0,12335218.92,-7297209.055,0,0
1521,570692.0532,-475516.4187,0,0,10816652.16,0,-9832187.289,700007.86,3504.754248,10414449.21
1522,0,35364.72921,197426.5643,0,-32192.66628,-144971.0212,0,0,0,45908.29126
1523,0,0,0,1.24667E-08,0,0,12.00887682,11180468.37,929890.0222,0
1524,0,2142848.127,0,0,121207.7603,1599448.681,-15116.16859,0,0,0
1525,0,0,0,0,3076043.518,10982175.87,9108422.916,-7001608.391,0,9795081.462
1526,11789422.9,-9446231.573,0,0,851121.9863,0,3667969.992,-3695884.313,0,502131.9672
1527,0,0,144.1912911,0,-80.01160043,0,14849.5988,0,0,0
1528,0,0,0,0,0,0,0,0,0,7286.971266
1529,0,0,0,0,18441676.27,-7534076.139,0,0,0,0
1530,0,7252117.278,-6076512.52,0,0,0,0,0,0,938.8021528
1531,8743954.065,0,6044035.712,0,0,0,0,0,0,0
1532,0,0,0,0,16756.66384,0,277707.5663,8793.910135,9494150.676,-6033146.396
1533,0,3405891.44,0,0,0,0,0,0,0,0.114695501
1534,0,0,0,0,0,0,0,0,0,0
1535,1885247.868,6507886.341,8090917.541,0,-10456039.78,0,0,0,0,0
1536,0,0,24.73814835,0,0,0,196793.1849,0,0,0
1537,0,0,0,0,0,0,21670.35285,-18118.64688,0,187393.9384
1538,0,0,0,241845.9845,0,0,-156475.0659,0,6951005.377,2970926.074
1539,0.031374184,0,0,0,0,0,0,0,0,0
1540,0,0,714821.1863,0,0,9044817.62,0,0,0,0
1541,0,2829988.543,0,77216.89532,-2316793.803,65727662.9,0,0,0,0
1542,0,0,0,0,14709108.82,0,-4898184.34,-39068.821,0,0
1543,0,0,0,0,0,0,0,0,0,0
1544,0,8751281.073,-6296565.118,0,0,0,0,9646456.487,0,-5824419.422
1545,0,0,0,0,0,0,0,1092428.532,0,0
1546,0,0,0,0,0,0,4329738.697,0,170562.3101,0
1547,0,3425828.152,0,0,0,0,462517.7304,-282.6829963,0,5221.656908
1548,0,719600.7481,-500154.4298,128.6557607,0,0,0,0,0,0
1549,0,0,0,4823.6094,0,-3784.566048,28591.96828,0,2195287.579,-1324980.275
1550,0,0,0,0,889.1201074,0,0,13372.68651,3365443.663,-2762447.015
1551,0,0,1672079.214,0,1021.78474,0,0,0,0,11873526.03
1552,0,0,0,0,0,0,0,0,4976276.661,8946.93351
1553,0,553.7904566,-460.0059463,0,0,0,0,0,0.000860612,0
1554,0,0,0,0,0,0,9210503.984,0,0,0
1555,0,0,0,0,0,0,0,0,0,0
1556,0,0,0,0,0,1008668.895,-131916.0534,0,0,0
1557,0,0,0,0,0,0,0,0.353472322,0,1512273.083
1558,0,0,7585218.771,436.4776666,-6228693.007,38466.43572,0,0,0,0
1559,0,2040259.829,10641468.97,0,-8561804.932,0,0,0,0,950523.6294
1560,0,0,0,0,0,0,0,75751.74519,0,8696.738198
1561,0,0,859723.9145,1.234615935,0,0,0,0,3009.286407,0
1562,24430.56537,0,18819771.16,0,-4232538.676,0,0,0,3.92696E-06,1531048.02
1563,0,0,0,0,327494.0375,-266074.4505,0,11.99592328,8623131.345,-8.684851672
1564,0,0,0,0,0,0,0,0,0,0
1565,0,0,63030.75274,-46427.90776,0,0,0,0,8373507.795,213751.3378
1566,0,0,0,0,0,0,18.97367245,0,0,0
1567,0,0,0,0,0,0,14752010.3,12.42656225,-1617085.022,1815278.421
1568,0,0,0,0,9997190.774,0,0,308479.8333,-253998.1417,0
1569,20790892.98,0,-12132236.07,-1001261.13,0,0,0,0,0,0
1570,0,0,18523634.19,0,0,0,0,0,0,0
1571,11063857.87,0,0,0,0,0,0,0,0,0
1572,0,0,0,9667.217559,6107883.658,2.368982107,-1.725765647,-4952844.33,1991331.029,0
1573,12366.63259,0,0,1236110.212,7685245.604,0,-1151588.619,0,0,1948.898806
1574,0,10107945.05,0,-5805588.03,0,0,645629.0877,-474391.245,0,0
1575,0,15372478.7,0,-14057311.24,0,5.11703379,0,0,3784920.464,-2846100.52
1576,0,0,21120.45157,521041.0659,-17969.45196,0,0,9964588.323,10649458.45,0
1577,611.7058852,0,0,0,0,0,0,0.968981733,-0.700185513,0
1578,0,0,0,0,53958.46354,5738.889458,0,0,0,1000872.985
1579,0,0,0,0,18932183.48,-11034366.14,1.082602167,0,0,0
1580,0,0,815862.49,0,914.4450592,336190.3865,0,-247357.0021,0,0
1581,38631.49575,-28105.6855,0,0,967673.029,11949.955,0,182940.4737,21822.32681,0
1582,0,0,0,0,0,0,0,0,0,0
1583,3893.88367,188112.5338,0,0,0,0,11437112.65,0,-9094513.26,0
1584,0,0,13199946.95,-10706711.48,0,-77737.58414,0,4937.810811,0,0
1585,7640733.564,0,0,0.051345727,0,53866.52419,0,5162030.339,0,0
1586,0,0,0,0,0,10.69549755,-7.430643387,0,0,0
1587,0,0,0,0,346848.2901,0,26435.72951,0,-24050.83878,19501.34589
1588,0,0,11678.40737,568629.1882,34795.34823,-36.4131685,-406349.5966,-26672.81461,0,0
1589,0,0,0,0,8598216.494,1438099.944,-8175364.91,0,0,0
1590,0,5970730.604,-4089901.207,0,0,0,0,227.3091718,0,0
1591,0,371042.1555,0,0,0,0,9068751.177,0.019117369,-7177571.652,0
1592,0,0,9090402.237,-7214142.761,0.000461245,0,4607951.814,2711044.36,0,-3589219.888
1593,0,12810892.52,10444765.66,-456064.9743,0,-7066206.083,0,2743.111989,0,0
1594,0,10454683.16,0,0,0,0,0,0,0,0
1595,0,133834.3978,-109127.4496,0,-285.9468651,1136603.424,0,0,0,0
1596,0,0,0,0,786.244585,387.889006,-202.3989296,0,0,0
1597,0.001167539,-0.000777795,0,0,0,12001972.46,-9291263.671,0,0,189.3788158
1598,0,0,14865233.04,0,0,0,53197.83972,0,0,0
1599,0,0,0,0,0,251685.097,0,-124030.669,0,0
1600,0,0,7068.087548,0,-5613.420924,7584535.276,-5005797.769,0,0,0
1601,0,4.171493272,0,0,-3.096020059,6347148.434,0,0,0,0
1602,0,0,6649616.931,-5962865.253,22021.2295,0,-20575.99713,0,765867.2819,53.48444352
1603,0,0,0,0,0,0,0,0,0,0
1604,0,1918264.567,-1336807.161,0,0,0,0,11113761.35,-6746424.007,0
1605,0,0,19719.14573,0,14554075.14,-14066925.73,0,0,0,0
1606,0,0,0,0,0,23405038.95,-19041814.35,7262.990978,-4398.749219,3748006.354
1607,0,0,12564449.14,0,0,0,220324.3005,0,0,15.98247451
1608,0,0,3089118.493,0,2688886.721,-2849095.433,241753.2289,0,0,1249995.482
1609,0,0,0,0,0,0,0,7402517.347,1129380.274,11481859.44
1610,0,6776416.68,-3380664.014,0,0,0,0,11.42135443,10431046.58,-10145708.38
1611,0,0,0,0,4137455.08,0,0,0,0,17314.38692
1612,0,0,0,8651105.058,0,0,0,0,0,1.71971E-06
1613,8107372.033,0,0,-5527869.555,0,0,368204.6954,0,-261685.4048,0
1614,0,0,0,4379546.077,0,-3008595.906,0,6839909.397,0,0
1615,0,11801410.73,0,-9464973.836,0,10687475.84,63.61624061,0,0,8893368.728
1616,0,13217261.54,-5729883.626,-2855314.389,0,0,457055.3313,-174702.9936,67202165.88,-42409221.91
1617,379274.9139,0,12697816.8,-7754429.286,0,0,0,0,0,0
1618,0,0,0,2875810.322,-1996200.842,0,15835.71242,0,17968175.94,-14861463.72
1619,7594550.267,0,-5752614.017,45.30130192,0,-32.27195789,29156.40355,0,0,0
1620,0,10963338.37,0,0,-7291352.992,16011215.57,0,0,0,0
1621,0,0,0,5186.952005,0,0,10809613.44,6949492.186,-6046036.546,0
1622,0,0,0,0,2000963.991,8924.487687,0,0,-7411.224171,0
1623,0,0,0,0,0,0,0,2926103.724,0,-1958978.957
1624,0,809362.9431,0,0,0,0,0,0,0,0
1625,0,0,0,12528.68278,0,0,1410109.994,-1140030.243,0,0
1626,0,0,0,11482775.39,0,0,0,0,0,2652102.847
1627,1.04204618,0,-0.612629378,0,0,0,0,0,10627465.13,0
1628,0,0,0,11266924.79,0,0,828.1517714,0,0,156.7863093
1629,0,0,0,0,0,17.32958494,0,-13.39840874,0,0
1630,0,0,0,0,0,0,0,0,0,0
1631,0,0,0,0,0,0,0,3813600.661,0,0
1632,0,0,0,0,0,0,0,0,3.496338973,-2.680235588
1633,626904.5809,0,-387425.6725,612269.7255,0,0,2416104.804,-1839645.921,0,0
1634,0,15188339.69,10446487.39,0,0,0,0,249.3075519,0,6217230.619
1635,1051416.108,0,-836545.2131,0,0,0,93096.59419,0,0,0
1636,0,0,10630232.88,-8392122.665,0,0,0,0,0,0
1637,0,0,0,0,0,0,0,0,0,0
1638,0,2147266.715,0,6596479.042,0,0,0,0,0,0
1639,3412245.461,-2525340.289,0,0,0,0,0,0,0,0
1640,0,0,115.5296409,23624.6214,0,8194853.998,0,-6563060.606,0,726.2176322
1641,0,0,4071005.644,0,-3497615.841,0,1709200.374,0,0,0
1642,0,0,0,2924478.416,-373831.1011,-1555407.655,12236129.02,-50384.25078,-8523968.317,0
1643,0,2816578.043,-2239843.476,0,0,21457785.01,10406579.94,-8677382.824,729578.4593,0
1644,13316293.37,0,-9331738.412,0,306594.4688,50433878.4,3691687.992,-2440306.87,0,0
1645,0,0,93380.44785,12675269.47,0,0,0,0,0,0
1646,0,8.791020062,3836297.691,6032186.386,9176494.003,-11748751.11,0,0,0,7426065.534
1647,10762362.24,-7569037.356,0,0,0,0,1230258.403,19509989.94,-1109776.258,-143493.8857
1648,0,0,0,0,0,0,0,0,0,0
1649,0,0,0,7617447.34,-352466.8264,0,110296.3648,0,0,0
1650,1019816.938,-937622.3022,0,0,0,2128356.55,0,8453089.442,-1977419.661,0
1651,0,0,0,0,0,0,0,454564.5912,0,0
1652,0,0,0,0,0,0,12039053.86,1385863.166,0,0
1653,0,0,0,5364221.986,0,2764831.003,478021.9343,0,0,0
1654,0,0,0,0,170606.2265,89247.97793,265.6392554,-137500.4183,0,9742033.719
1655,13421.51693,349.7340841,-243.1691686,0,1650269.693,0,1.687764691,7505825.514,0,-1.052381502
1656,0,0,0,0,0,0,0,1301.042962,0,11077950.93
1657,0,0,0.002674437,0,0,0,0,596278.6057,0,0
1658,20308.2038,0,0,3.995517113,6794.692207,0,0,-3979.590002,0,0
1659,0,0,0,0,583.1308706,10391.5725,0,-7697.641022,0,0
1660,17446.78003,0,412770.2872,-325545.8047,0,0,0,0,0.012829726,0
1661,0,0,0,9936584.177,-8420733.422,0,0,0,0,0
1662,11469.27482,0,0,-8954.230736,0,0,0,0,0,830.7104063
1663,0,0,0,0,303.5738598,291599.3556,0,0,0,0
1664,0,0,0,6171125.773,0,7722.426739,-4757.213876,0,0,0
1665,0,0,6774.436764,0,0,658634.0092,0,2429058.207,119636.587,0
1666,1782501.727,0,40.67482415,0,0,-33.03259281,0,0,0,0
1667,0,25.49469547,0,5361903.869,4925790.945,0,0,4360428.675,-3159586.387,0
1668,0,0,3151247.808,0,14198531.09,-3005116.776,0,0,363987.1569,25090147.04
1669,132336.6715,10787057.53,-117117.5314,0,0,0,0,8711.234865,-5616.649295,246811.7816
1670,0,0,0,0,0,0,0,0,300.3624184,0
1671,0,0,0,12461581,13259170.57,-7970866.284,0,-107137.4425,0,2118227.795
1672,0,0,0,0,0,27470.4615,7371079.577,0,-4531390.332,0
1673,3039518.402,0,0,-2814053.047,0,0,0,0,0,0
1674,0,0,0,0,0,0,592901.3979,0,-382733.8956,8207334.273
1675,0,10929.64018,12287615.3,0,0,0,0,0,6858818.763,21147593.4
1676,0,0,0,0,1.188452471,0,0,26335.09918,-17047.74742,4749852.451
1677,0,0,2002.882811,3080986.422,0,0,0,0,0,53119.63029
1678,37.5326555,-32.35144642,0,0,0,0,0,0,37732.21415,0
1679,0,0,0,997661.197,8508035.628,0,0,0,0,0
1680,0,0,0,0,0,0,0,0,20527662.21,7349682.46
1681,467.7176677,69979.88547,-297.5213663,0,0,0,7701519.207,11908089.84,0,0
1682,6689905.062,-5717814.325,0,0,0,0,99383.55633,9476.235946,3128436.297,0
1683,0,0,0,0,11322.03537,0,-10172.99302,12751908.47,0,-470623.913
1684,0,7305658.374,1866097.43,0,-5085243.656,245903.2359,20667669.7,-19337513.48,0,0
1685,101809.9915,0,-72082.96494,0,0,24057639.59,199312.4369,0,-18180466.16,11525853.35
1686,30573640.43,0,-5439487.052,0,934001.5731,-627013.0988,0,0,0,0
1687,0,789298.5942,913680.9701,-32614.87202,-761267.6656,0,0,0,0,0
1688,0,0,0,0,0,0,908508.389,0,0,0
1689,157194.3704,0,12412550.34,-7017091.796,0,0,0,0,0,0
1690,6614312.96,-5038438.868,3739350.781,-2870209.414,0,20.75782882,5014749.087,-3593377.993,-51056.61514,0
1691,0,5.351289715,0,1042728.758,9849636.376,-745998.9737,10011.76628,-9214.112195,0,0
1692,34.82253635,0,0,0,0,152638.1973,166279.5162,134259.6531,-242195.8278,4848532.305
1693,0,0,0,0,0,0,0,4515352.771,1824095.416,-418345.6728
1694,29300861.44,0,11234809.82,-7367981.154,0,0,0,0,200503.9665,-155873.2002
1695,0,0,0,0,0,0,0,0,6659036.157,0
1696,0,0,0,0,75973.60537,-54136.27117,0,6382637.288,0,8055504.291
1697,0,2900136.216,0,531259.305,-164.6161542,-224282.6657,-176527.1517,0,0,7391.630464
1698,0,0,0,0,0,6351.265658,0,783397.1059,-5382.037909,0
1699,0,0,0,0,1.189412774,0,-0.811705199,9302608.623,0,-3800578.469
1700,0,0,21531.44261,-18139.17129,0,0,0,0,0,0
1701,13.11739509,8501.120993,0,0,0,0,0,1403371.36,0,109260.4888
1702,7928451.696,-6221740.265,0,0,0,0,0,0,0,0
1703,0,0.000342986,0,81391.90771,11254959.79,-8499178.068,-18007.77125,0,0,3810.311035
1704,0,0,0,0,0,0,0,0,4892966.797,0
1705,4167291.938,0,0,-3383975.991,0,0,0,5331084.137,0,0
1706,0,517.8529368,0,6666.1026,0,258.6930116,0,18228050.56,-13343762.04,654780.6516
1707,0,0,0,0,0,0,0,0,0,13061875.09
1708,0,9.650213114,52.25253188,0,0,0,0.146106509,0,216.191827,1984608.164
1709,0,14633338.54,-8231732.191,435163.3246,0,-313402.3745,-2055.387648,0,0,2184.687123
1710,0,0,0,0,0,0,39417.52859,-29426.27244,0,0
1711,16739026.32,2754545.609,-16932710.33,0,3236507.047,0,0,0,0,78056.48187
1712,0,0,0,0,7076296.764,0,0,0,0,0
1713,0,0,0,0,0,0,0,0,0,0
1714,577969.3975,0,228168.4748,0,0,0,104.1450305,-91.36674799,0,0
1715,0,0,3379107.583,0,0,398691.7768,0,0,246749.1781,-364687.4915
1716,299367.271,0,0.010863404,-232749.6819,0,0,0,0,1669851.939,4827240.648
1717,705957.6701,0,0,0,1585683.444,0,0,0,0,0
1718,0,3450031.876,9005764.651,0,11742239.2,0,0,7788813.746,9619803.911,-6717505.28
1719,0,2815918.86,0,-1865662.168,0,0,0,0,0.050572957,0
1720,15373179.92,18948503.71,-24982110.11,0,0,0,0,1785557.041,12178.88936,0
1721,3423642.334,-2710678.926,0,0,0,0,0,0,0,0
1722,0,0,0,0,239.3644516,0,0,0,0,0
1723,9614390.049,-8013611.995,0,379293.6163,0,0,0,0,0,0
1724,0,0,0,0,10451815.07,0,0,2442614.565,1410939.024,0
1725,0,0,0,0,0,253.6284678,8338.948503,0,3236773.952,0
1726,0,0,0,0,0,5.503779294,0,0,0,0
1727,0,61292.29178,-1534.790751,0,-36946.94706,0,11747.83289,106799.6857,0,0
1728,31207.78955,-29794.62862,0,0,0,0,0,0,0.001993845,0
1729,0,0,0,0,0,0,0,0,0,0
1730,0,0,0,0,0,51.23047318,0,0,13501.81344,-10677.19139
1731,0,0,0,0,0,4301815.537,-3237230.344,0,0,7882465.306
1732,0,0,25662.07667,0,0,0,0,0,0,0
1733,0,0,44.18308455,1090014.851,0,0,9204030.592,38593.69242,27381775.21,-6021363.899
1734,0,245553.8065,0,-193428.974,0,0,0,0,0,3.888614411
1735,0,0,5078617.68,0,0,0,0,0,0,0
1736,10230193.76,-7170944.366,-0.086106965,0,0,0,0,0,0,0
1737,0,0,79823.32215,16747621.61,0,-12759924.16,0,0,-32099.42311,0
1738,0,27050.9192,-17744.86379,0,3880559.239,2252193.493,-1959530.699,0,0,0
1739,0,0,0,0,0,0,0,0,4218.78035,54332.60254
1740,101974.0505,489730.7945,0,0,-356920.9562,6923936.56,0,0,0,7027466.564
1741,0,0,0,0,3012.913889,20.94412581,0,-15.71505169,0,36968.03766
1742,17622.75255,0,10132975.81,0,-5693463.83,0,847.919161,0,80889.1479,-60552.34694
1743,0,0,0,0,0.383682555,-0.291743896,0,0,0,0
1744,0,526479.8952,0,0,0,0,5491867.755,0,213911.4352,0
1745,0,0,0,902119.2987,223.486274,-168.5538563,-699927.1778,0,172.6566193,82002.25488
1746,11665292.79,-8466016.257,0,0,0,0,0,2299258.429,432098.2864,-1710427.183
1747,0,0,0,0,0,0,0,0,0,0
1748,0,0,0,0,0,0,0,0,0,0
1749,0,5952284.136,-4536493.385,0,2164777.342,0,0,4959889.915,-3692584.681,0
1750,0,0,0,507495.7682,0,0,0,0,0,0
1751,0,0,7195764.483,5273428.077,-5710976.652,-3780350.701,0,0,0,0
1752,2.456933324,10271430.49,0,0,0,0,10836659.68,-7365279.897,450842.7507,0
1753,0,0,0,0,0,114940.3015,1090895.855,-248366.9674,-91258.70046,4238.847997
1754,0,2468720.457,0,0,0,0,0,0,0,0
1755,0,0,0,149382.818,0,0,0,0,0,0
1756,0,0,1230.062616,0,211679.5985,0,-171636.867,0,0,0
1757,0,0,0,1645119.789,6092730.223,-1409340.252,-3815796.552,2.438062118,-1.696597893,456366.9281
1758,0,0,0,0,0,0,0,642689.533,0,0
1759,0,0,0,0,0,1383326.849,0,0,0,0
1760,0,0,0,0,11084109.92,-5170058.21,-1482077.447,0,0,0
1761,0,0,0,0,0,0,0,0,13558508.57,7571105.299
1762,0,0,6851955.856,7577497.936,0,0,-5925634.963,3.46254E-05,-2.83421E-05,0
1763,0,0,0,10417644.76,0,0,-4290816.516,0,222387.2708,-151804.7913
1764,0,0,0,8957276.319,-7234985.387,5605666.075,1799368.105,-4103046.685,0,0
1765,3509088.619,3471297.393,0,-792261.6045,0,1839966.591,0,-510914.7538,0,0
1766,11835049.78,-8757129.71,0,0,0,1.79120182,0,12221427.1,0,-7376677.476
1767,0,0,0,8648078.12,-7753966.738,67347.02441,-52670.84701,0,0,0
1768,9489166.356,0,0,0,0,0,1354996.812,0,0,0
1769,0,2723854.956,0,0,0,0,0,0,0,8724771.418
1770,5332193.346,0,7.044861985,0,0,0,0,0,0,0
1771,0,362335.4893,0,0,0,0,0,0,4079893.272,2503423.908
1772,39.66455382,0,0,0,0,0,0,0,0,1493908.292
1773,609099.9974,435632.0711,-382804.2534,17396354.82,-18414.0051,0,10.9509407,0,0,0
1774,1871.511448,-1091.931326,0,0,0,0,3471442.258,0,324361.2926,0
1775,0,0,0,0,0,815818.1673,9441251.381,-651801.9506,0,0
1776,0,0,0,0,6466631.846,0,712193.9878,0,11846427.61,0
1777,0,48335.39501,-29112.7764,0,0,0,0,39775.22773,-32923.37578,0
1778,0,0,0,0,16219.73272,3152965.467,0,15055574.17,-11759792.18,418053.2727
1779,0,0,0,0,0,0,0,0,0,0
1780,896017.8537,83.30215948,0,2786469.024,1041898.791,2920652.971,1486483.662,-3381386.582,-293496.9835,0
1781,0,0,0,0,19232480.56,-9761989.686,-5242016.08,0,3081428.989,0
1782,0,0,0,13104899.44,-8308843.77,1695755.553,4115807.671,-3776196.651,0,0
1783,29222.92582,40440.1459,-15600.35834,0,-12106.79264,0,0,0,8970986.598,0
1784,0,0,0,0,13024164.71,3663307.954,-3090379.893,497282.7614,0,660674.2993
1785,0,6127081.148,0,0,-4609457.103,0,0,0,0,8422546.662
1786,0,0,0,0,0,6461619.627,0,0,0,11798548.14
1787,142.6118304,0,0,-115.7698332,0,0,0.023875699,0,0,0
1788,0,0,11080415.87,275072.1056,0,-6538811.081,0,0,-1578246.161,1057894.998
1789,0,0,0,453657.6342,4242497.012,0,0,2.786817186,356974.9756,0
1790,0,0,0,0,0,0,0,0,0,448583.0515
1791,0,1407007.032,1662699.42,-2350814.632,0,0,0,0,0,10997491.07
1792,0,0,0,0,0,0,0,0,7735409.207,0
1793,0,11865922.23,-9770148.528,0,317.3769988,6317987.663,0,0,0,0
1794,482.4660064,0,11046425.71,0,0,43326.78647,-32873.76352,0,0,6464971.454
1795,95579.64211,0,0,-82711.72057,0,0,0,0,7525.407275,7957194.251
1796,8683192.134,0,0,0,0,0,0.024163749,0,0,-0.023128238
1797,0,0,0,0,0,0,11791557.46,0,2741264.197,1607610.263
1798,0,0,12515338.5,0,10365987.17,0,16959.99051,0,0,0
1799,0,0,0,2483898.713,8804356.69,0,0,-6850401.811,0,0
1800,0,0,0,0,0,0,0,0,0,0
1801,0,0,0,0,0,0,5975192.201,0,0,0
1802,0,0,0,19974.77787,0,0,0,0,0,0
1803,0,0,0,0,0,0,0,0,0,0
1804,0,0,0,0,1567591.355,429561.8228,4146460.55,0,-1138383.355,-2907927.188
1805,0,0,0,14748418.04,0,-10351717.88,0,7.065362264,0,8816091.041
1806,0,0,0,0,0,4888450.026,0,0,4216556.404,-5309946.514
1807,0,0,0,0,0,0,10360.16357,244102.6528,-195896.3594,0
1808,0,0,0,8095627.353,-491617.1104,-5799275.913,0,0,0,1546115.261
1809,2500984.31,0,0,0,0,0,0,0,0,1951.866676
1810,0,0,6.56044E-07,233172.7948,0,0,1624779.942,10999956.37,-8714487.276,0
1811,0,0,0,1502539.871,2317972.842,0,-2343819.766,0,0,0
1812,875465.8076,-724275.9701,0,0,12954286.66,4660807.218,19639.39207,0,-11744602.09,0
1813,0,0,0,0,0,0,0,0,0,23260144.77
