trial,sequence,event_id,economic_loss,insured_loss,pa_loss
2320,1,569,522798747.7,26139937.38,17498135.47
2324,1,570,1310113183,65505659.14,39186918.01
2324,2,571,654176973.3,32708848.66,21117316.88
2334,1,572,197858723.3,9892936.167,8546751.867
2339,1,573,186781100.4,9339055.018,8241587.698
2341,1,574,154361767.4,7718088.368,7348506.316
2342,1,575,119462758.1,5973137.903,6387115.302
2343,1,576,243353576,12167678.8,9800035.082
2346,1,577,121441990.3,6072099.517,6441638.802
2349,1,578,718091362.4,35904568.12,22878017.84
2355,1,579,261306127.8,13065306.39,10294588.43
2372,1,580,564997246,28249862.3,18660611.37
2373,1,581,307129287.1,15356464.35,11556915.77
2377,2,582,184524693.3,9226234.667,8179428.643
2379,1,583,998560017,49928000.85,30604312.94
2380,1,584,285881606.6,14294080.33,10971588.87
2384,1,585,676442601.1,33822130.06,21730686
2384,2,586,224167169.5,11208358.48,9271491.746
2387,1,587,292656205.9,14632810.29,11158214.19
2387,2,588,245350527.4,12267526.37,9855046.706
2388,1,589,498165756.4,24908287.82,16819550.69
2395,1,590,119415059.8,5970752.991,6385801.32
2401,1,591,896708136,44835406.8,27798517.44
2402,1,592,165019811.8,8250990.589,7642112.019
2423,1,593,542021536.2,27101076.81,18027681.05
2424,1,594,397997098.6,19899854.93,14060124.29
2428,1,595,455567976.1,22778398.81,15646075.46
2441,1,596,114924725.6,5746236.278,6262102.479
2451,1,597,79490097.07,3974504.853,5285956.333
2453,1,598,57733217.37,2886660.868,4686602.108
2456,1,599,133041175.2,6652058.761,6761170.855
2470,1,600,164370454.8,8218522.741,7624223.661
2475,1,601,1168071523,58403576.17,35273982.43
2477,1,602,397167597.4,19858379.87,14037273.36
2477,2,603,396376933.7,19818846.69,14015492.31
2481,1,604,202434073.4,10121703.67,8672792.707
2485,1,605,254179406.5,12708970.32,10098262.92
2487,1,606,124880902.4,6244045.118,6536373.27
2495,1,607,400169497.6,20008474.88,14119969.11
2499,1,608,573957735.2,28697886.76,18907453.15
2506,1,609,808050818.6,40402540.93,25356203.17
2508,1,610,212455831.7,10622791.59,8948870.126
2514,1,611,362571043.5,18128552.18,13084214.33
2517,1,612,978630194.4,48931509.72,30055290.12
2529,1,613,306200995.1,15310049.75,11531343.37
2530,1,614,1843832594,92191629.72,53889714.93
2534,1,615,149466562.5,7473328.125,7213654.18
2536,1,616,248711234.3,12435561.71,9947626.794
2538,1,617,1075306961,53765348.03,32718522.58
2540,1,618,955869498.8,47793474.94,29428282.98
2542,1,619,523285419.2,26164270.96,17511542.2
2544,1,620,167041580.5,8352079.025,7697807.304
2553,1,621,451809809,22590490.45,15542546.21
2554,1,622,139145600.4,6957280.019,6929334.354
2557,1,623,479383996.7,23969199.84,16302154.49
2560,1,624,209173310.9,10458665.54,8858443.889
2561,1,625,457933276.3,22896663.82,15711234.28
2568,2,626,200869542.1,10043477.11,8629693.308
2569,1,627,202194487.4,10109724.37,8666192.638
2570,1,628,194155395.4,9707769.769,8444733.32
2577,1,629,345299159.5,17264957.97,12608411.88
2580,1,630,670166491.2,33508324.56,21557792.96
2582,1,631,546039094.5,27301954.72,18138355.95
2589,1,632,404615678.3,20230783.91,14242451.62
2590,1,633,184768207,9238410.348,8186136.908
2595,1,634,208347191.7,10417359.59,8835686.123
2595,2,635,158035812.9,7901790.643,7449718.196
2603,1,636,848224108.6,42411205.43,26462889.03
2604,1,637,343189255.5,17159462.78,12550288.66
2606,1,638,795916395.8,39795819.79,25021926.49
2612,1,639,240077173.6,12003858.68,9709777.397
2620,1,640,341256632.5,17062831.62,12497049.14
2622,1,641,214326512.6,10716325.63,9000403.274
2623,1,642,234594604.3,11729730.21,9558744.659
2626,1,643,578196204.7,28909810.23,19024213.67
2635,1,644,161365621.3,8068281.065,7541447.101
2639,1,645,1492808134,74640406.69,44219762.43
2640,1,646,265280926.5,13264046.33,10404085.4
2642,1,647,108353712.9,5417685.647,6081085.521
2645,1,648,165445074.2,8272253.71,7653827.064
2658,1,649,537230260,26861513,17895691.92
2662,1,650,614469385.8,30723469.29,20023460.1
2662,2,651,708957749.2,35447887.46,22626406.87
2668,1,652,162935156.9,8146757.845,7584684.358
2669,1,653,230553807.6,11527690.38,9447429.59
2671,1,654,365964408,18298220.4,13177694.06
2671,2,655,543873052.2,27193652.61,18078686.25
2674,1,656,129824312.9,6491215.647,6672553.369
2675,1,657,93849733.69,4692486.685,5681532.766
2675,2,658,389060070.4,19453003.52,13813928.81
2680,1,659,651120396.8,32556019.84,21033114.91
2681,1,660,161347704.4,8067385.221,7540953.53
2685,1,661,488906258.5,24445312.93,16564471.87
2689,1,662,240883735.3,12044186.76,9731996.397
2690,1,663,500170357,25008517.85,16874773.03
2690,2,664,106569840.7,5328492.033,6031943.76
2695,1,665,238169915.3,11908495.76,9657236.62
2700,1,666,746426507,37321325.35,23658588.81
2707,1,667,82561558.08,4128077.904,5370568.334
2710,1,668,181649902,9082495.098,8100234.458
2713,1,669,1038192465,51909623.25,31696099.79
2722,1,670,426158948.6,21307947.43,14835921.38
2731,1,671,283452050.7,14172602.54,10904659.94
2731,2,672,1063721143,53186057.16,32399358.77
2734,1,673,100765715.2,5038285.762,5872052.859
2740,1,674,255679478.2,12783973.91,10139586.6
2744,1,675,2538926426,126946321.3,73038022.51
2746,1,676,185111787.7,9255589.386,8195601.803
2746,2,677,343749009.9,17187450.49,12565708.66
2750,1,678,199723416.6,9986170.831,8598120.069
2753,1,679,948933598.3,47446679.91,29237214.16
2757,1,680,254306446,12715322.3,10101762.58
2759,1,681,227195217.2,11359760.86,9354907.806
2762,1,682,353814843,17690742.15,12843000.25
2770,1,683,603028597,30151429.85,19708291.51
2775,1,684,605940876.2,30297043.81,19788518.4
2778,1,685,250206764,12510338.2,9988825.351
2783,1,686,455567976.1,22778398.81,15646075.46
2784,1,687,202543118.7,10127155.93,8675796.665
2788,1,688,317799027.9,15889951.39,11850843.68
2797,1,689,276314194.3,13815709.71,10708027.68
2799,1,690,158151923.7,7907596.184,7452916.794
2801,1,691,312874003,15643700.15,11715170.07
2808,1,692,401534489.4,20076724.47,14157571.64
2813,1,693,240089383,12004469.15,9710113.739
2821,1,694,314172807.3,15708640.36,11750949.28
2835,1,695,182631387.7,9131569.384,8127272.233
2847,1,696,987906279.6,49395313.98,30310825.88
2863,1,697,769935978,38496798.9,24306223.07
2863,2,698,528728614.6,26436430.73,17661490.27
2870,1,699,3158245060,157912253,90098889.9
2872,1,700,598040506.1,29902025.31,19570880.57
2877,1,701,118782155.5,5939107.775,6368366.197
2882,1,702,194735234.6,9736761.732,8460706.618
2888,1,703,675299918.8,33764995.94,21699207.61
2897,1,704,454897239.7,22744861.98,15627598.14
2901,1,705,519367302.9,25968365.14,17403606.71
2903,1,706,136462139.4,6823106.968,6855410.9
2907,1,707,307493134.5,15374656.72,11566938.97
2908,1,708,357696827.8,17884841.39,12949940.39
2917,1,709,54808833.83,2740441.691,4606041.768
2918,1,710,330856820.4,16542841.02,12210557.17
2924,1,711,340670585.9,17033529.29,12480904.85
2924,2,712,238989150.2,11949457.51,9679804.743
2925,1,713,146658835.9,7332941.797,7136307.483
2926,1,714,450294154.4,22514707.72,15500793.26
2928,1,715,776613035.4,38830651.77,24490161.33
2936,1,716,317531728.8,15876586.44,11843480.18
2937,1,717,157543528.2,7877176.408,7436156.834
2939,1,718,140047879.3,7002393.965,6954190.155
2940,1,719,740462460.9,37023123.04,23494292.45
2942,1,720,177591754.5,8879587.727,7988441.414
2943,1,721,283297748.9,14164887.44,10900409.27
2946,1,722,789242024.5,39462101.22,24838062.23
2952,1,723,806021756,40301087.8,25300306.96
2953,1,724,281884716,14094235.8,10861483.31
2956,1,725,180262765.9,9013138.293,8062021.906
2962,1,726,2391105760,119555288,68965887.98
2964,1,727,769935978,38496798.9,24306223.07
2972,1,728,638222445.7,31911122.29,20677804.7
2973,1,729,127613154.7,6380657.736,6611640.819
2980,1,730,139672815.4,6983640.769,6943857.969
2980,2,731,181323082.4,9066154.121,8091231.298
2982,1,732,83176586.58,4158829.329,5387511.018
2984,1,733,341444082.8,17072204.14,12502212.99
2985,1,734,599662060.2,29983103.01,19615550.82
2988,1,735,374298534.3,18714926.71,13407280.93
2992,1,736,292017119.6,14600855.98,11140608.77
2993,1,737,480608922.9,24030446.14,16335898.51
2996,1,738,1164449923,58222496.14,35174215.3
3003,1,739,310440167.4,15522008.37,11648123.25
3004,1,740,415762555,20788127.75,14549523.58
3008,1,741,179749962.9,8987498.145,8047895.312
3017,1,742,329555440.3,16477772.01,12174707.01
3022,1,743,354896260.5,17744813.02,12872790.92
3026,1,744,382301452.4,19115072.62,13627743.73
3030,2,745,495241957,24762097.85,16739006.44
3034,1,746,592892111.8,29644605.59,19429053.62
3046,1,747,406980832.5,20349041.63,14307606.42
3049,1,748,325795464.1,16289773.21,12071127.93
3049,2,749,421835567,21091778.35,14716821.71
3053,1,750,147985172.2,7399258.61,7172845.132
3056,1,751,124498890.8,6224944.539,6525849.691
3066,1,752,151571713.6,7578585.68,7271646.466
3081,1,753,1128822686,56441134.29,34192763.2
3091,1,754,377932233.5,18896611.67,13507381.35
3093,1,755,560775602.4,28038780.12,18544314.36
3096,1,756,492534281.3,24626714.07,16664415.93
3108,1,757,294591041.1,14729552.06,11211514.65
3110,1,758,236425259.6,11821262.98,9609175.189
3113,1,759,418208183,20910409.15,14616895.26
3114,1,760,346011022,17300551.1,12628022.13
3116,1,761,1305089091,65254454.54,39048515.31
3118,1,762,368634908,18431745.4,13251260.47
3118,2,763,923704007.4,46185200.37,28542194.37
3120,1,764,244723867.7,12236193.39,9837783.608
3120,2,765,132441980,6622099.001,6744664.344
3123,1,766,1098358758,54917937.88,33353548.93
3128,1,767,332990175.4,16649508.77,12269326.41
3141,1,768,869591475.5,43479573.77,27051513.03
3161,1,769,122760012.4,6138000.621,6477947.413
3161,2,770,138622940,6931147.001,6914936.21
3162,1,771,851917287.9,42595864.4,26564628
3163,1,772,344416503.1,17220825.16,12584096.63
3164,1,773,2412907349,120645367.4,69566473.85
3166,1,774,1066856316,53342815.8,32485725.89
3171,1,775,239596357,11979817.85,9696531.956
3176,1,776,137212934.7,6860646.734,6876093.661
3178,1,777,638411493.5,31920574.68,20683012.56
3179,1,778,456267393.1,22813369.65,15665342.86
3182,1,779,424415145.4,21220757.27,14787883.43
3190,1,780,403412538.7,20170626.93,14209307.77
3191,1,781,345070851.9,17253542.6,12602122.51
3199,1,782,425119987.6,21255999.38,14807300.28
3204,1,783,280401408.1,14020070.41,10820621.44
3208,1,784,249358479.7,12467923.99,9965456.984
3222,1,785,111501771.5,5575088.575,6167807.617
3223,1,786,747365633.6,37368281.68,23684459.69
3234,1,787,200520776.5,10026038.82,8620085.581
3236,1,788,150314776.6,7515738.831,7237020.615
3238,1,789,602900602.4,30145030.12,19704765.54
3238,2,790,912472500.3,45623625.01,28232791.03
3247,1,791,833413437.8,41670671.89,26054887.6
3254,1,792,336936899.4,16846844.97,12378049.99
3256,1,793,243424564.7,12171228.24,9801990.664
3257,1,794,267289562.4,13364478.12,10459418.91
3269,1,795,477908694.5,23895434.73,16261513.15
3269,2,796,367860320.1,18393016,13229922.27
3273,1,797,314904716.6,15745235.83,11771111.77
3275,1,798,157084158.9,7854207.945,7423502.22
3276,1,799,61406187.52,3070309.376,4787784.365
3276,2,800,199469147.8,9973457.389,8591115.522
3276,3,801,1534915500,76745775,45379727.84
3278,1,802,917001516.6,45850075.83,28357555.48
3278,2,803,1205902169,60295108.47,36316133.59
3278,3,804,314925124,15746256.2,11771673.95
3284,1,805,320298942.2,16014947.11,11919710.83
3289,1,806,545389004.4,27269450.22,18120447.4
3292,1,807,160724316.1,8036215.805,7523780.552
3295,1,808,408979042.4,20448952.12,14362652.71
3308,1,809,52038731.24,2601936.562,4529731.529
3308,2,810,197835487.9,9891774.396,8546111.783
3310,1,811,520196936.7,26009846.83,17426461.29
3310,2,812,172186654.9,8609332.744,7839542.796
3318,1,813,277409322.3,13870466.11,10738196.05
3329,1,814,170910163.6,8545508.181,7804378.267
3329,2,815,742688094.3,37134404.71,23555603.75
3331,1,816,302113714.1,15105685.71,11418747.76
3333,1,817,386995730.8,19349786.54,13757060.79
3342,1,818,335080825.9,16754041.29,12326919.24
3344,1,819,144331364.6,7216568.231,7072190.763
3348,1,820,271086243.4,13554312.17,10564009.13
3349,1,821,761806410.4,38090320.52,24082271.35
3352,1,822,429052710.4,21452635.52,14915638.15
3353,1,823,69932842.27,3496642.114,5022674.965
3356,1,824,184856514.3,9242825.713,8188569.58
3358,1,825,127696646.3,6384832.315,6613940.828
3360,1,826,1052249404,52612470.19,32083337.56
3364,1,827,78816819.96,3940840.998,5267409.028
3366,1,828,542021536.2,27101076.81,18027681.05
3375,1,829,580654447.7,29032722.39,19091932.87
3379,1,830,94315477.69,4715773.884,5694362.989
3384,1,831,391199661.2,19559983.06,13872869.83
3389,1,832,285294206.5,14264710.33,10955407.29
3390,1,833,265280926.5,13264046.33,10404085.4
3393,1,834,605416136.5,30270806.83,19774062.98
3396,1,835,246665624.7,12333281.23,9891274.744
3397,1,836,663401568.9,33170078.45,21371434.22
3413,1,837,847817924.6,42390896.23,26451699.55
3415,1,838,665433129.3,33271656.46,21427399.24
3426,1,839,783346816.6,39167340.83,24675662.21
3427,1,840,87861603.6,4393080.18,5516572.941
3433,1,841,348486072,17424303.6,12696204.31
3436,1,842,309748116,15487405.8,11629058.75
3442,1,843,387075403.5,19353770.17,13759255.6
3447,1,844,273006836.5,13650341.82,10616917.24
3452,1,845,284438414.4,14221920.72,10931832.09
3470,1,846,65988747.13,3299437.357,4914023.812
3471,1,847,1368146873,68407343.65,40785618.64
3472,1,848,195652224.8,9782611.241,8485967.682
3472,2,849,510456427.5,25522821.38,17158131.67
3481,1,850,145358257.1,7267912.854,7100479.394
3482,1,851,800107732,40005386.6,25137388.59
3483,1,852,284852093.5,14242604.68,10943228.05
3488,1,853,829531093.2,41476554.66,25947937.53
3489,1,854,237308756.7,11865437.84,9633513.595
3490,1,855,178143102.5,8907155.124,8003629.838
3491,1,856,647666424.4,32383321.22,20937965.56
3492,1,857,635360240.6,31768012.03,20598957.24
3499,1,858,154554066.9,7727703.344,7353803.745
3500,1,859,229190949.3,11459547.46,9409885.839
3503,1,860,740119352.3,37005967.62,23484840.56
3504,1,861,108362721.9,5418136.093,6081333.697
3504,2,862,65250552.18,3262527.609,4893688.163
3506,1,863,161589414.8,8079470.739,7547612.12
3509,1,864,1006773596,50338679.79,30830578.99
3514,1,865,336331220.5,16816561.03,12361364.87
3515,1,866,169240599,8462029.95,7758385.431
3516,1,867,151245272.9,7562263.645,7262653.742
3529,1,868,3087480074,154374003.7,88149470.05
3530,1,869,120486247.4,6024312.368,6415310.183
3531,1,870,160441554.1,8022077.706,7515991.081
3532,1,871,534054300.7,26702715.03,17808201.22
3536,1,872,215689058.8,10784452.94,9037938.427
3544,1,873,375801413.3,18790070.67,13448681.94
3551,1,874,64186944.02,3209347.201,4864388.095
3554,1,875,1208878507,60443925.37,36398125.17
3554,2,876,402228330.6,20111416.53,14176685.44
3555,1,877,270911635.6,13545581.78,10559199.07
3563,1,878,381062924.1,19053146.2,13593625
3563,2,879,155294736.8,7764736.839,7374207.574
3566,1,880,480145462.4,24007273.12,16323131.19
3569,1,881,1598426364,79921318.21,47129312.58
3569,2,882,743342653.5,37167132.68,23573635.42
3573,1,883,207028120.5,10351406.03,8799348.609
3577,1,884,1341566309,67078315.45,40053382.51
3584,1,885,138681972,6934098.601,6916562.411
3584,2,886,307300845.9,15365042.29,11561641.84
3587,1,887,915716912,45785845.6,28322167.45
3615,2,888,390666057.5,19533302.87,13858170.22
3620,1,889,289247213,14462360.65,11064303.93
3624,1,890,719902900.4,35995145.02,22927921.73
3632,1,891,295762071,14788103.55,11243773.95
3633,1,892,388435909.8,19421795.49,13796734.56
3643,1,893,211656269.5,10582813.48,8926843.944
3645,1,894,330236011.2,16511800.56,12193455.25
3650,1,895,286877085.4,14343854.27,10999012.12
3650,2,896,605259678.5,30262983.93,19769752.9
3652,1,897,312499474.2,15624973.71,11704852.63
3661,1,898,116268617.1,5813430.856,6299123.738
3664,1,899,64715262.81,3235763.14,4878942.117
3667,1,900,426385507.6,21319275.38,14842162.58
3669,1,901,166771263.9,8338563.194,7690360.675
3677,1,902,184805873.2,9240293.658,8187174.529
3677,2,903,331663816.4,16583190.82,12232788.14
3679,1,904,240157199,12007859.95,9711981.918
3682,1,905,367820758.6,18391037.93,13228832.44
3685,1,906,255781447.6,12789072.38,10142395.63
3690,1,907,500149449.5,25007472.47,16874197.08
3695,1,908,298180012.4,14909000.62,11310382.92
3697,1,909,344453036.9,17222651.85,12585103.06
3699,1,910,330547509.9,16527375.49,12202036.35
3710,1,911,420941172,21047058.6,14692183.1
3719,1,912,172421573.7,8621078.683,7846014.293
3722,1,913,93652045.02,4682602.251,5676086.877
3724,1,914,465122343.8,23256117.19,15909277.29
3729,1,915,2830117840,141505892,81059706.06
3736,1,916,634508338.2,31725416.91,20575489.2
3737,1,917,222822259.7,11141112.99,9234442.436
3747,1,918,931478672.3,46573933.61,28756369.3
3747,2,919,204998070.7,10249903.54,8743425.199
3754,1,920,174067613.9,8703380.695,7891359.084
3755,1,921,299080802,14954040.1,11335197.7
3761,1,922,1131238868,56561943.39,34259323.71
3766,1,923,95588653.09,4779432.655,5729436.174
3773,1,924,196627008.4,9831350.422,8512820.828
3775,1,925,208841033.6,10442051.68,8849290.38
3798,1,926,294007719,14700385.95,11195445.41
3808,1,927,301109127.6,15055456.38,11391073.61
3808,2,928,246382433.7,12319121.68,9883473.454
3809,1,929,242855602.7,12142780.13,9786317.011
3810,1,930,227553681.9,11377684.09,9364782.719
3810,2,931,196828286.9,9841414.346,8518365.608
3810,3,932,2151705779,107585289,62370944.61
3816,1,933,173203944.8,8660197.239,7867566.898
3816,2,934,176744528.2,8837226.412,7965102.192
3817,1,935,440256302.7,22012815.13,15224272.5
3823,1,936,574040706.3,28702035.31,18909738.82
3841,2,937,355350075.6,17767503.78,12885292.53
3843,1,938,685981808.2,34299090.41,21993470.19
3853,1,939,1350090685,67504534.27,40288210.35
3859,1,940,400019200.1,20000960,14115828.75
3867,1,941,183437888.3,9171894.416,8149489.553
3871,1,942,139029314.2,6951465.711,6926130.925
3881,1,943,249947937.2,12497396.86,9981695.241
3891,1,944,181780633.4,9089031.669,8103835.821
3891,2,945,136080670.7,6804033.535,6844902.276
3897,1,946,1498134011,74906700.56,44366478.65
3900,1,947,303593688.2,15179684.41,11459517.79
3901,1,948,673289832.3,33664491.62,21643834.14
3907,1,949,380760671.2,19038033.56,13585298.6
3947,1,950,394930083.7,19746504.18,13975634.77
3947,2,951,383822869.8,19191143.49,13669655.44
3950,1,952,118920889.8,5946044.491,6372188.022
3952,1,953,323848402.1,16192420.1,12017490.65
3952,2,954,116996226.3,5849811.313,6319167.771
3960,1,955,284678420.9,14233921.04,10938443.75
3961,1,956,776258021.1,38812901.06,24480381.47
3961,2,957,169714925.8,8485746.288,7771452.091
3961,3,958,76855344.43,3842767.221,5213374.687
3962,1,959,674090813.8,33704540.69,21665899.42
3964,1,960,216306981.2,10815349.06,9054960.831
3966,1,961,1449525997,72476299.87,43027434.69
3993,1,962,295137171,14756858.55,11226559.33
3995,1,963,403553702.8,20177685.14,14213196.53
4001,1,964,543404498.6,27170224.93,18065778.63
4002,1,965,290620497.7,14531024.89,11102134.9
4008,1,966,847921267.6,42396063.38,26454546.43
4009,1,967,271466091.6,13573304.58,10574473.11
4017,2,968,65681667.23,3284083.362,4905564.435
4023,1,969,272868435.3,13643421.77,10613104.6
4026,1,970,572448811.2,28622440.56,18865885.61
4027,1,971,549327398.6,27466369.93,18228941.51
4037,1,972,229598793.8,11479939.69,9421121.058
4039,1,973,387075403.5,19353770.17,13759255.6
4043,2,974,157083982.9,7854199.144,7423497.371
4060,1,975,468050881.6,23402544.08,15989952.07
4064,1,976,149868251.6,7493412.582,7224719.833
4064,2,977,210374307.2,10518715.36,8891528.698
4065,1,978,371027947.6,18551397.38,13317183.45
4067,1,979,178576903.4,8928845.168,8015580.099
4069,1,980,638411493.5,31920574.68,20683012.56
4070,1,981,328701349.5,16435067.48,12151178.69
4086,1,982,628406837.4,31420341.87,20407406.26
4088,1,983,129307189.1,6465359.454,6658307.743
4094,1,984,158676947.9,7933847.397,7467380.058
4099,1,985,194148456.7,9707422.834,8444542.174
4104,1,986,206106215.9,10305310.79,8773952.162
4104,2,987,244664113.4,12233205.67,9836137.507
4105,1,988,693432353.5,34671617.67,22198716.34
4110,1,989,405233152.2,20261657.61,14259461.67
4111,1,990,961949027.6,48097451.38,29595760.64
4120,1,991,531490017.1,26574500.86,17737560.84
4123,1,992,651170500.1,32558525.01,21034495.15
4127,1,993,634679378.9,31733968.94,20580201
4130,1,994,158035812.9,7901790.643,7449718.196
4132,1,995,200285911.8,10014295.59,8613615.574
4133,1,996,409575668.7,20478783.44,14379088.46
4140,1,997,306323816.8,15316190.84,11534726.84
4150,1,998,409703243.7,20485162.19,14382602.87
4153,1,999,1916206964,95810348.22,55883469.78
4155,1,1000,354896260.5,17744813.02,12872790.92
4164,1,1001,160261014.1,8013050.706,7511017.6
4167,1,1002,154724270.5,7736213.526,7358492.482
4167,2,1003,394172830.8,19708641.54,13954774.12
4175,1,1004,379577944.9,18978897.24,13552717.09
4187,1,1005,131472413.8,6573620.69,6717954.926
4187,2,1006,86329005.67,4316450.284,5474353.236
4192,1,1007,359959614.6,17997980.73,13012275.2
4202,1,1008,610730072.4,30536503.62,19920450.24
4203,1,1009,381885919.1,19094295.95,13616296.7
4206,1,1010,397162555,19858127.75,14037134.45
4206,2,1011,527838063.3,26391903.16,17636957.54
4211,1,1012,216742425.6,10837121.28,9066956.368
4211,2,1013,338596431.9,16929821.59,12423766.46
4216,1,1014,284356052.7,14217802.63,10929563.21
4220,1,1015,298824667.9,14941233.4,11328141.76
4222,1,1016,928558652.4,46427932.62,28675929.18
4227,1,1017,571191228.7,28559561.44,18831241.98
4228,1,1018,505959904.5,25297995.23,17034262.35
4228,2,1019,133897194.5,6694859.727,6784752.306
4228,3,1020,251080579.4,12554028.97,10012897.05
4235,1,1021,633422406.5,31671120.32,20545574.17
4247,1,1022,648679223.9,32433961.19,20965865.96
4248,1,1023,286890249.1,14344512.46,10999374.75
4264,1,1024,887115109.1,44355755.45,27534250.63
4264,2,1025,243353576,12167678.8,9800035.082
4265,1,1026,927640502.4,46382025.12,28650636.16
4270,1,1027,144683702.1,7234185.105,7081896.886
4275,1,1028,785714020.4,39285701.02,24740873.47
4277,1,1029,231752290.2,11587614.51,9480445.153
4285,1,1030,2089864121,104493206.1,60667342.83
4289,1,1031,286400432.1,14320021.6,10985881.37
4290,1,1032,451871378.9,22593568.95,15544242.33
4321,1,1033,477908694.5,23895434.73,16261513.15
4322,1,1034,822145557.8,41107277.89,25744482.27
4324,1,1035,172210978.8,8610548.94,7840212.867
4324,2,1036,680828541.8,34041427.09,21851509.02
4325,1,1037,948289880.1,47414494.01,29219481.14
4334,1,1038,739288461.8,36964423.09,23461951.35
4334,2,1039,882859201,44142960.05,27417009.72
4336,1,1040,90360330.14,4518016.507,5585407.366
4338,1,1041,322536916.3,16126845.82,11981362.1
4344,1,1042,406980832.5,20349041.63,14307606.42
4346,1,1043,138486536,6924326.798,6911178.578
4349,1,1044,2412907349,120645367.4,69566473.85
4350,1,1045,595986917.8,29799345.89,19514308.72
4350,2,1046,582360815.6,29118040.78,19138939.55
4353,1,1047,1100855311,55042765.53,33422323.48
4356,1,1048,333365843.1,16668292.16,12279675.24
4357,1,1049,306101266.5,15305063.32,11528596.06
4357,2,1050,283867793.8,14193389.69,10916112.75
4365,1,1051,76785733.48,3839286.674,5211457.059
4366,1,1052,346125943.9,17306297.2,12631187.97
4376,1,1053,547390885,27369544.25,18175594.81
4378,1,1054,170642624,8532131.198,7797008.138
4389,1,1055,1054747712,52737385.59,32152160.46
4389,2,1056,1500685081,75034254.07,44436755.02
4393,1,1057,200598658.6,10029932.93,8622231.062
4400,1,1058,1626539227,81326961.36,47903760.18
4403,1,1059,558523683.8,27926184.19,18482278.95
4404,1,1060,507159389,25357969.45,17067305.51
4407,1,1061,136602747.2,6830137.358,6859284.336
4408,1,1062,297625977.9,14881298.9,11295120.49
4416,2,1063,199141909.4,9957095.468,8582100.822
4418,1,1064,155514136.6,7775706.83,7380251.556
4420,1,1065,547356610.2,27367830.51,18174650.62
4424,1,1066,1177455765,58872788.26,35532497.67
4425,1,1067,183432281.3,9171614.065,8149335.091
4427,1,1068,1050930514,52546525.69,32047005.04
4450,1,1069,336792198.2,16839609.91,12374063.79
4457,1,1070,656030575.5,32801528.78,21168379.55
4465,1,1071,95774039.14,4788701.957,5734543.152
4465,2,1072,289719478.4,14485973.92,11077313.8
4467,1,1073,578732004.7,28936600.23,19038973.79
4467,2,1074,443234133.8,22161706.69,15306305.2
4470,1,1075,121824074.5,6091203.727,6452164.382
4470,2,1076,839838021.1,41991901.06,26231870.75
4471,1,1077,1605889665,80294483.23,47334910.1
4474,1,1078,1160008066,58000403.28,35051851.89
4481,1,1079,638639559.8,31931977.99,20689295.28
4484,1,1080,397036148.1,19851807.41,14033652.22
4490,1,1081,536201385.5,26810069.27,17867348.69
4493,1,1082,541601089.5,27080054.48,18016098.67
4496,1,1083,122188346.3,6109417.317,6462199.269
4502,1,1084,218899665.9,10944983.3,9126383.598
4505,1,1085,2672666096,133633304.8,76722256.52
4505,2,1086,212458763.7,10622938.18,8948950.894
4507,1,1087,586170033.7,29308501.69,19243875.14
4509,1,1088,768280781.2,38414039.06,24260626.04
4520,1,1089,181374802.4,9068740.119,8092656.069
4520,2,1090,207013446.1,10350672.31,8798944.363
4533,1,1091,917194930.8,45859746.54,28362883.62
4539,1,1092,1116907629,55845381.45,33864529.58
4539,3,1093,69702810.92,3485140.546,5016338.107
4540,1,1094,1194135656,59706782.78,35991992
4542,1,1095,546487873,27324393.65,18150718.82
4553,1,1096,716715463,35835773.15,22840114.84
4555,1,1097,411557051.7,20577852.58,14433671.2
4556,1,1098,650452067.7,32522603.38,21014703.91
4562,1,1099,274940401.7,13747020.09,10670182.72
4581,1,1100,188703779.9,9435188.994,8294553.293
4590,1,1101,604411684.7,30220584.23,19746392.54
4598,1,1102,202825704.2,10141285.21,8683581.274
4599,1,1103,989061633.3,49453081.66,30342653.34
4607,1,1104,484665419.3,24233270.97,16447646.07
4610,1,1105,316265685.5,15813284.27,11808603.47
4619,1,1106,1171793492,58589674.62,35376514.5
4620,1,1107,295673717.9,14783685.9,11241340.02
4620,2,1108,210726298.2,10536314.91,8901225.279
4621,1,1109,1374657882,68732894.09,40964982.63
4621,2,1110,149817457.7,7490872.884,7223320.571
4626,1,1111,249704518.6,12485225.93,9974989.594
4626,2,1112,99373948.12,4968697.406,5833712.734
4633,1,1113,59528231.56,2976411.578,4736050.805
4641,2,1114,387743493.9,19387174.69,13777660.02
4646,1,1115,691673509.7,34583675.49,22150264.06
4648,1,1116,217272231,10863611.55,9081551.342
4649,1,1117,184703777.3,9235188.867,8184362.013
4658,1,1118,1906615841,95330792.04,55619255.4
4673,1,1119,67256618.27,3362830.914,4948950.875
4674,1,1120,1377971426,68898571.29,41056263.48
4681,1,1121,976414319,48820715.95,29994247.62
4692,1,1122,287950398.6,14397519.93,11028579.54
4696,1,1123,324844185.7,16242209.29,12044922.3
4700,2,1124,508928315.1,25446415.76,17116035.53
4700,3,1125,138349459.3,6917472.967,6907402.418
4712,1,1126,240163977.1,12008198.86,9712168.642
4713,1,1127,645078023.4,32253901.17,20866660.8
4715,1,1128,434777516.2,21738875.81,15073343.97
4717,1,1129,220911721.4,11045586.07,9181811.304
