trial,sequence,event_id,economic_loss,insured_loss,pa_loss
4720,1,1130,535172920.4,26758646.02,17839016.74
4737,1,1131,186267342,9313367.1,8227434.784
4740,1,1132,555609925.8,27780496.29,18402011.32
4747,1,1133,458711118.4,22935555.92,15732662.12
4749,1,1134,52885628,2644281.4,4553061.674
4753,1,1135,272845486.5,13642274.33,10612472.41
4756,1,1136,260675826.7,13033791.34,10277225.02
4758,1,1137,346347464.2,17317373.21,12637290.37
4758,2,1138,410932496.3,20546624.81,14416466.07
4760,1,1139,265175522.2,13258776.11,10401181.75
4764,1,1140,296735717,14836785.85,11270595.76
4767,1,1141,336444441.3,16822222.07,12364483.85
4767,2,1142,58486493.83,2924324.692,4707353.22
4772,1,1143,392562354,19628117.7,13910409.03
4773,1,1144,158066595.2,7903329.76,7450566.181
4777,1,1145,577915432.1,28895771.6,19016479.01
4782,1,1146,193603728.1,9680186.405,8429536.099
4786,1,1147,436826074.8,21841303.74,15129777.26
4787,1,1148,408601952.6,20430097.63,14352264.72
4790,1,1149,161896886.4,8094844.319,7556082.286
4796,1,1150,362571043.5,18128552.18,13084214.33
4797,1,1151,79183879.25,3959193.963,5277520.705
4801,2,1152,513768756.5,25688437.82,17249379.06
4808,1,1153,841423998.4,42071199.92,26275560.94
4816,1,1154,208999869.8,10449993.49,8853665.97
4823,1,1155,420716492.5,21035824.62,14685993.67
4824,1,1156,296288841.5,14814442.08,11258285.32
4829,1,1157,254525203.4,12726260.17,10107788.87
4831,1,1158,266040222.6,13302011.13,10425002.34
4832,1,1159,91958703.4,4597935.17,5629439.037
4833,1,1160,128040554.7,6402027.737,6623414.75
4836,1,1161,248341144.3,12417057.21,9937431.627
4844,1,1162,226062605.9,11303130.3,9323706.853
4846,1,1163,207875258.6,10393762.93,8822685.403
4853,1,1164,582293086.5,29114654.32,19137073.76
4857,1,1165,516153745.9,25807687.3,17315080.28
4862,1,1166,2791874721,139593736.1,80006192.17
4866,1,1167,154237148,7711857.4,7345073.327
4871,1,1168,520444555.8,26022227.79,17433282.66
4881,1,1169,577877347,28893867.35,19015429.84
4882,1,1170,382739519.5,19136975.98,13639811.52
4884,1,1171,176182420.7,8809121.037,7949617.365
4887,1,1172,589893021.9,29494651.1,19346435.28
4889,1,1173,175579291.7,8778964.583,7933002.484
4890,1,1174,658180281.3,32909014.07,21227599.22
4894,1,1175,291679856.2,14583992.81,11131317.9
4895,1,1176,232960826.4,11648041.32,9513737.668
4906,1,1177,653622987,32681149.35,21102055.77
4907,1,1178,192079310.6,9603965.53,8387541.747
4910,1,1179,316853608.4,15842680.42,11824799.45
4911,1,1180,207532178.9,10376608.95,8813234.31
4921,1,1181,169085978.4,8454298.921,7754125.974
4922,1,1182,315171237.1,15758561.86,11778453.82
4923,1,1183,249540778.7,12477038.93,9970478.918
4923,2,1184,259503604.6,12975180.23,10244932.88
4926,1,1185,844684575.5,42234228.77,26365382.67
4933,1,1186,316265685.5,15813284.27,11808603.47
4934,1,1187,1455785196,72789259.82,43199861.86
4936,2,1188,158723134.3,7936156.715,7468652.391
4940,1,1189,193215978.6,9660798.929,8418854.452
4940,2,1190,709261935.5,35463096.77,22634786.54
4941,1,1191,532223309.2,26611165.46,17757761.43
4943,1,1192,854206171.5,42710308.57,26627681.72
4955,1,1193,806465107.7,40323255.39,25312520.32
4956,1,1194,381885919.1,19094295.95,13616296.7
4957,1,1195,103603767.2,5180188.361,5950234.955
4960,1,1196,603339404.2,30166970.21,19716853.57
4961,1,1197,209066103,10453305.15,8855490.548
4965,1,1198,1132220982,56611049.09,34286378.8
4973,1,1199,194052716.5,9702635.824,8441904.742
4978,1,1200,496918698.5,24845934.93,16785196.99
4980,1,1201,469603126.4,23480156.32,16032713
4987,1,1202,373578108.3,18678905.42,13387434.77
4989,1,1203,193753978.3,9687698.916,8433675.163
4989,2,1204,759726800.4,37986340.02,24024982.67
4990,1,1205,357696827.8,17884841.39,12949940.39
4991,1,1206,277539152.6,13876957.63,10741772.59
5004,1,1207,108362721.9,5418136.093,6081333.697
5014,1,1208,276314194.3,13815709.71,10708027.68
5018,1,1209,164017412.7,8200870.633,7614498.126
5020,1,1210,246373462,12318673.1,9883226.305
5023,1,1211,312383699.5,15619184.97,11701663.29
5025,1,1212,536504141.4,26825207.07,17875688.95
5031,1,1213,351411712.5,17570585.63,12776799.28
5045,1,1214,412775154.8,20638757.74,14467227.27
5048,1,1215,502214589.8,25110729.49,16931087.16
5059,1,1216,1284563076,64228153.81,38483068.72
5061,1,1217,1164449923,58222496.14,35174215.3
5067,1,1218,169419361.6,8470968.082,7763309.949
5089,1,1219,396405102.5,19820255.13,14016268.3
5089,2,1220,699023251.5,34951162.58,22352733.29
5090,1,1221,545505362.7,27275268.14,18123652.82
5097,1,1222,709568259,35478412.95,22643225.08
5097,2,1223,219316568.8,10965828.44,9137868.354
5104,1,1224,281713946.4,14085697.32,10856778.99
5120,1,1225,463684959,23184247.95,15869680.5
5124,1,1226,210368828.9,10518441.45,8891377.784
5130,1,1227,910968040.9,45548402.05,28191346.48
5138,1,1228,100277945.9,5013897.297,5858615.887
5151,1,1229,134230120.3,6711506.017,6793923.681
5153,1,1230,327342253.4,16367112.67,12113738.58
5156,1,1231,334609890.6,16730494.53,12313946.01
5158,1,1232,670788109.9,33539405.49,21574917.19
5165,1,1233,289097426.2,14454871.31,11060177.63
5170,1,1234,248013414.3,12400670.71,9928403.386
5177,1,1235,82320010.09,4116000.504,5363914.218
5179,1,1236,1318279256,65913962.79,39411875.37
5180,1,1237,418260292.5,20913014.62,14618330.76
5186,1,1238,132853670,6642683.499,6756005.498
5187,1,1239,582819021.7,29140951.09,19151562.12
5189,1,1240,152747224.7,7637361.236,7304029.215
5193,1,1241,254686232.1,12734311.6,10112224.85
5196,1,1242,902948205.9,45147410.3,27970417.65
5197,1,1243,180535801.4,9026790.072,8069543.437
5199,1,1244,325086048.1,16254302.4,12051585.08
5202,1,1245,1356622331,67831116.55,40468142.83
5207,1,1246,256311568.3,12815578.42,10156999.29
5209,1,1247,191723846.7,9586192.333,8377749.496
5211,1,1248,1413524482,70676224.08,42035672.04
5217,1,1249,554922019.1,27746100.96,18383061.01
5218,1,1250,520444555.8,26022227.79,17433282.66
5223,1,1251,456203142.8,22810157.14,15663572.9
5224,1,1252,1066856316,53342815.8,32485725.89
5229,1,1253,69568655.59,3478432.78,5012642.423
5230,1,1254,1413524482,70676224.08,42035672.04
5233,1,1255,618393779,30919688.95,20131568.51
5239,1,1256,887115109.1,44355755.45,27534250.63
5241,1,1257,969691552.1,48484577.61,29809050.17
5245,1,1258,343654931.5,17182746.58,12563117.01
5250,1,1259,261667476.4,13083373.82,10304542.79
5256,1,1260,229907512.4,11495375.62,9429625.576
5270,1,1261,214750046.2,10737502.31,9012070.692
5275,1,1262,223454486,11172724.3,9251858.882
5291,1,1263,243956369,12197818.45,9816640.704
5293,1,1264,524504866.1,26225243.31,17545135.28
5294,1,1265,857172571.3,42858628.57,26709399.51
5305,1,1266,256441579.7,12822078.99,10160580.82
5307,1,1267,392929051.5,19646452.57,13920510.73
5307,2,1268,808907515,40445375.75,25379803.28
5309,1,1269,273758571.2,13687928.56,10637625.88
5310,1,1270,939556820.4,46977841.02,28978904.53
5310,2,1271,896507455.2,44825372.76,27792989.13
5315,1,1272,750343138.1,37517156.9,23766483.39
5315,2,1273,1602860509,80143025.44,47251463.52
5327,1,1274,524988131.3,26249406.57,17558448.18
5328,1,1275,218316855.8,10915842.79,9110328.46
5334,1,1276,129824312.9,6491215.647,6672553.369
5339,1,1277,265072760.8,13253638.04,10398350.89
5339,2,1278,415708368.9,20785418.45,14548030.87
5352,1,1279,341256632.5,17062831.62,12497049.14
5363,1,1280,335080825.9,16754041.29,12326919.24
5364,1,1281,306323816.8,15316190.84,11534726.84
5366,1,1282,279194631.4,13959731.57,10787377.39
5378,1,1283,268495219.9,13424760.99,10492632.12
5384,1,1284,272242924,13612146.2,10595873.13
5385,1,1285,247912857.8,12395642.89,9925633.277
5399,1,1286,381637845.8,19081892.29,13609462.83
5415,1,1287,643705069.1,32185253.46,20828838.93
5417,1,1288,124361405.1,6218070.253,6522062.261
5420,1,1289,292799878.1,14639993.91,11162172.04
5424,1,1290,160520890.8,8026044.539,7518176.631
5432,1,1291,353932027.4,17696601.37,12846228.42
5437,1,1292,181649902,9082495.098,8100234.458
5440,1,1293,154653261.5,7732663.073,7356536.338
5441,1,1294,440595511,22029775.55,15233616.94
5452,1,1295,365249238.9,18262461.95,13157992.73
5454,1,1296,319113459.8,15955672.99,11887053.39
5454,2,1297,127055079.3,6352753.967,6596267.069
5457,1,1298,323354144.4,16167707.22,12003874.94
5458,1,1299,186267342,9313367.1,8227434.784
5460,1,1300,96858963.92,4842948.196,5764430.446
5467,1,1301,237007691.7,11850384.59,9625219.915
5472,1,1302,160748748.7,8037437.435,7524453.617
5479,1,1303,351095388.4,17554769.42,12768085.25
5479,2,1304,244664113.4,12233205.67,9836137.507
5481,1,1305,710052045.9,35502602.3,22656552.34
5482,1,1306,117261623.5,5863081.177,6326478.883
5483,1,1307,233346874.8,11667343.74,9524372.454
5486,1,1308,539737680,26986884,17964765.83
5489,1,1309,401558072.2,20077903.61,14158221.29
5493,1,1310,257371573.5,12868578.68,10186200.11
5497,1,1311,670981208.9,33549060.45,21580236.64
5501,1,1312,278993293.7,13949664.68,10781830.98
5501,2,1313,231979531.5,11598976.58,9486705.151
5502,1,1314,1012875161,50643758.03,30998663.69
5502,2,1315,567626145.9,28381307.29,18733031.78
5502,3,1316,121734008.8,6086700.441,6449683.269
5503,1,1317,2151705779,107585289,62370944.61
5503,2,1318,712402696,35620134.8,22721307.59
5504,1,1319,567672286.8,28383614.34,18734302.86
5507,1,1320,260258156.8,13012907.84,10265719.14
5518,1,1321,1906615841,95330792.04,55619255.4
5520,1,1322,158676947.9,7933847.397,7467380.058
5529,1,1323,129735654.3,6486782.714,6670111.017
5543,1,1324,170066245.4,8503312.271,7781130.176
5543,2,1325,452810810.4,22640540.52,15570121.6
5549,1,1326,1177042234,58852111.69,35521105.79
5550,1,1327,78567751.93,3928387.597,5260547.751
5551,1,1328,249036425.4,12451821.27,9956585.095
5551,2,1329,227140700.8,11357035.04,9353405.999
5555,1,1330,841876125.6,42093806.28,26288016.05
5555,2,1331,113159545.1,5657977.254,6213475.635
5563,1,1332,880532629.5,44026631.47,27352917.78
5567,1,1333,127204428.9,6360221.447,6600381.322
5569,1,1334,226961325.6,11348066.28,9348464.606
5572,1,1335,1309883462,65494173.11,39180589.71
5574,1,1336,180783378.1,9039168.906,8076363.63
5582,1,1337,252595238.8,12629761.94,10054622.58
5583,1,1338,330623276.3,16531163.82,12204123.55
5586,1,1339,1008054566,50402728.3,30865866.9
5593,1,1340,426158948.6,21307947.43,14835921.38
5594,1,1341,180614837.1,9030741.856,8071720.696
5596,1,1342,295643657.9,14782182.89,11240511.93
5596,2,1343,186352853.2,9317642.658,8229790.428
5597,1,1344,167919794.6,8395989.732,7722000.173
5597,2,1345,192442965.7,9622148.285,8397559.646
5598,1,1346,85121107.32,4256055.366,5441078.291
5606,1,1347,78062742.07,3903137.104,5246635.839
5606,2,1348,562271871.2,28113593.56,18585533.28
5607,1,1349,131855846.8,6592792.341,6728517.663
5611,1,1350,301536085.6,15076804.28,11402835.36
5617,1,1351,676689323.3,33834466.16,21737482.65
5624,1,1352,195678359.7,9783917.987,8486687.641
5627,1,1353,65438048.52,3271902.426,4898853.275
5633,1,1354,179815450.6,8990772.529,8049699.353
5634,1,1355,256684610.1,12834230.51,10167275.78
5635,1,1356,126799462.2,6339973.108,6589225.377
5639,1,1357,192409192.4,9620459.618,8396629.264
5642,1,1358,189928445.1,9496422.254,8328290.128
5647,1,1359,208766346.5,10438317.32,8847232.915
5649,1,1360,1194717216,59735860.81,36008012.72
5651,1,1361,496244777.3,24812238.87,16766631.94
5652,1,1362,167620533,8381026.65,7713756.173
5653,1,1363,702035369.4,35101768.47,22435710.52
5653,2,1364,559072173.4,27953608.67,18497388.64
5657,1,1365,146044406,7302220.299,7119381.288
5657,2,1366,160033388.4,8001669.42,7504747.012
5661,1,1367,775890477.3,38794523.86,24470256.44
5679,1,1368,353911716.6,17695585.83,12845668.9
5682,1,1369,123071320.1,6153566.004,6486523.255
5684,1,1370,616208789.9,30810439.49,20071376.86
5686,1,1371,305122106.9,15256105.35,11501622.37
5686,2,1372,174280976.3,8714048.815,7897236.749
5692,1,1373,249170362.9,12458518.15,9960274.778
5707,1,1374,204952739.4,10247636.97,8742176.42
5715,1,1375,801540537.2,40077026.86,25176859.23
5715,2,1376,345208678.9,17260433.95,12605919.34
5718,1,1377,458688254.6,22934412.73,15732032.27
5728,2,1378,257028684.5,12851434.23,10176754.27
5733,1,1379,299406816.8,14970340.84,11344178.69
5742,1,1380,757875678.4,37893783.92,23973988.32
5752,1,1381,334609890.6,16730494.53,12313946.01
5753,1,1382,166695532.4,8334776.619,7688274.439
5757,1,1383,313509770,15675488.5,11732684.05
5758,1,1384,344285415.4,17214270.77,12580485.46
5760,1,1385,837354844.7,41867742.23,26163464.7
5761,1,1386,422716811.2,21135840.56,14741098.05
5761,2,1387,442351708.7,22117585.44,15281996.33
5761,3,1388,260381603,13019080.15,10269119.8
5761,4,1389,896708136,44835406.8,27798517.44
5764,1,1390,315256410,15762820.5,11780800.15
5771,1,1391,265175522.2,13258776.11,10401181.75
5773,1,1392,402828592.5,20141429.63,14193221.33
5778,1,1393,184361666.2,9218083.312,8174937.605
5781,1,1394,667048226.3,33352411.32,21471891.61
5782,1,1395,189171668.3,9458583.415,8307442.591
5783,1,1396,953264735.5,47663236.77,29356527.47
5784,2,1397,452624166.2,22631208.31,15564979.96
5785,1,1398,765485503.2,38274275.16,24183622.27
5786,1,1399,77467265.26,3873363.263,5230231.762
5801,1,1400,164802393.4,8240119.672,7636122.621
5811,1,1401,56378821.18,2818941.059,4649291.47
5813,1,1402,200520776.5,10026038.82,8620085.581
5818,1,1403,576085851.7,28804292.58,18966078.09
5818,2,1404,1131001374,56550068.68,34252781.27
5827,1,1405,642328744.2,32116437.21,20790924.2
5828,1,1406,401305217.2,20065260.86,14151255.69
5830,1,1407,497542653.3,24877132.67,16802385.57
5831,1,1408,164955823.5,8247791.173,7640349.281
5832,2,1409,267022342.7,13351117.13,10452057.59
5833,1,1410,809298395.6,40464919.78,25390571.18
5835,1,1411,568454052.1,28422702.6,18755838.78
5836,1,1412,4363775997,218188799.9,123308618
5845,1,1413,167453349.6,8372667.481,7709150.638
5846,1,1414,260928171.3,13046408.56,10284176.56
5863,1,1415,849084753.6,42454237.68,26486597.91
5884,1,1416,291357418.8,14567870.94,11122435.46
5887,1,1417,751348991.4,37567449.57,23794192.44
5888,1,1418,321587572.4,16079378.62,11955209.76
5895,1,1419,272672096.8,13633604.84,10607695.9
5899,1,1420,155229048.4,7761452.422,7372398.004
5902,1,1421,120884160.9,6044208.047,6426271.827
5903,1,1422,599662060.2,29983103.01,19615550.82
5908,1,1423,337256026.5,16862801.33,12386841.24
5910,1,1424,79908903.07,3995445.154,5297493.518
5910,2,1425,266040222.6,13302011.13,10425002.34
5915,1,1426,206106215.9,10305310.79,8773952.162
5918,1,1427,316870658.8,15843532.94,11825269.16
5922,1,1428,191243801,9562190.048,8364525.292
5926,1,1429,57496816.04,2874840.802,4680089.771
5929,1,1430,124391788.7,6219589.435,6522899.264
5931,1,1431,282330921.8,14116546.09,10873775.31
5933,1,1432,307493134.5,15374656.72,11566938.97
5935,1,1433,140953234.9,7047661.743,6979130.711
5939,1,1434,305025798.4,15251289.92,11498969.28
5956,1,1435,167243226.4,8362161.321,7703362.206
5967,1,1436,644306849.9,32215342.49,20845416.67
5968,1,1437,163843519.7,8192175.985,7609707.757
5968,2,1438,271761458,13588072.9,10582609.8
5972,1,1439,735105666.2,36755283.31,23346724.52
5974,1,1440,540765214.7,27038260.74,17993072.16
5975,1,1441,556630468.5,27831523.43,18430125.03
5985,1,1442,464418049.6,23220902.48,15889875.53
5985,2,1443,697857511.2,34892875.56,22320619.71
5994,1,1444,414038124.1,20701906.2,14502019.3
5994,2,1445,167371901.9,8368595.093,7706906.931
5995,1,1446,805576081.7,40278804.08,25288029.61
6004,2,1447,147984653.4,7399232.672,7172830.841
6008,1,1448,58764864.08,2938243.204,4715021.708
6011,1,1449,518298629.3,25914931.46,17374167.1
6022,1,1450,368967948.3,18448397.41,13260435
6027,1,1451,188017426.3,9400871.313,8275645.759
6032,1,1452,382443832.5,19122191.62,13631665.99
6043,1,1453,165573103.1,8278655.153,7657353.977
6045,2,1454,782062799.6,39103139.98,24640290.36
6050,1,1455,949075365.4,47453768.27,29241119.53
6054,1,1456,193657272,9682863.6,8431011.115
6067,1,1457,302113714.1,15105685.71,11418747.76
6068,1,1458,249170362.9,12458518.15,9960274.778
6076,1,1459,1212557135,60627856.73,36499463.26
6083,1,1460,258402721.4,12920136.07,10214605.97
6089,1,1461,122298976.9,6114948.847,6465246.899
6091,1,1462,915716912,45785845.6,28322167.45
6094,1,1463,791356407.6,39567820.38,24896308.84
6096,1,1464,257943986.8,12897199.34,10201968.84
6098,1,1465,1168467862,58423393.12,35284900.7
6102,1,1466,388652130,19432606.5,13802690.95
6107,1,1467,73266416.27,3663320.814,5114507.604
6112,1,1468,714946404.1,35747320.2,22791381.15
6122,1,1469,682533813.9,34126690.7,21898485.52
6129,1,1470,107950635.1,5397531.753,6069981.611
6140,1,1471,455567976.1,22778398.81,15646075.46
6142,1,1472,733643102.1,36682155.11,23306434.1
6148,1,1473,881861635.8,44093081.79,27389528.99
6151,1,1474,586866198.3,29343309.92,19263052.94
6151,2,1475,472002112.1,23600105.6,16098799.79
6156,1,1476,137715739,6885786.95,6889944.815
6158,1,1477,907611676.5,45380583.83,28098886.02
6161,1,1478,1024131304,51206565.18,31308745.69
6170,1,1479,252595238.8,12629761.94,10054622.58
6172,1,1480,532223309.2,26611165.46,17757761.43
6175,1,1481,65492468.8,3274623.44,4900352.434
6179,1,1482,1093316551,54665827.57,33214647.23
6182,1,1483,293364464.9,14668223.24,11177725.17
6185,1,1484,381773827.8,19088691.39,13613208.84
6189,1,1485,571191228.7,28559561.44,18831241.98
6196,1,1486,264227180.2,13211359.01,10375057.01
6198,1,1487,205146015,10257300.75,8747500.739
6201,1,1488,378605549.5,18930277.47,13525929.73
6206,1,1489,683947248.9,34197362.44,21937422.55
6209,1,1490,313227641.3,15661382.06,11724912.03
6211,1,1491,194343961.2,9717198.058,8449927.893
6213,1,1492,242824255.6,12141212.78,9785453.469
6215,1,1493,624155974,31207798.7,20290304.32
6222,1,1494,174370028.7,8718501.434,7899689.946
6223,1,1495,118982965,5949148.248,6373898.056
6228,1,1496,482333113,24116655.65,16383396.16
6229,1,1497,124768062.3,6238403.115,6533264.775
6230,1,1498,234301279.8,11715063.99,9550664.215
6236,1,1499,585904742.5,29295237.13,19236566.95
6240,1,1500,149817457.7,7490872.884,7223320.571
6253,1,1501,121290897,6064544.85,6437476.512
6258,1,1502,331964832.5,16598241.62,12241080.47
6260,1,1503,1170061982,58503099.1,35328815.19
6261,1,1504,139537583.6,6976879.18,6940132.63
6270,1,1505,367375887.4,18368794.37,13216577.22
6271,1,1506,2300064516,115003225.8,66457901.77
6272,1,1507,1244428601,62221430.06,37377452.13
6273,1,1508,473430111.9,23671505.6,16138138.04
6275,1,1509,289220629.4,14461031.47,11063571.61
6284,1,1510,209228923.6,10461446.18,8859975.897
6290,1,1511,421547701.9,21077385.09,14708891.66
6291,2,1512,2079850431,103992521.5,60391487.66
6293,1,1513,284356052.7,14217802.63,10929563.21
6294,1,1514,674090813.8,33704540.69,21665899.42
6297,1,1515,431804638.4,21590231.92,14991447.72
6308,1,1516,228582690.7,11429134.54,9393129.651
6309,1,1517,253624880.5,12681244.03,10082986.95
6310,1,1518,731384805.7,36569240.29,23244223
6312,1,1519,923704007.4,46185200.37,28542194.37
6316,1,1520,326149223.6,16307461.18,12080873.23
6319,1,1521,69632339.04,3481616.952,5014396.762
6320,1,1522,516817928.9,25840896.45,17333377.06
6336,1,1523,658018047.7,32900902.39,21223130.04
6338,1,1524,296365962.7,14818298.14,11260409.84
6341,1,1525,431178449.1,21558922.45,14974197.58
6341,2,1526,119509948.7,5975497.435,6388415.3
6343,1,1527,206171117.6,10308555.88,8775740.063
6344,1,1528,129531970.5,6476598.524,6664499.976
6345,1,1529,463822377.2,23191118.86,15873466.07
6351,1,1530,240080519.3,12004025.97,9709869.563
6354,1,1531,264703683.4,13235184.17,10388183.62
6357,1,1532,376983268.8,18849163.44,13481239.46
6373,1,1533,195837814.5,9791890.727,8491080.271
6377,1,1534,335822194.3,16791109.71,12347342.31
6379,1,1535,271963290.9,13598164.55,10588169.86
6380,1,1536,601034171.8,30051708.59,19653349.48
6383,1,1537,707015081.6,35350754.08,22572890.65
6387,1,1538,148034706.3,7401735.316,7174209.688
6394,1,1539,443837572.6,22191878.63,15322928.62
6394,2,1540,798925122.7,39946256.14,25104810.31
6396,1,1541,210374307.2,10518715.36,8891528.698
6396,2,1542,348605423.5,17430271.17,12699492.18
6402,1,1543,195203959.5,9760197.977,8473618.959
6402,2,1544,657484577.7,32874228.89,21208434.11
6403,1,1545,511874690.6,25593734.53,17197201.7
6408,1,1546,567653847.5,28382692.38,18733794.9
6410,1,1547,424730288,21236514.4,14796564.92
6411,1,1548,858402958.4,42920147.92,26743293.97
6413,1,1549,643253807,32162690.35,20816407.65
6435,1,1550,441328007.1,22066400.35,15253795.6
6436,1,1551,123633130.1,6181656.505,6501999.887
6444,1,1552,625844318,31292215.9,20336814.49
6445,1,1553,453953623.3,22697681.17,15601603.58
6449,1,1554,308389643.9,15419482.2,11591635.83
6453,1,1555,727554961,36377748.05,23138719.19
6461,1,1556,399026280,19951314,14088475.98
6463,1,1557,135106340,6755316.999,6818061.606
6470,1,1558,165315542.3,8265777.115,7650258.745
6476,1,1559,876980689.5,43849034.47,27255069.64
6478,1,1560,1077632944,53881647.22,32782598.32
6479,1,1561,115173541.1,5758677.054,6268956.8
6484,1,1562,454510504.8,22725525.24,15616944.45
6490,1,1563,167521494,8376074.7,7711027.866
6494,1,1564,218373214.4,10918660.72,9111881.015
6494,2,1565,264227935.2,13211396.76,10375077.8
6508,1,1566,855642013.6,42782100.68,26667236.01
6509,1,1567,162462720.1,8123136.007,7571669.763
6510,1,1568,242553931.9,12127696.59,9778006.644
6514,1,1569,160915510.9,8045775.545,7529047.548
6517,1,1570,315256410,15762820.5,11780800.15
6518,1,1571,1033821119,51691055.95,31575678.81
6524,1,1572,218316855.8,10915842.79,9110328.46
6525,1,1573,169169851.1,8458492.556,7756436.483
6525,2,1574,169169851.1,8458492.556,7756436.483
6529,1,1575,119462758.1,5973137.903,6387115.302
6534,1,1576,682198069.1,34109903.46,21889236.49
6537,1,1577,397036148.1,19851807.41,14033652.22
6547,1,1578,174851453.5,8742572.676,7912952.143
6557,1,1579,840997947.4,42049897.37,26263824.17
6558,1,1580,638097454.8,31904872.74,20674361.48
6560,1,1581,714811418.7,35740570.93,22787662.6
6565,1,1582,436840062.6,21842003.13,15130162.59
6566,1,1583,151635763,7581788.15,7273410.886
6566,3,1584,441968131.3,22098406.56,15271429.62
6567,1,1585,188153096.4,9407654.822,8279383.175
6568,1,1586,170104247.3,8505212.367,7782177.045
6570,1,1587,213248803,10662440.15,8970714.742
6578,1,1588,366271386.7,18313569.33,13186150.65
6583,1,1589,243090812.4,12154540.62,9792796.523
6586,1,1590,1043150215,52157510.73,31832674.9
6596,1,1591,177866240.5,8893312.026,7996002.9
6602,1,1592,467589098.2,23379454.91,15977230.95
6608,1,1593,287979958.2,14398997.91,11029393.84
6608,2,1594,644533304.7,32226665.24,20851655
6613,1,1595,975611673.6,48780583.68,29972136.51
6618,1,1596,254091499.3,12704574.96,10095841.27
6620,1,1597,338208730.8,16910436.54,12413086.15
6634,1,1598,166632654.6,8331632.73,7686542.294
6636,1,1599,928093677.2,46404683.86,28663120.13
6637,1,1600,830964605.6,41548230.28,25987427.65
6638,1,1601,379925467.9,18996273.4,13562290.58
6641,1,1602,280602519.1,14030125.95,10826161.61
6652,1,1603,258414447,12920722.35,10214928.98
6653,1,1604,303593688.2,15179684.41,11459517.79
6654,1,1605,715714556.9,35785727.84,22812542.07
6656,1,1606,294823381.8,14741169.09,11217915.12
6657,1,1607,1083968863,54198443.14,32957138.95
6674,1,1608,233027110.4,11651355.52,9515563.647
6677,1,1609,453636694.7,22681834.73,15592872.9
6680,1,1610,286225017.3,14311250.86,10981049.08
6684,1,1611,395305491.9,19765274.59,13985976.44
6694,1,1612,160033388.4,8001669.42,7504747.012
6706,1,1613,298352986.5,14917649.33,11315147.98
6707,1,1614,263732184.6,13186609.23,10361420.96
6717,1,1615,260979694.5,13048984.73,10285595.91
6717,2,1616,816463332.5,40823166.62,25587949.44
6718,1,1617,217985436.8,10899271.84,9101198.593
6723,1,1618,1356002797,67800139.83,40451076.02
6727,1,1619,237007691.7,11850384.59,9625219.915
6733,1,1620,290644459.9,14532223,11102795.01
6736,1,1621,414038124.1,20701906.2,14502019.3
6742,1,1622,391448083.4,19572404.17,13879713.32
6743,1,1623,214275699.4,10713784.97,8999003.481
6744,1,1624,638044240.1,31902212,20672895.53
6751,2,1625,79192240.77,3959612.038,5277751.046
6762,1,1626,373211763.8,18660588.19,13377342.79
6766,1,1627,348673626.2,17433681.31,12701371.02
6771,1,1628,605357226.3,30267861.31,19772440.13
6772,1,1629,166509098.3,8325454.915,7683138.589
6782,1,1630,245398560.7,12269928.04,9856369.917
6787,1,1631,209298732.4,10464936.62,8861898.976
6791,1,1632,524094443.1,26204722.15,17533829.03
6799,1,1633,174291906.7,8714595.337,7897537.859
6802,1,1634,227647283.9,11382364.2,9367361.25
6804,1,1635,353718589.3,17685929.47,12840348.67
6822,1,1636,221074971.4,11053748.57,9186308.482
6829,1,1637,807214814.2,40360740.71,25333173.09
6839,1,1638,534134060.3,26706703.01,17810398.42
6844,1,1639,583887321.6,29194366.08,19180991.44
6844,2,1640,223729161.9,11186458.09,9259425.598
6846,1,1641,429202914.5,21460145.73,14919775.95
6851,1,1642,137709919.6,6885495.981,6889784.504
6853,1,1643,165454697.8,8272734.891,7654092.173
6855,1,1644,192381855.9,9619092.793,8395876.204
6858,1,1645,270873158.3,13543657.92,10558139.1
6871,1,1646,1021352603,51067630.13,31232198.58
6871,2,1647,75505780.63,3775289.031,5176197.17
6877,1,1648,383189410.7,19159470.53,13652205.03
6877,2,1649,1207552298,60377614.9,36361591.01
6878,1,1650,615759750.1,30787987.51,20059006.8
6879,1,1651,912114182,45605709.1,28222920.15
6885,1,1652,347862537.2,17393126.86,12679027.3
6893,1,1653,147554147.3,7377707.365,7160971.343
6895,1,1654,174432743,8721637.151,7901417.589
6895,2,1655,153745245.4,7687262.268,7331522.49
6898,1,1656,255679478.2,12783973.91,10139586.6
6908,1,1657,186673614.6,9333680.729,8238626.7
6911,1,1658,661690339.6,33084516.98,21324293.61
6915,1,1659,155995806.4,7799790.32,7393520.501
6918,1,1660,751878656.3,37593932.82,23808783.54
6927,1,1661,880532629.5,44026631.47,27352917.78
6929,1,1662,516207197.1,25810359.86,17316552.74
6930,1,1663,265491106.9,13274555.35,10409875.41
6933,1,1664,1032756994,51637849.7,31546364.51
6935,1,1665,488406774.1,24420338.71,16550712.18
6939,1,1666,360107051,18005352.55,13016336.75
6940,1,1667,191103897,9555194.848,8360671.244
6948,1,1668,136018668.7,6800933.435,6843194.257
6949,1,1669,479535665.6,23976783.28,16306332.63
6950,1,1670,679017043.8,33950852.19,21801606.23
6960,2,1671,80811522.77,4040576.139,5322358.707
6964,1,1672,543212115,27160605.75,18060478.88
